year,state,place,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2015,06,60102,race-ethnicity,Majority White-NH Tracts,96.05,1
2015,06,60102,race-ethnicity,Mixed Race and Ethnicity Tracts,83.07,1
2015,06,60466,race-ethnicity,All,84.66,1
2015,06,60466,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,60466,race-ethnicity,Majority White-NH Tracts,97.35,1
2015,06,60466,race-ethnicity,Mixed Race and Ethnicity Tracts,73.52,1
2015,06,60620,race-ethnicity,All,84.89,1
2015,06,60620,race-ethnicity,Majority Non-White Tracts,76.64,1
2015,06,60620,race-ethnicity,Majority White-NH Tracts,89.95,1
2015,06,60620,race-ethnicity,Mixed Race and Ethnicity Tracts,79.89,1
2015,06,62000,race-ethnicity,All,81.53,1
2015,06,62000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,62000,race-ethnicity,Majority White-NH Tracts,94.28,1
2015,06,62000,race-ethnicity,Mixed Race and Ethnicity Tracts,80.46,1
2015,06,62938,race-ethnicity,All,47.96,1
2015,06,62938,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,62938,race-ethnicity,Majority White-NH Tracts,63.45,1
2015,06,62938,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,64000,race-ethnicity,All,91.03,1
2015,06,64000,race-ethnicity,Majority Non-White Tracts,82.07,1
2015,06,64000,race-ethnicity,Majority White-NH Tracts,98.85,1
2015,06,64000,race-ethnicity,Mixed Race and Ethnicity Tracts,86.31,1
2015,06,64224,race-ethnicity,All,73.35,1
2015,06,64224,race-ethnicity,Majority Non-White Tracts,3.14,1
2015,06,64224,race-ethnicity,Majority White-NH Tracts,89.33,1
2015,06,64224,race-ethnicity,Mixed Race and Ethnicity Tracts,69.05,1
2015,06,65000,race-ethnicity,All,88.46,1
2015,06,65000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,65000,race-ethnicity,Majority White-NH Tracts,95.66,1
2015,06,65000,race-ethnicity,Mixed Race and Ethnicity Tracts,88.41,1
2015,06,65042,race-ethnicity,All,75.33,1
2015,06,65042,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,65042,race-ethnicity,Majority White-NH Tracts,91.25,1
2015,06,65042,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,66000,race-ethnicity,All,98.02,1
2015,06,66000,race-ethnicity,Majority Non-White Tracts,97.88,1
2015,06,66000,race-ethnicity,Majority White-NH Tracts,99.78,1
2015,06,66000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.27,1
2015,06,67000,race-ethnicity,All,100,1
2015,06,67000,race-ethnicity,Majority Non-White Tracts,99.95,1
2015,06,67000,race-ethnicity,Majority White-NH Tracts,99.97,1
2015,06,67000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.97,1
2015,06,68000,race-ethnicity,All,92.48,1
2015,06,68000,race-ethnicity,Majority Non-White Tracts,81.06,1
2015,06,68000,race-ethnicity,Majority White-NH Tracts,97.97,1
2015,06,68000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.12,1
2015,06,68084,race-ethnicity,All,94.26,1
2015,06,68084,race-ethnicity,Majority Non-White Tracts,81.98,1
2015,06,68084,race-ethnicity,Majority White-NH Tracts,98.77,1
2015,06,68084,race-ethnicity,Mixed Race and Ethnicity Tracts,94.21,1
2015,06,68196,race-ethnicity,All,86.54,1
2015,06,68196,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,68196,race-ethnicity,Majority White-NH Tracts,97.06,1
2015,06,68196,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,68252,race-ethnicity,All,91.49,1
2015,06,68252,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,68252,race-ethnicity,Majority White-NH Tracts,98.61,1
2015,06,68252,race-ethnicity,Mixed Race and Ethnicity Tracts,88.89,1
2015,06,68378,race-ethnicity,All,39.97,1
2015,06,68378,race-ethnicity,Majority Non-White Tracts,14.37,1
2015,06,68378,race-ethnicity,Majority White-NH Tracts,51.88,1
2015,06,68378,race-ethnicity,Mixed Race and Ethnicity Tracts,35.12,1
2015,06,69000,race-ethnicity,All,93.34,1
2015,06,69000,race-ethnicity,Majority Non-White Tracts,85.19,1
2015,06,69000,race-ethnicity,Majority White-NH Tracts,98.8,1
2015,06,69000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.16,1
2015,06,69070,race-ethnicity,All,84.37,1
2015,06,69070,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,69070,race-ethnicity,Majority White-NH Tracts,96.14,1
2015,06,69070,race-ethnicity,Mixed Race and Ethnicity Tracts,84.09,1
2015,06,69084,race-ethnicity,All,84.96,1
2015,06,69084,race-ethnicity,Majority Non-White Tracts,75.9,1
2015,06,69084,race-ethnicity,Majority White-NH Tracts,96.96,1
2015,06,69084,race-ethnicity,Mixed Race and Ethnicity Tracts,78.17,1
2015,06,69088,race-ethnicity,All,86.81,1
2015,06,69088,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,69088,race-ethnicity,Majority White-NH Tracts,97.18,1
2015,06,69088,race-ethnicity,Mixed Race and Ethnicity Tracts,72.77,2
2015,06,69196,race-ethnicity,All,51.85,1
2015,06,69196,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,69196,race-ethnicity,Majority White-NH Tracts,67.58,1
2015,06,69196,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,70000,race-ethnicity,All,99.87,1
2015,06,70000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,70000,race-ethnicity,Majority White-NH Tracts,99.96,1
2015,06,70000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,70098,race-ethnicity,All,67.61,1
2015,06,70098,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,70098,race-ethnicity,Majority White-NH Tracts,84.2,1
2015,06,70098,race-ethnicity,Mixed Race and Ethnicity Tracts,57.04,1
2015,06,72016,race-ethnicity,All,69.06,1
2015,06,72016,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,72016,race-ethnicity,Majority White-NH Tracts,84.9,1
2015,06,72016,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,73080,race-ethnicity,All,97.96,1
2015,06,73080,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,73080,race-ethnicity,Majority White-NH Tracts,99.65,1
2015,06,73080,race-ethnicity,Mixed Race and Ethnicity Tracts,98.14,1
2015,06,75000,race-ethnicity,All,79.75,1
2015,06,75000,race-ethnicity,Majority Non-White Tracts,58.81,1
2015,06,75000,race-ethnicity,Majority White-NH Tracts,92.22,1
2015,06,75000,race-ethnicity,Mixed Race and Ethnicity Tracts,74.75,1
2015,06,77000,race-ethnicity,All,89.45,1
2015,06,77000,race-ethnicity,Majority Non-White Tracts,84.4,1
2015,06,77000,race-ethnicity,Majority White-NH Tracts,97.53,1
2015,06,77000,race-ethnicity,Mixed Race and Ethnicity Tracts,84.48,1
2015,06,78120,race-ethnicity,All,39.91,1
2015,06,78120,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,78120,race-ethnicity,Majority White-NH Tracts,49.06,1
2015,06,78120,race-ethnicity,Mixed Race and Ethnicity Tracts,48.05,1
2015,06,78582,race-ethnicity,All,52.97,1
2015,06,78582,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,78582,race-ethnicity,Majority White-NH Tracts,67.65,1
2015,06,78582,race-ethnicity,Mixed Race and Ethnicity Tracts,56.15,1
2015,06,80000,race-ethnicity,All,93.87,1
2015,06,80000,race-ethnicity,Majority Non-White Tracts,84.05,1
2015,06,80000,race-ethnicity,Majority White-NH Tracts,98.39,1
2015,06,80000,race-ethnicity,Mixed Race and Ethnicity Tracts,93.88,1
2015,06,80238,race-ethnicity,All,60.55,1
2015,06,80238,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,80238,race-ethnicity,Majority White-NH Tracts,85.44,1
2015,06,80238,race-ethnicity,Mixed Race and Ethnicity Tracts,35.65,1
2015,06,80854,race-ethnicity,All,89.58,1
2015,06,80854,race-ethnicity,Majority Non-White Tracts,81.26,1
2015,06,80854,race-ethnicity,Majority White-NH Tracts,96.81,2
2015,06,80854,race-ethnicity,Mixed Race and Ethnicity Tracts,88.44,1
2015,06,81344,race-ethnicity,All,85.55,1
2015,06,81344,race-ethnicity,Majority Non-White Tracts,81.56,1
2015,06,81344,race-ethnicity,Majority White-NH Tracts,84.3,1
2015,06,81344,race-ethnicity,Mixed Race and Ethnicity Tracts,87.9,1
2015,06,81554,race-ethnicity,All,60.75,1
2015,06,81554,race-ethnicity,Majority Non-White Tracts,NA,1
2015,06,81554,race-ethnicity,Majority White-NH Tracts,78.27,1
2015,06,81554,race-ethnicity,Mixed Race and Ethnicity Tracts,48.09,1
2015,06,81666,race-ethnicity,All,70.42,1
2015,06,81666,race-ethnicity,Majority Non-White Tracts,44.42,1
2015,06,81666,race-ethnicity,Majority White-NH Tracts,89.1,1
2015,06,81666,race-ethnicity,Mixed Race and Ethnicity Tracts,65.66,1
2015,06,82590,race-ethnicity,All,73.94,1
2015,06,82590,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,82590,race-ethnicity,Majority White-NH Tracts,91.57,1
2015,06,82590,race-ethnicity,Mixed Race and Ethnicity Tracts,65.84,1
2015,06,82954,race-ethnicity,All,89.31,1
2015,06,82954,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,82954,race-ethnicity,Majority White-NH Tracts,97.9,1
2015,06,82954,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,82996,race-ethnicity,All,93.93,1
2015,06,82996,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,06,82996,race-ethnicity,Majority White-NH Tracts,98.96,1
2015,06,82996,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,06,84200,race-ethnicity,All,90.9,1
2015,06,84200,race-ethnicity,Majority Non-White Tracts,82.02,1
2015,06,84200,race-ethnicity,Majority White-NH Tracts,97.86,1
2015,06,84200,race-ethnicity,Mixed Race and Ethnicity Tracts,87.66,1
2015,06,84550,race-ethnicity,All,91.29,1
2015,06,84550,race-ethnicity,Majority Non-White Tracts,83.7,1
2015,06,84550,race-ethnicity,Majority White-NH Tracts,97.09,1
2015,06,84550,race-ethnicity,Mixed Race and Ethnicity Tracts,85.95,1
2015,06,85292,race-ethnicity,All,86.61,1
2015,06,85292,race-ethnicity,Majority Non-White Tracts,67.11,1
2015,06,85292,race-ethnicity,Majority White-NH Tracts,96.63,1
2015,06,85292,race-ethnicity,Mixed Race and Ethnicity Tracts,84.42,1
2015,08,03455,race-ethnicity,All,90.17,1
2015,08,03455,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,03455,race-ethnicity,Majority White-NH Tracts,94.26,1
2015,08,03455,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,04000,race-ethnicity,All,98.03,1
2015,08,04000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,04000,race-ethnicity,Majority White-NH Tracts,97.63,1
2015,08,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.61,1
2015,08,07850,race-ethnicity,All,96.72,1
2015,08,07850,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,07850,race-ethnicity,Majority White-NH Tracts,97.47,1
2015,08,07850,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,12815,race-ethnicity,All,89.3,1
2015,08,12815,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,12815,race-ethnicity,Majority White-NH Tracts,93.63,1
2015,08,12815,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,16000,race-ethnicity,All,91.27,1
2015,08,16000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,16000,race-ethnicity,Majority White-NH Tracts,94.25,1
2015,08,16000,race-ethnicity,Mixed Race and Ethnicity Tracts,83.37,1
2015,08,20000,race-ethnicity,All,100,1
2015,08,20000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,20000,race-ethnicity,Majority White-NH Tracts,99.64,1
2015,08,20000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.29,1
2015,08,27425,race-ethnicity,All,89.96,1
2015,08,27425,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,27425,race-ethnicity,Majority White-NH Tracts,94.14,1
2015,08,27425,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,32155,race-ethnicity,All,43.67,1
2015,08,32155,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,32155,race-ethnicity,Majority White-NH Tracts,63.41,1
2015,08,32155,race-ethnicity,Mixed Race and Ethnicity Tracts,36.43,1
2015,08,43000,race-ethnicity,All,98.25,1
2015,08,43000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,43000,race-ethnicity,Majority White-NH Tracts,98.42,1
2015,08,43000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,45970,race-ethnicity,All,85.59,1
2015,08,45970,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,45970,race-ethnicity,Majority White-NH Tracts,90.55,1
2015,08,45970,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,46465,race-ethnicity,All,57.21,1
2015,08,46465,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,46465,race-ethnicity,Majority White-NH Tracts,78.95,1
2015,08,46465,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,62000,race-ethnicity,All,89.08,1
2015,08,62000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,62000,race-ethnicity,Majority White-NH Tracts,92.9,1
2015,08,62000,race-ethnicity,Mixed Race and Ethnicity Tracts,74.84,1
2015,08,77290,race-ethnicity,All,90.61,1
2015,08,77290,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,77290,race-ethnicity,Majority White-NH Tracts,94.58,1
2015,08,77290,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,08,83835,race-ethnicity,All,93.23,1
2015,08,83835,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,08,83835,race-ethnicity,Majority White-NH Tracts,95.97,1
2015,08,83835,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,09,08000,race-ethnicity,All,96.48,1
2015,09,08000,race-ethnicity,Majority Non-White Tracts,73.48,1
2015,09,08000,race-ethnicity,Majority White-NH Tracts,95.11,1
2015,09,08000,race-ethnicity,Mixed Race and Ethnicity Tracts,83.34,1
2015,09,18430,race-ethnicity,All,77.46,1
2015,09,18430,race-ethnicity,Majority Non-White Tracts,69.01,1
2015,09,18430,race-ethnicity,Majority White-NH Tracts,69.31,1
2015,09,18430,race-ethnicity,Mixed Race and Ethnicity Tracts,74,1
2015,09,37000,race-ethnicity,All,100,1
2015,09,37000,race-ethnicity,Majority Non-White Tracts,78.96,1
2015,09,37000,race-ethnicity,Majority White-NH Tracts,99.23,1
2015,09,37000,race-ethnicity,Mixed Race and Ethnicity Tracts,87.27,1
2015,09,52000,race-ethnicity,All,99.3,1
2015,09,52000,race-ethnicity,Majority Non-White Tracts,76.99,1
2015,09,52000,race-ethnicity,Majority White-NH Tracts,97.3,1
2015,09,52000,race-ethnicity,Mixed Race and Ethnicity Tracts,85.26,1
2015,09,55990,race-ethnicity,All,90.85,1
2015,09,55990,race-ethnicity,Majority Non-White Tracts,77.19,1
2015,09,55990,race-ethnicity,Majority White-NH Tracts,94.84,1
2015,09,55990,race-ethnicity,Mixed Race and Ethnicity Tracts,75.38,1
2015,09,73000,race-ethnicity,All,97.18,1
2015,09,73000,race-ethnicity,Majority Non-White Tracts,83.38,1
2015,09,73000,race-ethnicity,Majority White-NH Tracts,91.65,1
2015,09,73000,race-ethnicity,Mixed Race and Ethnicity Tracts,86.4,1
2015,09,80000,race-ethnicity,All,90.14,1
2015,09,80000,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,09,80000,race-ethnicity,Majority White-NH Tracts,92.19,1
2015,09,80000,race-ethnicity,Mixed Race and Ethnicity Tracts,81.6,1
2015,11,50000,race-ethnicity,All,NA,NA
2015,11,50000,race-ethnicity,Majority Non-White Tracts,36.15,1
2015,11,50000,race-ethnicity,Majority White-NH Tracts,77.36,1
2015,11,50000,race-ethnicity,Mixed Race and Ethnicity Tracts,57.81,1
2015,12,07300,race-ethnicity,All,71.38,1
2015,12,07300,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,07300,race-ethnicity,Majority White-NH Tracts,90.52,1
2015,12,07300,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,07875,race-ethnicity,All,79.43,1
2015,12,07875,race-ethnicity,Majority Non-White Tracts,70.47,1
2015,12,07875,race-ethnicity,Majority White-NH Tracts,94.4,1
2015,12,07875,race-ethnicity,Mixed Race and Ethnicity Tracts,74.27,1
2015,12,10275,race-ethnicity,All,59.09,1
2015,12,10275,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,10275,race-ethnicity,Majority White-NH Tracts,77.33,1
2015,12,10275,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,12875,race-ethnicity,All,86.94,1
2015,12,12875,race-ethnicity,Majority Non-White Tracts,76.15,1
2015,12,12875,race-ethnicity,Majority White-NH Tracts,96.84,1
2015,12,12875,race-ethnicity,Mixed Race and Ethnicity Tracts,80.4,1
2015,12,14400,race-ethnicity,All,87.81,1
2015,12,14400,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,14400,race-ethnicity,Majority White-NH Tracts,96.83,1
2015,12,14400,race-ethnicity,Mixed Race and Ethnicity Tracts,86.49,1
2015,12,16475,race-ethnicity,All,74.43,1
2015,12,16475,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,16475,race-ethnicity,Majority White-NH Tracts,90.56,1
2015,12,16475,race-ethnicity,Mixed Race and Ethnicity Tracts,85.74,1
2015,12,16725,race-ethnicity,All,89.77,1
2015,12,16725,race-ethnicity,Majority Non-White Tracts,78.47,1
2015,12,16725,race-ethnicity,Majority White-NH Tracts,97.41,1
2015,12,16725,race-ethnicity,Mixed Race and Ethnicity Tracts,86.09,1
2015,12,17200,race-ethnicity,All,73.67,1
2015,12,17200,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,17200,race-ethnicity,Majority White-NH Tracts,92.15,1
2015,12,17200,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,17935,race-ethnicity,All,91.19,1
2015,12,17935,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,17935,race-ethnicity,Majority White-NH Tracts,97.84,1
2015,12,17935,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,24000,race-ethnicity,All,94.34,1
2015,12,24000,race-ethnicity,Majority Non-White Tracts,86.22,1
2015,12,24000,race-ethnicity,Majority White-NH Tracts,98.53,1
2015,12,24000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.85,1
2015,12,24125,race-ethnicity,All,65.23,1
2015,12,24125,race-ethnicity,Majority Non-White Tracts,48.59,1
2015,12,24125,race-ethnicity,Majority White-NH Tracts,84.3,1
2015,12,24125,race-ethnicity,Mixed Race and Ethnicity Tracts,62.71,1
2015,12,25175,race-ethnicity,All,93.69,1
2015,12,25175,race-ethnicity,Majority Non-White Tracts,66.77,1
2015,12,25175,race-ethnicity,Majority White-NH Tracts,98.58,1
2015,12,25175,race-ethnicity,Mixed Race and Ethnicity Tracts,94,1
2015,12,30000,race-ethnicity,All,98.04,1
2015,12,30000,race-ethnicity,Majority Non-White Tracts,98.15,2
2015,12,30000,race-ethnicity,Majority White-NH Tracts,99.51,1
2015,12,30000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,32000,race-ethnicity,All,93.96,1
2015,12,32000,race-ethnicity,Majority Non-White Tracts,86.15,2
2015,12,32000,race-ethnicity,Majority White-NH Tracts,98.58,1
2015,12,32000,race-ethnicity,Mixed Race and Ethnicity Tracts,93.64,1
2015,12,32275,race-ethnicity,All,79.98,1
2015,12,32275,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,32275,race-ethnicity,Majority White-NH Tracts,93.84,1
2015,12,32275,race-ethnicity,Mixed Race and Ethnicity Tracts,87.06,1
2015,12,35000,race-ethnicity,All,79.33,1
2015,12,35000,race-ethnicity,Majority Non-White Tracts,72.15,1
2015,12,35000,race-ethnicity,Majority White-NH Tracts,92.7,1
2015,12,35000,race-ethnicity,Mixed Race and Ethnicity Tracts,79.02,1
2015,12,36950,race-ethnicity,All,87.05,1
2015,12,36950,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,36950,race-ethnicity,Majority White-NH Tracts,96.82,1
2015,12,36950,race-ethnicity,Mixed Race and Ethnicity Tracts,84.81,1
2015,12,38250,race-ethnicity,All,69.53,1
2015,12,38250,race-ethnicity,Majority Non-White Tracts,63.06,1
2015,12,38250,race-ethnicity,Majority White-NH Tracts,87.58,1
2015,12,38250,race-ethnicity,Mixed Race and Ethnicity Tracts,70.61,1
2015,12,39425,race-ethnicity,All,85.85,1
2015,12,39425,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,39425,race-ethnicity,Majority White-NH Tracts,96.62,1
2015,12,39425,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2015,12,43975,race-ethnicity,All,71.27,1
2015,12,43975,race-ethnicity,Majority Non-White Tracts,63.88,1
2015,12,43975,race-ethnicity,Majority White-NH Tracts,89.68,1
2015,12,43975,race-ethnicity,Mixed Race and Ethnicity Tracts,71.8,1
2015,12,45000,race-ethnicity,All,100,1
2015,12,45000,race-ethnicity,Majority Non-White Tracts,97.98,1
2015,12,45000,race-ethnicity,Majority White-NH Tracts,99.91,1
2015,12,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.61,1
2015,12,45025,race-ethnicity,All,99.89,1
2015,12,45025,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,45025,race-ethnicity,Majority White-NH Tracts,99.88,1
2015,12,45025,race-ethnicity,Mixed Race and Ethnicity Tracts,99.7,1
2015,12,45060,race-ethnicity,All,94.99,1
2015,12,45060,race-ethnicity,Majority Non-White Tracts,84.94,1
2015,12,45060,race-ethnicity,Majority White-NH Tracts,NA,NA
2015,12,45060,race-ethnicity,Mixed Race and Ethnicity Tracts,91.41,1
2015,12,45975,race-ethnicity,All,82.48,1
2015,12,45975,race-ethnicity,Majority Non-White Tracts,76.59,1
2015,12,45975,race-ethnicity,Majority White-NH Tracts,90.92,1
2015,12,45975,race-ethnicity,Mixed Race and Ethnicity Tracts,62.34,1
2015,12,49675,race-ethnicity,All,70.51,1
2015,12,49675,race-ethnicity,Majority Non-White Tracts,NA,NA
2015,12,49675,race-ethnicity,Majority White-NH Tracts,89.66,1
2015,12,49675,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
