year,state,county,subgroup_type,subgroup,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2015,04,007,race-ethnicity,Mixed neighborhoods,1,1,0.3624402099941669,1
2015,04,009,all,All,2,1,0.33832557715119993,1
2015,04,009,race-ethnicity,Neighborhoods of color,3,1,0.38,1
2015,04,009,race-ethnicity,White neighborhoods,2,1,0.3498823529411765,1
2015,04,009,race-ethnicity,Mixed neighborhoods,1,1,0.3243523230996552,1
2015,04,011,all,All,3,1,0.30883504193849026,1
2015,04,011,race-ethnicity,Neighborhoods of color,3,1,0.29368421052631577,1
2015,04,011,race-ethnicity,White neighborhoods,3,1,0.34,1
2015,04,011,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,04,012,all,All,2,1,0.4013603844100373,1
2015,04,012,race-ethnicity,Neighborhoods of color,2,1,0.38286060186786575,1
2015,04,012,race-ethnicity,White neighborhoods,2,1,0.40962156317577997,1
2015,04,012,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,04,013,all,All,1,1,0.26480461249010423,1
2015,04,013,race-ethnicity,Neighborhoods of color,2,1,0.24645797849123616,1
2015,04,013,race-ethnicity,White neighborhoods,1,1,0.27545418777861796,1
2015,04,013,race-ethnicity,Mixed neighborhoods,2,1,0.25044122606656155,1
2015,04,015,all,All,1,1,0.35383028998416466,1
2015,04,015,race-ethnicity,Neighborhoods of color,1,1,0.43,1
2015,04,015,race-ethnicity,White neighborhoods,1,1,0.3535769078000099,1
2015,04,015,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,04,017,all,All,3,1,0.42636936329807507,1
2015,04,017,race-ethnicity,Neighborhoods of color,4,1,0.4354821993404671,1
2015,04,017,race-ethnicity,White neighborhoods,2,1,0.4179773653722376,1
2015,04,017,race-ethnicity,Mixed neighborhoods,2,1,0.4600000000000001,1
2015,04,019,all,All,6,1,0.28594572676552266,1
2015,04,019,race-ethnicity,Neighborhoods of color,7,1,0.27651329564489124,1
2015,04,019,race-ethnicity,White neighborhoods,5,1,0.29848874380605,1
2015,04,019,race-ethnicity,Mixed neighborhoods,9,1,0.259947891470511,1
2015,04,021,all,All,0,1,0.30457158755162655,1
2015,04,021,race-ethnicity,Neighborhoods of color,0,1,0.3046606052193226,1
2015,04,021,race-ethnicity,White neighborhoods,0,1,0.30302879188397513,1
2015,04,021,race-ethnicity,Mixed neighborhoods,0,1,0.30704092024255897,1
2015,04,023,all,All,2,1,0.38249039651018946,1
2015,04,023,race-ethnicity,Neighborhoods of color,2,1,0.3718184708313464,1
2015,04,023,race-ethnicity,White neighborhoods,2,1,0.45,1
2015,04,023,race-ethnicity,Mixed neighborhoods,2,1,0.41,1
2015,04,025,all,All,0,1,0.31672029032607524,1
2015,04,025,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,04,025,race-ethnicity,White neighborhoods,0,1,0.3166339792979999,1
2015,04,025,race-ethnicity,Mixed neighborhoods,0,1,0.32,1
2015,04,027,all,All,1,1,0.34582072226390526,1
2015,04,027,race-ethnicity,Neighborhoods of color,1,1,0.3425838908357226,1
2015,04,027,race-ethnicity,White neighborhoods,1,1,0.3519476258280196,1
2015,04,027,race-ethnicity,Mixed neighborhoods,1,1,0.3471857533594957,1
2015,05,001,all,All,1,1,0.3907193594214129,1
2015,05,001,race-ethnicity,Neighborhoods of color,1,1,0.37,1
2015,05,001,race-ethnicity,White neighborhoods,1,1,0.3972662134852104,1
2015,05,001,race-ethnicity,Mixed neighborhoods,0,1,0.38,1
2015,05,003,all,All,1,1,0.42735438933589526,1
2015,05,003,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,003,race-ethnicity,White neighborhoods,1,1,0.4364973561929178,1
2015,05,003,race-ethnicity,Mixed neighborhoods,1,1,0.4,1
2015,05,005,all,All,1,1,0.38055989870072676,1
2015,05,005,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,005,race-ethnicity,White neighborhoods,1,1,0.38055989870072676,1
2015,05,005,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,007,all,All,0,1,0.29804155480331507,1
2015,05,007,race-ethnicity,Neighborhoods of color,1,1,0.27,1
2015,05,007,race-ethnicity,White neighborhoods,0,1,0.30203484647905365,1
2015,05,007,race-ethnicity,Mixed neighborhoods,0,1,0.28134065277466574,1
2015,05,009,all,All,1,1,0.3762649555510995,1
2015,05,009,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,009,race-ethnicity,White neighborhoods,1,1,0.3762649555510995,1
2015,05,009,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,011,all,All,2,1,0.4313549369290996,1
2015,05,011,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,011,race-ethnicity,White neighborhoods,2,1,0.44,1
2015,05,011,race-ethnicity,Mixed neighborhoods,2,1,0.42874256584536957,1
2015,05,013,all,All,2,2,0.48,2
2015,05,013,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,013,race-ethnicity,White neighborhoods,2,2,0.48,2
2015,05,013,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,015,all,All,1,1,0.40743372506149217,1
2015,05,015,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,015,race-ethnicity,White neighborhoods,1,1,0.40743372506149217,1
2015,05,015,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,017,all,All,3,1,0.46622424108132066,1
2015,05,017,race-ethnicity,Neighborhoods of color,3,1,0.44533527696793,1
2015,05,017,race-ethnicity,White neighborhoods,2,1,0.53,1
2015,05,017,race-ethnicity,Mixed neighborhoods,2,1,0.44,1
2015,05,019,all,All,1,1,0.39797027992166806,1
2015,05,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,019,race-ethnicity,White neighborhoods,1,1,0.38787759430389335,1
2015,05,019,race-ethnicity,Mixed neighborhoods,2,1,0.43,1
2015,05,021,all,All,1,1,0.4467569202843746,1
2015,05,021,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,021,race-ethnicity,White neighborhoods,1,1,0.4467569202843746,1
2015,05,021,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,023,all,All,1,1,0.3508831347838929,1
2015,05,023,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,023,race-ethnicity,White neighborhoods,1,1,0.3508831347838929,1
2015,05,023,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,025,all,All,2,1,0.4189622075584883,1
2015,05,025,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,025,race-ethnicity,White neighborhoods,2,1,0.4189622075584883,1
2015,05,025,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,027,all,All,1,1,0.387936855267271,1
2015,05,027,race-ethnicity,Neighborhoods of color,1,1,0.33,1
2015,05,027,race-ethnicity,White neighborhoods,1,1,0.3990775749674054,1
2015,05,027,race-ethnicity,Mixed neighborhoods,1,1,0.4,1
2015,05,029,all,All,0,1,0.40303755082516146,1
2015,05,029,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,029,race-ethnicity,White neighborhoods,0,1,0.40303755082516146,1
2015,05,029,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,031,all,All,0,1,0.3419956616052061,1
2015,05,031,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,031,race-ethnicity,White neighborhoods,0,1,0.3456657223796034,1
2015,05,031,race-ethnicity,Mixed neighborhoods,2,1,0.26,1
2015,05,033,all,All,0,1,0.3884549029557275,1
2015,05,033,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,033,race-ethnicity,White neighborhoods,0,1,0.388983286908078,1
2015,05,033,race-ethnicity,Mixed neighborhoods,0,1,0.38,1
2015,05,035,all,All,1,1,0.29695661652496186,1
2015,05,035,race-ethnicity,Neighborhoods of color,2,1,0.2888110377924415,1
2015,05,035,race-ethnicity,White neighborhoods,1,1,0.3037310720775288,1
2015,05,035,race-ethnicity,Mixed neighborhoods,0,1,0.3037488999706659,1
2015,05,037,all,All,1,1,0.37747759468054354,1
2015,05,037,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,037,race-ethnicity,White neighborhoods,1,1,0.3930355148536967,1
2015,05,037,race-ethnicity,Mixed neighborhoods,1,1,0.3489430561245392,1
2015,05,039,all,All,2,1,0.41508312807881775,1
2015,05,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,039,race-ethnicity,White neighborhoods,1,1,0.4699999999999999,1
2015,05,039,race-ethnicity,Mixed neighborhoods,2,1,0.39958152388472173,1
2015,05,041,all,All,2,1,0.4971699544764796,1
2015,05,041,race-ethnicity,Neighborhoods of color,3,1,0.48000000000000004,1
2015,05,041,race-ethnicity,White neighborhoods,2,1,0.538287186091436,1
2015,05,041,race-ethnicity,Mixed neighborhoods,2,1,0.48,1
2015,05,043,all,All,1,1,0.4302406343997813,1
2015,05,043,race-ethnicity,Neighborhoods of color,1,1,0.42,1
2015,05,043,race-ethnicity,White neighborhoods,1,1,0.43190968357449516,1
2015,05,043,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,045,all,All,0,1,0.2986927136376262,1
2015,05,045,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,045,race-ethnicity,White neighborhoods,0,1,0.2986927136376262,1
2015,05,045,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,047,all,All,1,1,0.3798982900943396,1
2015,05,047,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,047,race-ethnicity,White neighborhoods,1,1,0.3798982900943396,1
2015,05,047,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,049,all,All,2,1,0.3950547169811321,1
2015,05,049,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,049,race-ethnicity,White neighborhoods,2,1,0.3950547169811321,1
2015,05,049,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,051,all,All,0,1,0.34634177215189865,1
2015,05,051,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,051,race-ethnicity,White neighborhoods,0,1,0.3491494369700697,1
2015,05,051,race-ethnicity,Mixed neighborhoods,1,1,0.3101825697554254,1
2015,05,053,all,All,1,1,0.33073625892987324,1
2015,05,053,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,053,race-ethnicity,White neighborhoods,1,1,0.33073625892987324,1
2015,05,053,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,055,all,All,0,1,0.35404867521879874,1
2015,05,055,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,055,race-ethnicity,White neighborhoods,0,1,0.35404867521879874,1
2015,05,055,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,057,all,All,2,1,0.4570931867569986,1
2015,05,057,race-ethnicity,Neighborhoods of color,1,1,0.41061680156293606,1
2015,05,057,race-ethnicity,White neighborhoods,2,1,0.4953919808497905,1
2015,05,057,race-ethnicity,Mixed neighborhoods,2,1,0.5,1
2015,05,059,all,All,1,1,0.36959129861568885,1
2015,05,059,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,059,race-ethnicity,White neighborhoods,1,1,0.3731873209500046,1
2015,05,059,race-ethnicity,Mixed neighborhoods,0,1,0.34,1
2015,05,061,all,All,1,1,0.42791641909288974,1
2015,05,061,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,061,race-ethnicity,White neighborhoods,1,1,0.45455469953775035,1
2015,05,061,race-ethnicity,Mixed neighborhoods,0,1,0.38,1
2015,05,063,all,All,1,1,0.41171653322095797,1
2015,05,063,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,063,race-ethnicity,White neighborhoods,1,1,0.41171653322095797,1
2015,05,063,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,065,all,All,2,1,0.43217156244368354,1
2015,05,065,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,065,race-ethnicity,White neighborhoods,2,1,0.43217156244368354,1
2015,05,065,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,067,all,All,1,1,0.4346332229058212,1
2015,05,067,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,067,race-ethnicity,White neighborhoods,1,1,0.4346332229058212,1
2015,05,067,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,069,all,All,1,1,0.34963725594793554,1
2015,05,069,race-ethnicity,Neighborhoods of color,2,1,0.3161734070828245,1
2015,05,069,race-ethnicity,White neighborhoods,1,1,0.37688543648277323,1
2015,05,069,race-ethnicity,Mixed neighborhoods,1,1,0.3935620777027027,1
2015,05,071,all,All,1,1,0.42957373157946793,1
2015,05,071,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,071,race-ethnicity,White neighborhoods,1,1,0.43896247500294083,1
2015,05,071,race-ethnicity,Mixed neighborhoods,0,1,0.37999999999999995,1
2015,05,073,all,All,3,1,0.4619363957597174,1
2015,05,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,073,race-ethnicity,White neighborhoods,3,1,0.48000000000000004,1
2015,05,073,race-ethnicity,Mixed neighborhoods,2,1,0.45000000000000007,1
2015,05,075,all,All,2,1,0.4459483273596177,1
2015,05,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,075,race-ethnicity,White neighborhoods,2,1,0.4459483273596177,1
2015,05,075,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,077,all,All,3,1,0.46748959778085997,1
2015,05,077,race-ethnicity,Neighborhoods of color,3,1,0.41,1
2015,05,077,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,05,077,race-ethnicity,Mixed neighborhoods,2,1,0.5209475374732334,1
2015,05,079,all,All,2,1,0.3996311881188119,1
2015,05,079,race-ethnicity,Neighborhoods of color,2,1,0.38999999999999996,1
2015,05,079,race-ethnicity,White neighborhoods,1,1,0.40180163785259326,1
2015,05,079,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,081,all,All,2,1,0.3723119405827461,1
2015,05,081,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,081,race-ethnicity,White neighborhoods,2,1,0.3727098214285714,1
2015,05,081,race-ethnicity,Mixed neighborhoods,1,1,0.37,1
2015,05,083,all,All,1,1,0.42330584272273203,1
2015,05,083,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,083,race-ethnicity,White neighborhoods,1,1,0.42330584272273203,1
2015,05,083,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,085,all,All,0,1,0.31374310085298546,1
2015,05,085,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,085,race-ethnicity,White neighborhoods,0,1,0.3130182842184587,1
2015,05,085,race-ethnicity,Mixed neighborhoods,0,1,0.34,1
2015,05,087,all,All,1,1,0.3401057115809404,1
2015,05,087,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,087,race-ethnicity,White neighborhoods,1,1,0.3401057115809404,1
2015,05,087,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,089,all,All,2,1,0.4259841814654529,1
2015,05,089,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,089,race-ethnicity,White neighborhoods,2,1,0.4259841814654529,1
2015,05,089,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,091,all,All,3,1,0.33296462264150944,1
2015,05,091,race-ethnicity,Neighborhoods of color,6,1,0.2819560185185186,1
2015,05,091,race-ethnicity,White neighborhoods,2,1,0.35902997880286663,1
2015,05,091,race-ethnicity,Mixed neighborhoods,5,1,0.2983616093068347,1
2015,05,093,all,All,1,1,0.4015074966454699,1
2015,05,093,race-ethnicity,Neighborhoods of color,1,1,0.3693318789200982,1
2015,05,093,race-ethnicity,White neighborhoods,1,1,0.41199213759213765,1
2015,05,093,race-ethnicity,Mixed neighborhoods,1,1,0.40493482873598063,1
2015,05,095,all,All,2,1,0.5041498216409037,1
2015,05,095,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,095,race-ethnicity,White neighborhoods,3,1,0.51,1
2015,05,095,race-ethnicity,Mixed neighborhoods,2,1,0.5019869706840391,1
2015,05,097,all,All,2,1,0.4492189105858171,1
2015,05,097,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,097,race-ethnicity,White neighborhoods,2,1,0.4492189105858171,1
2015,05,097,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,099,all,All,2,2,0.47158122119815665,2
2015,05,099,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,099,race-ethnicity,White neighborhoods,2,2,0.5056586826347306,2
2015,05,099,race-ethnicity,Mixed neighborhoods,2,2,0.44,2
2015,05,101,all,All,2,1,0.4204471299093655,1
2015,05,101,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,101,race-ethnicity,White neighborhoods,2,1,0.4204471299093655,1
2015,05,101,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,103,all,All,1,1,0.4384998104624716,1
2015,05,103,race-ethnicity,Neighborhoods of color,0,1,0.4,1
2015,05,103,race-ethnicity,White neighborhoods,2,1,0.46458053995289,1
2015,05,103,race-ethnicity,Mixed neighborhoods,1,1,0.41539864029666257,1
2015,05,105,all,All,1,1,0.33042630621263325,1
2015,05,105,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,105,race-ethnicity,White neighborhoods,1,1,0.33042630621263325,1
2015,05,105,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,107,all,All,2,1,0.4797922556853105,1
2015,05,107,race-ethnicity,Neighborhoods of color,3,1,0.45529474356246014,1
2015,05,107,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,05,107,race-ethnicity,Mixed neighborhoods,2,1,0.5132945285215368,1
2015,05,109,all,All,2,1,0.4575660160734788,1
2015,05,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,109,race-ethnicity,White neighborhoods,2,1,0.4575660160734788,1
2015,05,109,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,111,all,All,1,1,0.36440986431186734,1
2015,05,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,111,race-ethnicity,White neighborhoods,1,1,0.36440986431186734,1
2015,05,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,113,all,All,1,1,0.4427455441789912,1
2015,05,113,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,113,race-ethnicity,White neighborhoods,1,1,0.4427455441789912,1
2015,05,113,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,115,all,All,0,1,0.3825581806138221,1
2015,05,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,115,race-ethnicity,White neighborhoods,0,1,0.3825581806138221,1
2015,05,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,117,all,All,1,1,0.40321745948771565,1
2015,05,117,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,117,race-ethnicity,White neighborhoods,1,1,0.40321745948771565,1
2015,05,117,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,119,all,All,2,1,0.2666567038381744,1
2015,05,119,race-ethnicity,Neighborhoods of color,2,1,0.25706738578151683,1
2015,05,119,race-ethnicity,White neighborhoods,1,1,0.2753155559739695,1
2015,05,119,race-ethnicity,Mixed neighborhoods,3,1,0.253695682877454,1
2015,05,121,all,All,1,1,0.426027266530334,1
2015,05,121,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,121,race-ethnicity,White neighborhoods,1,1,0.426027266530334,1
2015,05,121,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,123,all,All,2,1,0.4102757158006363,1
2015,05,123,race-ethnicity,Neighborhoods of color,2,1,0.3944145706851691,1
2015,05,123,race-ethnicity,White neighborhoods,2,1,0.43914844649021867,1
2015,05,123,race-ethnicity,Mixed neighborhoods,1,1,0.39,1
2015,05,125,all,All,0,1,0.3021236908673964,1
2015,05,125,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,125,race-ethnicity,White neighborhoods,0,1,0.3021236908673964,1
2015,05,125,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,127,all,All,2,1,0.4161085080147966,1
2015,05,127,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,127,race-ethnicity,White neighborhoods,2,1,0.4161085080147966,1
2015,05,127,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,129,all,All,2,1,0.4649495586380831,1
2015,05,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,129,race-ethnicity,White neighborhoods,2,1,0.4649495586380831,1
2015,05,129,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,131,all,All,1,1,0.3486685895237903,1
2015,05,131,race-ethnicity,Neighborhoods of color,1,1,0.332275797078687,1
2015,05,131,race-ethnicity,White neighborhoods,0,1,0.3568764996090906,1
2015,05,131,race-ethnicity,Mixed neighborhoods,2,1,0.3159699297270796,1
2015,05,133,all,All,2,1,0.415361316872428,1
2015,05,133,race-ethnicity,Neighborhoods of color,1,1,0.36,1
2015,05,133,race-ethnicity,White neighborhoods,2,1,0.44000000000000006,1
2015,05,133,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,135,all,All,2,1,0.45786578503095104,1
2015,05,135,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,135,race-ethnicity,White neighborhoods,2,1,0.45786578503095104,1
2015,05,135,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,137,all,All,2,1,0.4945040840140023,1
2015,05,137,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,137,race-ethnicity,White neighborhoods,2,1,0.4945040840140023,1
2015,05,137,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,139,all,All,1,1,0.3712481857764876,1
2015,05,139,race-ethnicity,Neighborhoods of color,0,1,0.34,1
2015,05,139,race-ethnicity,White neighborhoods,1,1,0.37772115297731995,1
2015,05,139,race-ethnicity,Mixed neighborhoods,2,1,0.41,1
2015,05,141,all,All,2,1,0.4424029655473179,1
2015,05,141,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,141,race-ethnicity,White neighborhoods,2,1,0.4424029655473179,1
2015,05,141,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,05,143,all,All,4,1,0.28278040185017506,1
2015,05,143,race-ethnicity,Neighborhoods of color,4,1,0.25,1
2015,05,143,race-ethnicity,White neighborhoods,4,1,0.2886166363876338,1
2015,05,143,race-ethnicity,Mixed neighborhoods,3,1,0.2680759088340554,1
2015,05,145,all,All,1,1,0.3456002584682356,1
2015,05,145,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,05,145,race-ethnicity,White neighborhoods,1,1,0.3456002584682356,1
