year,state,county,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2014,08,013,0.2%:1.5%,3,4.7%:9.3%,2,4.3%:6.3%,2,90.9%:83.0%,2
2014,08,014,0.8%:0.5%,3,4.6%:11.0%,3,7.6%:5.9%,3,87.0%:82.7%,3
2014,08,015,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,3
2014,08,017,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,019,0.0%:0.5%,3,2.7%:3.5%,3,3.7%:3.4%,3,93.6%:92.7%,3
2014,08,021,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,023,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,025,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,027,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,3
2014,08,029,0.0%:0.1%,3,4.1%:9.1%,3,1.5%:2.5%,3,94.3%:88.3%,3
2014,08,031,3.2%:9.0%,1,12.5%:22.4%,1,3.2%:5.8%,1,81.0%:62.9%,1
2014,08,033,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,3
2014,08,035,1.0%:1.2%,3,4.8%:6.4%,1,4.7%:4.5%,1,89.6%:87.9%,1
2014,08,037,0.1%:1.0%,3,3.6%:12.4%,3,1.7%:2.4%,3,94.6%:84.2%,2
2014,08,039,1.6%:1.3%,3,5.3%:8.4%,3,2.9%:2.4%,3,90.2%:87.9%,3
2014,08,041,2.5%:5.1%,1,6.0%:11.8%,1,5.8%:5.9%,1,85.6%:77.2%,1
2014,08,043,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,2
2014,08,045,0.4%:0.6%,3,5.7%:13.5%,3,3.0%:2.8%,3,91.0%:83.1%,2
2014,08,047,0.0%:0.5%,3,2.7%:3.5%,3,3.7%:3.4%,3,93.6%:92.7%,3
2014,08,049,0.1%:1.0%,3,3.6%:12.4%,3,1.7%:2.4%,3,94.6%:84.2%,3
2014,08,051,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,3
2014,08,053,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,3
2014,08,055,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,3
2014,08,057,0.1%:1.0%,3,3.6%:12.4%,3,1.7%:2.4%,3,94.6%:84.2%,3
2014,08,059,0.3%:1.2%,3,6.2%:11.8%,1,3.7%:3.8%,1,89.7%:83.3%,1
2014,08,061,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,063,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,065,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,3
2014,08,067,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,2
2014,08,069,0.0%:0.1%,3,3.5%:7.8%,1,3.0%:3.5%,3,93.4%:88.5%,1
2014,08,071,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,073,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,075,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,077,0.0%:0.5%,3,7.9%:11.7%,1,1.5%:3.0%,3,90.6%:84.7%,1
2014,08,079,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,081,0.4%:0.6%,3,5.7%:13.5%,3,3.0%:2.8%,3,91.0%:83.1%,3
2014,08,083,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,3
2014,08,085,0.0%:0.1%,3,4.1%:9.1%,3,1.5%:2.5%,3,94.3%:88.3%,2
2014,08,087,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,089,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,091,0.0%:0.1%,3,4.1%:9.1%,3,1.5%:2.5%,3,94.3%:88.3%,3
2014,08,093,0.0%:0.1%,3,2.7%:6.1%,3,0.7%:4.2%,3,96.6%:89.6%,3
2014,08,095,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,097,0.1%:1.0%,3,3.6%:12.4%,3,1.7%:2.4%,3,94.6%:84.2%,3
2014,08,099,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,101,0.4%:0.9%,3,26.3%:38.0%,1,2.0%:1.9%,3,71.3%:59.2%,1
2014,08,103,0.4%:0.6%,3,5.7%:13.5%,3,3.0%:2.8%,3,91.0%:83.1%,3
2014,08,105,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,107,0.4%:0.6%,3,5.7%:13.5%,3,3.0%:2.8%,3,91.0%:83.1%,3
2014,08,109,0.0%:0.6%,3,31.5%:41.5%,3,3.2%:2.4%,3,65.3%:55.5%,3
2014,08,111,0.0%:0.1%,3,5.0%:9.9%,3,2.6%:5.8%,3,92.5%:84.1%,3
2014,08,113,0.0%:0.1%,3,4.1%:9.1%,3,1.5%:2.5%,3,94.3%:88.3%,3
2014,08,115,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,117,0.1%:1.0%,3,3.6%:12.4%,3,1.7%:2.4%,3,94.6%:84.2%,3
2014,08,119,4.8%:7.1%,3,6.1%:7.6%,3,2.7%:5.5%,3,86.5%:79.8%,3
2014,08,121,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,08,123,1.1%:1.4%,3,10.3%:21.2%,1,3.3%:3.6%,1,85.3%:73.9%,1
2014,08,125,0.0%:0.8%,3,7.2%:16.8%,3,1.4%:1.2%,3,91.4%:81.3%,3
2014,09,001,3.0%:9.9%,1,5.0%:14.4%,1,3.9%:6.1%,1,88.2%:69.5%,1
2014,09,003,5.8%:11.3%,1,5.3%:13.7%,1,4.6%:5.9%,1,84.3%:69.1%,1
2014,09,005,0.2%:0.9%,3,0.7%:3.4%,3,1.2%:2.2%,3,97.9%:93.5%,1
2014,09,007,1.5%:5.2%,3,4.4%:4.3%,3,3.0%:4.5%,3,91.2%:86.0%,1
2014,09,009,4.8%:11.4%,1,4.2%:13.1%,1,4.5%:5.2%,1,86.5%:70.3%,1
2014,09,011,1.2%:3.8%,3,1.6%:8.5%,3,4.8%:6.5%,1,92.4%:81.2%,1
2014,09,013,1.0%:3.0%,3,2.5%:2.9%,3,2.0%:4.1%,3,94.5%:90.0%,1
2014,09,015,0.5%:1.0%,3,4.8%:7.6%,3,2.2%:3.7%,3,92.5%:87.7%,1
2014,10,001,21.8%:22.5%,1,3.8%:3.9%,3,3.9%:4.9%,3,70.4%:68.7%,1
2014,10,003,14.0%:22.5%,1,3.9%:7.6%,1,6.0%:5.8%,1,76.1%:64.0%,1
2014,10,005,5.4%:11.8%,1,2.1%:5.8%,3,1.9%:2.5%,3,90.6%:79.9%,1
2014,11,001,26.9%:44.9%,1,5.0%:7.8%,1,4.8%:6.0%,1,63.3%:41.3%,1
2014,12,001,8.6%:16.6%,1,4.9%:7.3%,3,6.4%:7.2%,1,80.1%:68.9%,1
2014,12,003,5.6%:7.8%,3,4.0%:3.9%,3,0.8%:1.4%,3,89.6%:87.0%,3
2014,12,005,6.2%:8.9%,2,2.0%:3.5%,3,3.2%:3.4%,3,88.6%:84.2%,2
2014,12,007,6.4%:12.7%,3,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,3
2014,12,009,4.8%:8.9%,1,5.3%:7.2%,1,3.8%:3.4%,1,86.1%:80.5%,1
2014,12,011,11.0%:22.2%,1,19.4%:23.0%,1,5.1%:4.9%,1,64.5%:49.8%,1
2014,12,013,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,015,2.6%:4.8%,3,4.6%:4.8%,3,1.6%:1.6%,3,91.1%:88.8%,1
2014,12,017,2.1%:2.1%,3,3.5%:4.0%,3,2.7%:1.7%,3,91.6%:92.2%,1
2014,12,019,5.5%:8.1%,1,4.9%:8.6%,3,4.7%:3.7%,3,84.9%:79.6%,1
2014,12,021,1.1%:4.6%,3,4.1%:15.4%,1,1.2%:1.6%,3,93.6%:78.4%,1
2014,12,023,6.4%:12.7%,2,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,2
2014,12,027,8.0%:9.4%,3,10.3%:18.7%,3,1.4%:1.6%,3,80.2%:70.2%,3
2014,12,029,6.4%:12.7%,3,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,3
2014,12,031,12.5%:28.1%,1,3.8%:6.5%,1,5.1%:5.6%,1,78.6%:59.9%,1
2014,12,033,10.3%:20.8%,1,2.6%:4.6%,3,5.6%:4.4%,1,81.6%:70.2%,1
2014,12,035,6.6%:9.5%,3,3.7%:4.8%,3,1.9%:1.7%,3,87.8%:84.1%,1
2014,12,037,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,039,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,041,6.4%:12.7%,3,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,3
2014,12,043,6.0%:7.8%,3,11.7%:25.0%,3,3.4%:2.7%,3,78.9%:64.5%,3
2014,12,045,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,047,9.5%:21.1%,3,1.0%:3.9%,3,1.0%:1.2%,3,88.4%:73.8%,3
2014,12,049,8.0%:9.4%,3,10.3%:18.7%,3,1.4%:1.6%,3,80.2%:70.2%,3
2014,12,051,6.0%:7.8%,3,11.7%:25.0%,2,3.4%:2.7%,3,78.9%:64.5%,2
2014,12,053,3.0%:5.2%,3,8.5%:9.5%,1,2.3%:1.9%,3,86.2%:83.4%,1
2014,12,055,7.8%:9.3%,2,10.5%:19.4%,2,1.6%:1.7%,3,80.0%:69.6%,2
2014,12,057,7.2%:15.0%,1,13.4%:21.6%,1,6.5%:5.4%,1,72.9%:58.0%,1
2014,12,059,6.2%:8.9%,3,2.0%:3.5%,3,3.2%:3.4%,3,88.6%:84.2%,3
2014,12,061,2.0%:6.3%,3,2.0%:7.1%,3,1.4%:1.7%,3,94.6%:84.9%,1
2014,12,063,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,065,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,067,9.5%:21.1%,3,1.0%:3.9%,3,1.0%:1.2%,3,88.4%:73.8%,3
2014,12,069,3.5%:6.4%,1,5.3%:8.5%,1,1.9%:2.1%,1,89.3%:83.0%,1
2014,12,071,2.2%:6.1%,1,5.0%:13.3%,1,1.6%:1.9%,1,91.2%:78.7%,1
2014,12,073,12.3%:28.9%,1,5.4%:6.0%,3,4.9%:4.2%,3,77.4%:61.0%,1
2014,12,075,6.4%:12.7%,3,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,3
2014,12,077,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,079,9.5%:21.1%,3,1.0%:3.9%,3,1.0%:1.2%,3,88.4%:73.8%,3
2014,12,081,2.0%:6.8%,1,4.0%:9.2%,1,2.6%:3.1%,3,91.4%:80.9%,1
2014,12,083,5.3%:8.7%,1,5.3%:9.3%,1,1.4%:3.1%,3,87.9%:78.9%,1
2014,12,085,1.0%:2.9%,3,5.7%:8.1%,3,1.0%:1.7%,3,92.2%:87.3%,1
2014,12,086,6.4%:14.6%,1,54.5%:65.3%,1,3.0%:2.4%,1,36.1%:17.7%,1
2014,12,087,0.6%:5.7%,3,10.6%:22.6%,2,2.5%:2.1%,3,86.3%:69.6%,2
2014,12,089,5.6%:7.8%,3,4.0%:3.9%,3,0.8%:1.4%,3,89.6%:87.0%,2
2014,12,091,3.0%:8.1%,3,2.5%:7.5%,3,3.7%:4.8%,3,90.8%:79.6%,1
2014,12,093,6.0%:7.8%,3,11.7%:25.0%,2,3.4%:2.7%,3,78.9%:64.5%,2
2014,12,095,7.8%:18.2%,1,14.0%:25.2%,1,8.2%:6.9%,1,70.0%:49.7%,1
2014,12,097,7.4%:10.1%,3,38.2%:43.8%,1,4.7%:4.1%,3,49.8%:42.1%,1
2014,12,099,5.0%:13.4%,1,8.3%:16.1%,1,2.7%:3.1%,1,83.9%:67.4%,1
2014,12,101,3.7%:4.5%,1,8.3%:9.3%,1,5.4%:3.4%,1,82.5%:82.8%,1
2014,12,103,2.6%:8.4%,1,3.2%:6.4%,1,3.7%:3.6%,1,90.4%:81.7%,1
2014,12,105,7.7%:13.0%,1,8.6%:14.0%,1,2.3%:2.7%,1,81.4%:70.3%,1
2014,12,107,7.1%:13.7%,3,3.6%:6.1%,3,1.5%:1.3%,3,87.8%:78.9%,2
2014,12,109,2.7%:6.4%,1,5.0%:6.2%,1,1.7%:2.5%,3,90.6%:85.0%,1
2014,12,111,11.8%:16.6%,1,9.4%:13.2%,1,2.7%:2.4%,3,76.1%:67.8%,1
2014,12,113,4.2%:4.8%,3,1.4%:2.5%,3,1.8%:3.7%,3,92.7%:89.0%,1
2014,12,115,1.6%:3.3%,3,3.8%:5.6%,1,3.2%:2.2%,3,91.5%:88.9%,1
2014,12,117,5.2%:10.1%,1,9.0%:15.5%,1,6.4%:5.7%,1,79.4%:68.7%,1
2014,12,119,2.2%:5.9%,2,3.6%:5.4%,2,1.2%:1.8%,3,92.9%:86.9%,2
2014,12,121,9.5%:21.1%,2,1.0%:3.9%,3,1.0%:1.2%,3,88.4%:73.8%,2
2014,12,123,9.5%:21.1%,3,1.0%:3.9%,3,1.0%:1.2%,3,88.4%:73.8%,3
2014,12,125,6.4%:12.7%,3,2.7%:3.6%,3,1.7%:2.0%,3,89.2%:81.8%,3
2014,12,127,4.3%:9.1%,1,5.5%:9.0%,1,3.2%:2.6%,1,87.1%:79.2%,1
2014,12,129,24.2%:28.1%,3,1.8%:3.0%,3,2.6%:1.8%,3,71.5%:67.1%,3
2014,12,131,6.2%:8.9%,3,2.0%:3.5%,3,3.2%:3.4%,3,88.6%:84.2%,3
2014,12,133,6.2%:8.9%,3,2.0%:3.5%,3,3.2%:3.4%,3,88.6%:84.2%,3
2014,13,001,7.3%:22.0%,3,3.2%:6.4%,3,0.7%:1.4%,3,88.8%:70.2%,3
2014,13,003,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,005,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,007,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,009,19.3%:31.9%,3,1.9%:2.4%,3,0.7%:0.8%,3,78.1%:64.9%,3
2014,13,011,3.0%:10.0%,3,1.5%:3.3%,3,2.8%:2.1%,3,92.8%:84.7%,3
2014,13,013,10.4%:8.6%,2,2.0%:4.2%,3,1.9%:1.8%,3,85.7%:85.4%,2
2014,13,015,3.8%:11.3%,3,3.3%:6.2%,3,1.2%:1.1%,3,91.6%:81.3%,1
2014,13,017,12.7%:29.3%,3,2.0%:3.1%,3,1.0%:0.9%,3,84.4%:66.7%,3
2014,13,019,12.7%:29.3%,3,2.0%:3.1%,3,1.0%:0.9%,3,84.4%:66.7%,3
2014,13,021,24.9%:50.4%,1,2.1%:2.1%,3,1.4%:2.7%,3,71.5%:44.8%,1
2014,13,023,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,025,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,027,12.7%:29.3%,3,2.0%:3.1%,3,1.0%:0.9%,3,84.4%:66.7%,3
2014,13,029,28.1%:31.0%,3,9.5%:10.1%,3,3.1%:5.3%,3,59.2%:53.6%,3
2014,13,031,9.0%:20.2%,2,2.6%:3.2%,3,2.9%:3.4%,3,85.5%:73.2%,2
2014,13,033,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,035,14.2%:25.6%,3,0.4%:1.9%,3,3.0%:1.1%,3,82.4%:71.4%,3
2014,13,037,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,039,8.7%:23.7%,2,0.3%:3.7%,3,1.3%:1.9%,3,89.7%:70.7%,2
2014,13,043,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,045,12.0%:18.4%,1,0.5%:3.2%,3,1.6%:1.5%,3,86.0%:76.9%,1
2014,13,047,2.2%:4.3%,3,0.9%:1.2%,3,1.1%:1.8%,3,95.8%:92.6%,2
2014,13,049,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,051,16.1%:36.7%,1,4.4%:5.0%,3,4.3%:3.6%,3,75.1%:54.7%,1
2014,13,053,26.1%:44.0%,3,2.9%:5.2%,3,3.1%:5.3%,3,68.0%:45.4%,3
2014,13,055,2.2%:4.3%,3,0.9%:1.2%,3,1.1%:1.8%,3,95.8%:92.6%,3
2014,13,057,3.3%:4.7%,3,2.6%:6.6%,3,2.4%:3.3%,3,91.7%:85.3%,1
2014,13,059,11.7%:27.8%,1,1.9%:7.9%,3,3.0%:3.1%,3,83.3%:61.2%,1
2014,13,061,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,063,60.9%:72.1%,1,7.8%:9.1%,1,14.7%:5.2%,1,16.6%:13.6%,1
2014,13,065,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,067,12.9%:25.9%,1,5.6%:8.9%,1,6.6%:6.1%,1,74.8%:59.1%,1
2014,13,069,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,071,13.3%:32.3%,2,4.2%:6.2%,3,0.4%:1.8%,3,82.1%:59.8%,2
2014,13,073,10.5%:17.0%,1,4.4%:5.1%,3,6.9%:3.6%,3,78.2%:74.4%,1
2014,13,075,12.7%:29.3%,3,2.0%:3.1%,3,1.0%:0.9%,3,84.4%:66.7%,3
2014,13,077,9.6%:17.1%,1,4.9%:5.7%,3,1.5%:1.4%,3,84.0%:75.8%,1
2014,13,079,19.3%:31.9%,3,1.9%:2.4%,3,0.7%:0.8%,3,78.1%:64.9%,3
2014,13,081,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,083,2.2%:4.3%,3,0.9%:1.2%,3,1.1%:1.8%,3,95.8%:92.6%,3
2014,13,085,0.4%:1.6%,3,1.2%:2.1%,3,0.7%:1.1%,3,97.7%:95.2%,3
2014,13,087,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,089,26.1%:51.3%,1,1.9%:6.5%,1,6.4%:7.1%,1,65.5%:35.1%,1
2014,13,091,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,093,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,095,29.9%:55.3%,1,4.1%:2.2%,3,4.0%:1.9%,3,62.1%:40.6%,1
2014,13,097,36.6%:44.1%,1,1.6%:4.5%,3,6.9%:3.3%,3,54.9%:48.1%,1
2014,13,099,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,101,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,103,9.0%:20.2%,2,2.6%:3.2%,3,2.9%:3.4%,3,85.5%:73.2%,2
2014,13,105,5.3%:16.0%,3,0.6%:2.8%,3,6.2%:2.1%,3,88.0%:79.2%,3
2014,13,107,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,109,7.3%:22.0%,3,3.2%:6.4%,3,0.7%:1.4%,3,88.8%:70.2%,3
2014,13,111,0.4%:1.7%,3,3.0%:5.6%,3,2.9%:1.4%,3,93.8%:91.2%,3
2014,13,113,18.1%:20.1%,1,3.7%:5.8%,3,5.3%:3.7%,3,72.9%:70.4%,1
2014,13,115,6.9%:14.6%,3,2.9%:4.7%,3,2.2%:1.8%,3,88.0%:78.9%,2
2014,13,117,1.4%:2.8%,3,2.0%:6.8%,3,10.1%:8.2%,1,86.5%:82.2%,1
2014,13,119,3.0%:10.0%,3,1.5%:3.3%,3,2.8%:2.1%,3,92.8%:84.7%,3
2014,13,121,11.7%:40.8%,1,2.5%:5.2%,1,7.7%:7.3%,1,78.1%:46.7%,1
2014,13,123,0.4%:1.7%,3,3.0%:5.6%,3,2.9%:1.4%,3,93.8%:91.2%,3
2014,13,125,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,127,8.7%:23.7%,2,0.3%:3.7%,3,1.3%:1.9%,3,89.7%:70.7%,2
2014,13,129,0.4%:1.7%,3,3.0%:5.6%,3,2.9%:1.4%,3,93.8%:91.2%,3
2014,13,131,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,133,5.3%:16.0%,3,0.6%:2.8%,3,6.2%:2.1%,3,88.0%:79.2%,3
2014,13,135,19.3%:26.1%,1,6.6%:15.6%,1,13.8%:12.2%,1,60.3%:46.0%,1
2014,13,137,3.0%:10.0%,3,1.5%:3.3%,3,2.8%:2.1%,3,92.8%:84.7%,3
2014,13,139,2.2%:6.8%,3,6.7%:18.5%,1,3.0%:2.2%,3,88.1%:72.5%,1
2014,13,141,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,143,6.9%:14.6%,3,2.9%:4.7%,3,2.2%:1.8%,3,88.0%:78.9%,3
2014,13,145,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,147,3.0%:10.0%,3,1.5%:3.3%,3,2.8%:2.1%,3,92.8%:84.7%,3
2014,13,149,14.7%:32.1%,3,1.2%:3.1%,3,0.5%:1.4%,3,83.6%:63.4%,3
2014,13,151,34.2%:39.0%,1,4.1%:5.4%,3,4.0%:4.2%,3,57.8%:51.4%,1
2014,13,153,14.5%:28.5%,1,3.1%:5.3%,3,6.7%:4.3%,3,75.7%:61.8%,1
2014,13,155,12.7%:29.3%,3,2.0%:3.1%,3,1.0%:0.9%,3,84.4%:66.7%,3
2014,13,157,10.4%:8.6%,2,2.0%:4.2%,3,1.9%:1.8%,3,85.7%:85.4%,2
2014,13,159,10.3%:20.2%,3,0.2%:1.1%,3,0.7%:0.8%,3,88.8%:77.9%,3
2014,13,161,7.3%:22.0%,3,3.2%:6.4%,3,0.7%:1.4%,3,88.8%:70.2%,3
2014,13,163,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,165,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,167,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,169,19.3%:31.9%,3,1.9%:2.4%,3,0.7%:0.8%,3,78.1%:64.9%,3
2014,13,171,14.2%:25.6%,3,0.4%:1.9%,3,3.0%:1.1%,3,82.4%:71.4%,3
2014,13,173,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,175,14.3%:29.6%,3,0.1%:1.5%,3,2.2%:0.7%,3,83.4%:68.1%,3
2014,13,177,29.9%:55.3%,3,4.1%:2.2%,3,4.0%:1.9%,3,62.1%:40.6%,3
2014,13,179,28.1%:31.0%,2,9.5%:10.1%,3,3.1%:5.3%,3,59.2%:53.6%,2
2014,13,181,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,183,28.1%:31.0%,3,9.5%:10.1%,3,3.1%:5.3%,3,59.2%:53.6%,3
2014,13,185,14.8%:33.4%,1,2.2%:3.2%,3,8.5%:1.8%,3,74.5%:61.6%,1
2014,13,187,0.4%:1.6%,3,1.2%:2.1%,3,0.7%:1.1%,3,97.7%:95.2%,3
2014,13,189,26.7%:46.5%,3,0.1%:1.2%,3,0.7%:0.8%,3,72.5%:51.5%,3
2014,13,191,8.7%:23.7%,3,0.3%:3.7%,3,1.3%:1.9%,3,89.7%:70.7%,3
2014,13,193,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,195,5.3%:16.0%,3,0.6%:2.8%,3,6.2%:2.1%,3,88.0%:79.2%,3
2014,13,197,15.8%:42.0%,3,0.5%:2.2%,3,3.1%:1.8%,3,80.6%:54.0%,3
2014,13,199,14.7%:32.1%,3,1.2%:3.1%,3,0.5%:1.4%,3,83.6%:63.4%,3
2014,13,201,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,205,21.7%:36.3%,3,1.6%:3.8%,3,0.7%:1.5%,3,76.1%:58.3%,3
2014,13,207,19.3%:31.9%,3,1.9%:2.4%,3,0.7%:0.8%,3,78.1%:64.9%,3
2014,13,209,7.3%:22.0%,3,3.2%:6.4%,3,0.7%:1.4%,3,88.8%:70.2%,3
2014,13,211,10.3%:20.2%,3,0.2%:1.1%,3,0.7%:0.8%,3,88.8%:77.9%,3
2014,13,213,0.4%:1.7%,3,3.0%:5.6%,3,2.9%:1.4%,3,93.8%:91.2%,3
2014,13,215,26.1%:44.0%,1,2.9%:5.2%,3,3.1%:5.3%,3,68.0%:45.4%,1
2014,13,217,37.1%:42.0%,2,2.9%:5.9%,3,5.1%:2.8%,3,54.9%:49.3%,2
2014,13,219,5.3%:16.0%,3,0.6%:2.8%,3,6.2%:2.1%,3,88.0%:79.2%,3
2014,13,221,5.3%:16.0%,3,0.6%:2.8%,3,6.2%:2.1%,3,88.0%:79.2%,3
2014,13,223,13.6%:16.0%,1,3.8%:5.6%,3,0.4%:1.1%,3,82.2%:77.3%,1
2014,13,225,19.3%:31.9%,3,1.9%:2.4%,3,0.7%:0.8%,3,78.1%:64.9%,3
2014,13,227,0.4%:1.7%,3,3.0%:5.6%,3,2.9%:1.4%,3,93.8%:91.2%,3
2014,13,229,8.6%:18.0%,3,3.1%:4.0%,3,1.3%:1.9%,3,87.0%:76.1%,3
2014,13,231,14.2%:25.6%,3,0.4%:1.9%,3,3.0%:1.1%,3,82.4%:71.4%,3
2014,13,233,6.9%:14.6%,3,2.9%:4.7%,3,2.2%:1.8%,3,88.0%:78.9%,3
