year,state,place,state_name,place_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2014,17,06613,NA,NA,2.6%:8.2%,3,2.3%:3.7%,3,4.1%:5.9%,3,91.1%:82.2%,2
2014,17,12385,NA,NA,5.6%:11.7%,3,1.3%:5.2%,3,8.7%:13.0%,3,84.5%:70.2%,3
2014,17,14000,NA,NA,13.3%:30.8%,1,14.4%:20.8%,1,8.6%:7.7%,1,63.7%:40.8%,1
2014,17,14351,NA,NA,7.0%:12.0%,3,27.7%:45.5%,2,3.0%:3.9%,3,62.3%:38.7%,2
2014,17,23074,NA,NA,2.0%:3.9%,3,15.7%:24.4%,2,9.0%:7.5%,2,73.3%:64.2%,2
2014,17,24582,NA,NA,5.8%:11.5%,3,3.3%:6.7%,3,14.3%:16.8%,2,76.6%:65.0%,2
2014,17,38570,NA,NA,6.0%:17.4%,2,13.3%:16.7%,2,2.4%:3.7%,2,78.2%:62.2%,2
2014,17,51622,NA,NA,4.9%:9.0%,2,4.8%:9.7%,2,15.0%:13.2%,2,75.3%:68.1%,2
2014,17,59000,NA,NA,5.7%:13.6%,3,3.0%:3.6%,3,5.9%:5.4%,3,85.5%:77.4%,3
2014,17,65000,NA,NA,5.0%:15.4%,3,3.8%:8.8%,3,3.9%:4.1%,3,87.3%:71.7%,3
2014,17,68003,NA,NA,1.5%:4.3%,3,5.1%:11.7%,2,15.9%:14.9%,2,77.4%:69.2%,2
2014,17,72000,NA,NA,2.6%:13.0%,3,2.7%:2.4%,3,1.4%:2.2%,3,93.3%:82.4%,2
2014,17,79293,NA,NA,6.5%:20.7%,2,17.0%:29.5%,2,7.4%:6.1%,2,69.2%:43.7%,2
2014,18,05860,NA,NA,0.4%:2.8%,3,0.9%:2.5%,3,3.3%:7.6%,3,95.5%:87.1%,2
2014,18,10342,NA,NA,2.2%:3.4%,3,1.3%:2.1%,3,9.3%:8.9%,2,87.3%:85.6%,2
2014,18,22000,NA,NA,2.1%:8.1%,3,0.3%:1.2%,3,2.8%:3.2%,3,94.8%:87.4%,3
2014,18,23278,NA,NA,2.2%:4.5%,3,0.9%:1.6%,3,8.2%:7.3%,2,88.7%:86.6%,2
2014,18,25000,NA,NA,4.0%:13.8%,1,4.1%:6.3%,1,6.1%:3.9%,1,85.8%:76.0%,1
2014,18,31000,NA,NA,9.3%:23.9%,3,37.4%:35.1%,3,0.8%:1.1%,3,52.5%:40.0%,3
2014,18,36003,NA,NA,12.8%:26.7%,1,2.5%:6.5%,1,4.5%:4.0%,1,80.2%:62.8%,1
2014,18,71000,NA,NA,6.2%:21.9%,3,8.0%:7.0%,3,3.8%:4.9%,3,82.1%:66.3%,3
2014,19,12000,NA,NA,1.9%:4.5%,3,5.2%:2.9%,3,1.3%:2.5%,3,91.6%:90.0%,3
2014,19,19000,NA,NA,3.0%:6.5%,3,2.9%:4.4%,3,1.6%:3.1%,3,92.6%:85.9%,3
2014,19,21000,NA,NA,5.9%:10.3%,3,4.2%:7.9%,3,5.9%:6.2%,3,83.9%:75.5%,3
2014,19,73335,NA,NA,0.2%:2.1%,3,3.2%:9.3%,3,1.4%:3.9%,3,95.2%:84.8%,2
2014,20,36000,NA,NA,15.9%:25.1%,3,13.1%:19.7%,3,4.8%:6.4%,3,66.2%:48.8%,3
2014,20,38900,NA,NA,1.1%:4.2%,3,0.9%:3.0%,3,3.3%:9.5%,3,94.7%:83.3%,1
2014,20,52575,NA,NA,2.4%:3.7%,3,3.3%:7.0%,3,4.1%:6.5%,2,90.2%:82.9%,2
2014,20,53775,NA,NA,1.1%:4.4%,3,1.6%:3.7%,3,5.0%:5.7%,2,92.3%:86.3%,2
2014,20,71000,NA,NA,4.7%:11.2%,3,4.4%:7.2%,3,4.6%:5.8%,3,86.2%:75.7%,3
2014,20,79000,NA,NA,2.4%:8.8%,2,5.4%:9.7%,2,4.5%:5.2%,2,87.7%:76.3%,2
2014,21,46027,NA,NA,5.1%:15.0%,1,2.2%:4.7%,3,3.7%:5.0%,3,89.0%:75.3%,1
2014,21,48006,NA,NA,6.2%:15.5%,2,2.1%:4.4%,2,3.2%:4.0%,2,88.5%:76.2%,2
2014,22,05000,NA,NA,20.3%:45.0%,3,3.1%:4.9%,3,2.0%:3.0%,3,74.6%:47.2%,3
2014,22,40735,NA,NA,10.2%:24.4%,2,0.9%:3.2%,3,1.6%:1.9%,3,87.3%:70.5%,2
2014,22,41155,NA,NA,18.1%:28.3%,2,1.4%:4.7%,3,1.7%:3.3%,3,78.8%:63.7%,2
2014,22,55000,NA,NA,30.3%:54.7%,3,4.7%:5.8%,3,3.1%:4.1%,3,61.9%:35.4%,3
2014,22,70000,NA,NA,25.5%:46.1%,3,1.7%:2.1%,3,2.0%:1.6%,3,70.9%:50.1%,3
2014,24,04000,NA,NA,34.5%:58.8%,2,2.1%:3.3%,3,3.7%:5.1%,2,59.7%:32.8%,2
2014,24,30325,NA,NA,7.7%:11.3%,3,3.2%:7.9%,3,9.6%:8.6%,3,79.5%:72.1%,2
2014,25,07000,NA,NA,11.5%:18.5%,2,5.0%:14.5%,2,7.3%:12.2%,2,76.2%:54.8%,2
2014,25,09000,NA,NA,12.3%:26.4%,2,2.7%:8.2%,3,9.0%:6.1%,3,76.0%:59.3%,2
2014,25,11000,NA,NA,4.5%:9.0%,3,2.3%:6.3%,3,6.9%:18.3%,3,86.3%:66.5%,3
2014,25,23000,NA,NA,2.2%:3.9%,3,0.6%:5.4%,3,5.8%:6.1%,3,91.4%:84.6%,2
2014,25,34550,NA,NA,0.7%:2.0%,3,16.6%:37.3%,2,1.8%:4.0%,3,80.9%:56.8%,2
2014,25,37000,NA,NA,1.2%:5.7%,3,9.4%:17.5%,3,17.1%:14.7%,3,72.2%:62.1%,3
2014,25,37490,NA,NA,7.1%:10.2%,3,6.6%:25.5%,3,4.9%:6.8%,3,81.5%:57.5%,1
2014,25,45000,NA,NA,3.5%:6.6%,3,2.9%:12.7%,3,2.3%:6.3%,3,91.2%:74.4%,3
2014,25,45560,NA,NA,2.5%:4.2%,3,3.3%:7.2%,3,14.1%:15.2%,2,80.1%:73.5%,2
2014,25,55745,NA,NA,4.7%:7.4%,3,2.7%:2.9%,3,16.8%:18.2%,1,75.8%:71.5%,1
2014,25,62535,NA,NA,4.3%:7.7%,3,6.8%:8.1%,3,9.0%:11.0%,3,79.9%:73.2%,2
2014,25,67000,NA,NA,20.4%:17.9%,3,13.3%:36.1%,3,3.5%:2.5%,3,62.8%:43.5%,3
2014,25,82000,NA,NA,5.5%:9.5%,3,4.1%:19.0%,3,8.7%:7.4%,3,81.7%:64.1%,3
2014,26,03000,NA,NA,1.6%:6.0%,3,3.6%:3.1%,3,7.9%:18.0%,3,86.9%:72.9%,3
2014,26,21000,NA,NA,1.4%:7.9%,3,4.7%:3.8%,3,2.1%:4.1%,3,91.9%:84.1%,3
2014,26,22000,NA,NA,65.9%:78.5%,1,4.5%:5.0%,1,3.6%:3.1%,1,26.1%:13.3%,1
2014,26,27440,NA,NA,28.6%:40.3%,2,1.5%:1.6%,3,10.8%:8.1%,3,59.1%:50.0%,2
2014,26,29000,NA,NA,43.6%:48.3%,3,4.1%:3.8%,3,2.5%:2.3%,3,49.8%:45.7%,3
2014,26,34000,NA,NA,11.9%:20.0%,1,3.7%:9.1%,1,6.5%:4.0%,3,77.9%:66.8%,1
2014,26,46000,NA,NA,13.0%:17.6%,3,8.5%:8.6%,3,3.6%:7.7%,3,74.9%:66.1%,3
2014,26,49000,NA,NA,7.2%:12.0%,2,1.5%:2.8%,3,3.1%:2.4%,3,88.2%:82.8%,2
2014,26,69035,NA,NA,3.5%:4.6%,2,1.1%:1.5%,3,15.1%:14.9%,2,80.3%:79.0%,2
2014,26,74900,NA,NA,28.6%:40.3%,2,1.5%:1.6%,3,10.8%:8.1%,3,59.1%:50.0%,2
2014,26,76460,NA,NA,0.7%:4.8%,3,2.5%:2.2%,3,6.9%:8.2%,3,89.8%:84.8%,1
2014,26,80700,NA,NA,3.5%:4.4%,3,1.1%:1.4%,3,15.2%:15.0%,2,80.3%:79.2%,2
2014,26,84000,NA,NA,3.2%:17.5%,3,1.7%:0.6%,3,13.8%:6.3%,3,81.3%:75.7%,2
2014,26,86000,NA,NA,12.0%:26.8%,2,1.7%:2.3%,3,3.3%:3.5%,3,83.0%:67.4%,2
2014,26,88940,NA,NA,1.2%:2.7%,3,4.3%:10.2%,3,1.0%:3.6%,3,93.5%:83.5%,2
2014,27,06616,NA,NA,2.7%:9.5%,3,1.7%:4.2%,3,6.2%:5.9%,3,89.4%:80.3%,2
2014,27,07966,NA,NA,8.8%:17.0%,3,0.3%:3.5%,3,8.0%:7.2%,3,83.0%:72.3%,2
2014,27,17000,NA,NA,2.0%:2.2%,3,0.3%:1.3%,3,2.3%:4.9%,3,95.4%:91.6%,3
2014,27,43000,NA,NA,5.7%:16.5%,2,2.6%:6.4%,3,5.0%:9.0%,3,86.7%:68.1%,2
2014,27,51730,NA,NA,2.1%:3.6%,3,2.3%:2.7%,3,8.8%:11.3%,3,86.8%:82.4%,2
2014,27,54880,NA,NA,0.3%:4.1%,3,2.8%:3.3%,3,3.8%:6.3%,3,93.1%:86.4%,2
2014,27,58000,NA,NA,1.5%:13.3%,3,2.1%:5.2%,3,7.9%:13.8%,1,88.5%:67.6%,1
2014,27,71428,NA,NA,2.9%:4.2%,3,1.4%:2.6%,3,7.7%:6.7%,3,88.0%:86.4%,2
2014,28,36000,NA,NA,39.1%:67.6%,3,0.9%:1.0%,3,0.5%:1.8%,3,59.5%:29.6%,3
2014,29,15670,NA,NA,1.8%:6.7%,3,1.9%:3.5%,3,3.7%:7.6%,3,92.6%:82.2%,2
2014,29,35000,NA,NA,6.1%:9.6%,3,2.7%:4.1%,3,2.0%:2.5%,3,89.2%:83.7%,3
2014,29,38000,NA,NA,11.6%:26.8%,1,3.6%:8.3%,1,2.9%:4.1%,1,82.0%:60.8%,1
2014,29,41348,NA,NA,6.0%:5.9%,3,1.3%:3.2%,3,4.8%:5.3%,3,87.9%:85.6%,1
2014,29,54074,NA,NA,3.2%:4.2%,3,1.1%:2.6%,3,2.5%:2.5%,3,93.2%:90.6%,2
2014,29,65000,NA,NA,20.5%:44.4%,3,1.7%:2.8%,3,3.8%:5.3%,3,74.1%:47.5%,3
2014,29,70000,NA,NA,0.9%:4.0%,3,2.5%:3.0%,3,2.9%:3.8%,3,93.6%:89.2%,3
2014,30,06550,NA,NA,NA%:1.0%,NA,1.0%:3.3%,3,3.1%:5.7%,1,95.8%:89.9%,1
2014,31,28000,NA,NA,0.7%:4.5%,3,2.1%:5.3%,3,2.5%:4.0%,3,94.7%:86.2%,3
2014,31,37000,NA,NA,3.6%:11.8%,3,3.5%:8.9%,3,5.5%:4.6%,3,87.5%:74.7%,3
2014,32,31900,NA,NA,2.2%:5.6%,1,6.8%:12.9%,1,12.4%:10.7%,1,78.5%:70.8%,1
2014,32,40000,NA,NA,6.6%:13.9%,2,14.9%:24.3%,2,10.5%:9.4%,2,68.0%:52.4%,2
2014,32,51800,NA,NA,12.7%:20.5%,1,25.0%:31.2%,1,11.9%:9.2%,1,50.4%:39.0%,1
2014,32,60600,NA,NA,0.8%:2.8%,3,5.6%:15.8%,1,6.2%:9.2%,1,87.4%:72.1%,1
2014,32,68400,NA,NA,0.9%:1.9%,3,15.6%:17.4%,2,6.6%:7.9%,2,76.9%:72.8%,2
2014,33,45140,NA,NA,1.6%:3.1%,3,2.6%:7.1%,3,6.9%:6.2%,3,88.8%:83.6%,1
2014,33,50260,NA,NA,0.6%:3.0%,3,1.6%:5.9%,3,5.4%:3.9%,3,92.5%:87.3%,2
2014,34,13690,NA,NA,2.1%:5.7%,3,19.3%:39.5%,2,11.1%:8.0%,2,67.5%:46.8%,2
2014,34,21000,NA,NA,12.5%:21.0%,3,41.9%:57.5%,3,7.3%:3.1%,3,38.2%:18.4%,3
2014,34,36000,NA,NA,24.2%:21.3%,3,15.6%:26.8%,3,25.8%:24.8%,3,34.3%:27.2%,3
2014,34,51000,NA,NA,49.9%:52.2%,3,27.3%:30.1%,3,5.0%:5.7%,3,17.8%:12.0%,3
2014,34,57000,NA,NA,26.2%:33.6%,2,51.8%:52.0%,2,1.3%:2.0%,3,20.7%:12.4%,3
2014,34,74000,NA,NA,26.1%:39.5%,2,8.8%:20.7%,3,5.3%:3.7%,3,59.8%:36.1%,2
2014,35,02000,NA,NA,1.5%:2.4%,3,31.1%:39.6%,2,5.5%:8.2%,2,61.9%:49.8%,2
2014,35,39380,NA,NA,4.3%:2.9%,3,35.5%:46.0%,1,2.5%:5.7%,3,57.7%:45.5%,1
2014,35,63460,NA,NA,0.6%:1.8%,3,34.8%:30.8%,2,6.0%:10.6%,2,58.6%:56.7%,2
2014,35,70500,NA,NA,0.0%:0.5%,3,22.5%:41.4%,2,7.7%:4.6%,2,69.8%:53.5%,2
2014,36,01000,NA,NA,5.0%:20.9%,3,1.4%:7.8%,3,3.8%:6.6%,3,89.8%:64.7%,3
2014,36,11000,NA,NA,18.4%:36.2%,2,3.3%:9.2%,3,7.9%:5.7%,3,70.4%:48.9%,2
2014,36,50617,NA,NA,13.3%:29.3%,2,5.0%:14.2%,3,4.1%:4.9%,3,77.5%:51.7%,2
2014,36,51000,NA,NA,11.6%:22.5%,1,8.5%:25.1%,1,16.4%:14.0%,1,63.5%:38.4%,1
2014,36,63000,NA,NA,19.3%:33.0%,3,10.7%:13.9%,3,5.4%:5.4%,3,64.6%:47.7%,3
2014,36,73000,NA,NA,14.3%:24.1%,3,12.5%:6.8%,3,3.3%:9.8%,3,70.0%:59.3%,3
2014,36,84000,NA,NA,5.5%:14.2%,3,13.3%:29.0%,2,7.7%:7.2%,2,73.5%:49.5%,2
2014,37,02140,NA,NA,3.5%:8.6%,3,2.3%:4.1%,3,3.4%:4.1%,3,90.8%:83.1%,2
2014,37,10740,NA,NA,6.1%:10.8%,2,3.0%:4.8%,2,9.7%:11.1%,2,81.2%:73.3%,2
2014,37,12000,NA,NA,12.1%:32.5%,2,3.5%:8.7%,2,5.6%:7.5%,2,78.8%:51.3%,2
2014,37,14100,NA,NA,10.2%:20.6%,2,2.7%:6.4%,3,2.9%:2.9%,3,84.1%:70.1%,2
2014,37,19000,NA,NA,20.6%:39.0%,3,3.2%:8.0%,3,7.1%:6.5%,3,69.1%:46.5%,3
2014,37,22920,NA,NA,32.0%:38.6%,1,6.1%:8.7%,1,9.5%:5.5%,1,52.4%:47.2%,1
2014,37,25580,NA,NA,11.1%:20.7%,2,6.0%:6.8%,3,2.8%:3.1%,3,80.0%:69.4%,2
2014,37,28000,NA,NA,14.7%:37.9%,2,2.7%:4.5%,2,4.4%:6.8%,2,78.2%:50.9%,2
2014,37,28080,NA,NA,21.5%:33.1%,2,1.0%:4.2%,3,2.3%:3.9%,3,75.1%:58.8%,2
2014,37,31400,NA,NA,14.2%:28.0%,2,1.9%:5.1%,2,5.0%:5.7%,2,79.0%:61.2%,2
2014,37,55000,NA,NA,10.5%:26.5%,3,3.6%:6.9%,3,5.5%:5.7%,3,80.4%:61.0%,3
2014,37,74440,NA,NA,3.2%:12.5%,2,1.0%:3.4%,3,2.0%:1.3%,3,93.8%:82.8%,2
2014,37,75000,NA,NA,12.8%:31.7%,3,3.8%:9.0%,3,3.5%:4.1%,3,80.0%:55.2%,3
2014,38,25700,NA,NA,NA%:4.4%,NA,0.0%:1.1%,3,0.7%:4.5%,3,99.3%:89.9%,2
2014,39,01000,NA,NA,15.3%:26.4%,3,0.4%:0.6%,3,1.3%:4.7%,3,83.0%:68.3%,3
2014,39,15000,NA,NA,15.7%:40.2%,2,1.0%:2.9%,3,2.7%:4.8%,2,80.5%:52.1%,2
2014,39,16000,NA,NA,33.1%:50.9%,3,8.7%:8.5%,3,2.8%:3.8%,3,55.4%:36.8%,3
2014,39,18000,NA,NA,10.3%:21.8%,2,1.5%:3.6%,2,4.5%:7.2%,2,83.7%:67.4%,2
2014,39,21000,NA,NA,32.8%:34.9%,3,0.8%:2.1%,3,1.5%:2.4%,3,64.9%:60.7%,3
2014,39,61000,NA,NA,0.2%:3.0%,3,1.3%:3.3%,3,2.1%:4.4%,3,96.4%:89.2%,3
2014,39,77000,NA,NA,14.2%:26.9%,3,3.7%:5.7%,3,2.9%:3.3%,3,79.3%:64.1%,3
2014,40,09050,NA,NA,2.0%:6.7%,3,5.7%:8.8%,2,11.4%:12.8%,2,81.0%:71.7%,2
2014,40,23200,NA,NA,2.1%:8.1%,3,1.9%:3.7%,3,4.7%:10.0%,3,91.2%:78.2%,2
2014,40,41850,NA,NA,12.4%:20.7%,3,5.0%:11.3%,3,9.4%:11.4%,3,73.2%:56.5%,1
2014,40,52500,NA,NA,2.9%:4.9%,3,3.7%:5.9%,3,11.6%:12.0%,2,81.9%:77.2%,2
2014,40,55000,NA,NA,5.5%:13.4%,3,4.8%:11.9%,3,7.9%:9.4%,3,81.7%:65.3%,3
2014,40,75000,NA,NA,3.1%:11.2%,3,3.9%:7.6%,3,8.6%:12.1%,3,84.4%:69.1%,3
2014,41,05350,NA,NA,0.5%:2.2%,3,2.2%:9.7%,3,15.2%:11.5%,2,82.1%:76.6%,2
2014,41,05800,NA,NA,0.5%:0.2%,3,1.2%:4.2%,3,2.0%:1.5%,3,96.4%:94.2%,2
2014,41,23850,NA,NA,0.5%:1.6%,3,3.3%:6.5%,2,5.1%:7.7%,2,91.1%:84.1%,2
2014,41,31250,NA,NA,2.2%:3.9%,3,3.4%:9.3%,3,8.6%:7.9%,2,85.8%:78.9%,2
2014,41,34100,NA,NA,0.7%:1.3%,3,6.2%:17.2%,1,7.6%:13.3%,1,85.5%:68.2%,1
2014,41,47000,NA,NA,NA%:0.3%,NA,3.3%:8.2%,3,6.1%:6.3%,3,90.6%:85.2%,2
2014,41,59000,NA,NA,2.3%:5.2%,2,4.1%:7.7%,2,7.2%:10.9%,2,86.5%:76.2%,2
2014,41,64900,NA,NA,0.2%:1.7%,3,5.7%:12.6%,2,5.9%:7.4%,2,88.2%:78.2%,2
2014,42,02000,NA,NA,5.5%:9.9%,3,18.7%:36.5%,3,4.0%:2.6%,3,71.9%:50.9%,3
2014,42,06088,NA,NA,2.2%:6.1%,3,7.6%:14.1%,3,4.3%:3.6%,3,85.9%:76.1%,2
2014,42,24000,NA,NA,5.9%:15.5%,3,2.6%:4.8%,3,1.5%:2.2%,3,90.0%:77.6%,3
2014,42,60000,NA,NA,23.4%:40.3%,1,6.7%:11.1%,1,8.6%:8.3%,1,61.3%:40.3%,1
2014,42,61000,NA,NA,11.5%:22.6%,2,0.8%:2.5%,3,4.4%:8.2%,3,83.3%:66.7%,2
2014,42,63624,NA,NA,2.8%:10.4%,3,14.0%:32.5%,2,0.9%:1.7%,3,82.4%:55.5%,2
2014,42,69000,NA,NA,0.7%:4.8%,3,2.1%:5.8%,3,1.0%:3.3%,3,96.2%:86.2%,3
2014,44,19180,NA,NA,3.2%:5.3%,3,2.9%:7.3%,3,6.9%:8.4%,3,86.9%:78.9%,2
2014,44,54640,NA,NA,2.2%:6.4%,3,6.0%:15.5%,3,2.0%:5.1%,3,89.8%:73.0%,2
2014,44,59000,NA,NA,6.3%:12.1%,3,15.6%:32.3%,3,11.8%:10.8%,3,66.3%:44.8%,3
2014,44,74300,NA,NA,0.5%:0.8%,3,1.5%:2.0%,3,2.2%:4.1%,3,95.8%:93.1%,2
2014,45,13330,NA,NA,10.2%:24.0%,2,0.8%:2.0%,3,1.1%:2.6%,3,87.9%:71.4%,2
2014,45,16000,NA,NA,17.4%:41.5%,3,2.0%:5.1%,3,2.2%:4.2%,3,78.5%:49.3%,3
2014,45,48535,NA,NA,5.1%:16.7%,2,6.6%:1.6%,3,1.2%:2.6%,3,87.0%:79.0%,2
2014,45,50875,NA,NA,20.3%:35.9%,2,4.0%:8.0%,3,4.5%:4.8%,3,71.2%:51.4%,2
2014,46,59020,NA,NA,0.7%:4.3%,3,1.3%:2.9%,3,0.9%:5.8%,3,97.1%:86.9%,1
2014,47,14000,NA,NA,13.3%:28.1%,3,1.5%:4.6%,3,4.6%:2.7%,3,80.6%:64.5%,3
2014,47,15160,NA,NA,13.4%:19.5%,2,4.7%:7.6%,3,3.9%:4.7%,3,78.0%:68.2%,2
2014,47,27740,NA,NA,2.7%:3.9%,3,1.0%:3.4%,3,4.4%:4.2%,3,91.9%:88.6%,3
2014,47,40000,NA,NA,7.8%:16.5%,3,1.6%:4.0%,3,2.9%:5.6%,3,87.7%:73.9%,3
2014,47,48000,NA,NA,30.1%:59.8%,2,2.1%:4.2%,2,4.2%:3.3%,2,63.6%:32.7%,2
2014,47,51560,NA,NA,11.0%:15.2%,2,1.5%:3.5%,3,2.1%:4.0%,3,85.5%:77.4%,2
2014,47,52006,NA,NA,11.6%:27.3%,1,2.6%:6.7%,1,2.8%:4.0%,1,83.0%:61.9%,1
2014,48,01000,NA,NA,2.4%:7.6%,3,9.9%:17.7%,3,4.0%:3.9%,3,83.6%:70.8%,3
2014,48,01924,NA,NA,4.8%:7.9%,3,8.9%:8.9%,2,17.2%:15.2%,2,69.1%:68.0%,2
2014,48,03000,NA,NA,1.4%:7.9%,3,11.7%:22.2%,3,9.3%:4.5%,3,77.6%:65.5%,3
2014,48,04000,NA,NA,14.7%:25.0%,3,15.2%:21.7%,3,8.3%:7.8%,3,61.8%:45.5%,3
2014,48,05000,NA,NA,2.6%:7.3%,2,11.5%:25.3%,2,9.8%:8.7%,2,76.0%:58.6%,2
2014,48,06128,NA,NA,13.1%:17.1%,2,25.4%:34.8%,2,3.6%:2.8%,3,57.9%:45.2%,2
2014,48,07000,NA,NA,28.4%:45.6%,3,7.5%:9.1%,3,5.3%:3.1%,3,58.8%:42.2%,3
2014,48,10768,NA,NA,NA%:0.0%,NA,80.3%:90.0%,1,3.9%:1.3%,3,15.8%:8.7%,1
2014,48,10912,NA,NA,4.0%:11.5%,3,6.7%:20.5%,2,2.9%:7.3%,3,86.5%:60.7%,2
2014,48,13024,NA,NA,6.6%:15.5%,2,10.0%:19.3%,2,23.4%:16.3%,2,60.0%:48.9%,2
2014,48,13552,NA,NA,1.9%:3.5%,3,11.3%:13.9%,3,8.9%:8.2%,3,77.9%:74.4%,3
2014,48,15976,NA,NA,4.0%:11.5%,3,6.7%:20.5%,2,2.9%:7.3%,3,86.5%:60.7%,2
2014,48,16432,NA,NA,2.2%:4.0%,3,9.2%:21.3%,3,2.3%:2.9%,3,86.3%:71.8%,3
2014,48,17000,NA,NA,1.3%:4.6%,3,42.6%:57.7%,2,1.9%:2.3%,3,54.2%:35.5%,2
2014,48,19000,NA,NA,6.7%:25.0%,2,11.8%:28.3%,2,5.8%:6.1%,2,75.7%:40.6%,2
2014,48,19972,NA,NA,3.1%:9.9%,2,8.2%:17.5%,2,4.2%:6.1%,2,84.5%:66.6%,2
2014,48,22660,NA,NA,NA%:0.1%,NA,78.9%:89.9%,2,5.2%:2.3%,3,15.9%:7.8%,2
2014,48,24000,NA,NA,2.0%:4.0%,2,71.1%:75.1%,2,2.4%:2.4%,2,24.6%:18.5%,2
2014,48,26232,NA,NA,2.0%:3.6%,2,5.8%:8.3%,2,7.5%:8.5%,2,84.7%:79.5%,2
2014,48,27000,NA,NA,7.5%:16.5%,2,13.8%:23.9%,2,5.6%:5.5%,2,73.2%:54.1%,2
2014,48,27684,NA,NA,4.7%:7.5%,2,6.8%:10.3%,2,14.8%:12.8%,2,73.7%:69.4%,2
2014,48,29000,NA,NA,9.6%:14.9%,3,18.9%:26.4%,3,12.1%:11.1%,3,59.4%:47.6%,3
2014,48,30464,NA,NA,17.3%:24.1%,2,31.6%:35.4%,2,7.0%:5.4%,2,44.1%:35.1%,2
2014,48,35000,NA,NA,7.7%:23.7%,2,15.4%:34.3%,2,11.7%:8.8%,2,65.2%:33.1%,2
2014,48,37000,NA,NA,3.9%:15.6%,3,16.9%:33.1%,3,16.9%:14.2%,3,62.3%:37.1%,3
2014,48,39148,NA,NA,29.8%:31.1%,1,20.7%:20.3%,1,4.5%:6.9%,1,45.0%:41.7%,1
2014,48,41464,NA,NA,0.1%:0.2%,3,92.8%:94.3%,1,0.6%:0.8%,3,6.5%:4.7%,3
2014,48,41980,NA,NA,4.5%:6.5%,3,8.1%:16.8%,2,8.1%:5.3%,2,79.3%:71.3%,2
2014,48,42508,NA,NA,9.5%:14.6%,1,15.7%:20.9%,1,14.2%:10.0%,1,60.6%:54.5%,1
2014,48,43888,NA,NA,7.8%:21.6%,2,6.7%:10.6%,2,2.8%:2.0%,3,82.7%:65.7%,2
2014,48,45000,NA,NA,2.4%:7.0%,3,15.2%:28.8%,3,2.7%:3.5%,3,79.7%:60.7%,3
2014,48,45384,NA,NA,0.0%:0.0%,3,71.2%:82.3%,1,5.0%:2.0%,3,23.8%:15.6%,1
2014,48,45744,NA,NA,6.1%:10.2%,1,6.0%:11.7%,1,14.6%:6.7%,1,73.3%:71.4%,1
2014,48,47892,NA,NA,12.5%:23.6%,2,22.6%:29.8%,2,10.1%:6.3%,2,54.7%:40.2%,2
2014,48,48072,NA,NA,1.8%:6.0%,3,18.9%:33.6%,1,1.6%:2.5%,3,77.7%:57.9%,1
2014,48,48768,NA,NA,1.1%:0.3%,3,78.7%:80.6%,2,5.2%:1.2%,3,14.9%:17.8%,2
2014,48,50820,NA,NA,4.1%:2.7%,2,12.9%:20.7%,2,2.1%:1.5%,3,80.9%:75.1%,2
2014,48,53388,NA,NA,1.1%:4.7%,3,41.0%:48.4%,2,3.2%:2.3%,3,54.7%:44.6%,2
2014,48,56000,NA,NA,1.8%:2.6%,3,32.2%:50.0%,3,6.7%:3.7%,3,59.3%:43.7%,3
2014,48,56348,NA,NA,18.5%:18.8%,2,16.4%:20.9%,2,15.2%:12.1%,2,49.8%:48.2%,2
2014,48,57200,NA,NA,NA%:0.0%,NA,93.2%:92.5%,2,1.4%:1.1%,3,5.4%:6.4%,3
2014,48,58016,NA,NA,2.9%:10.6%,1,7.5%:10.1%,1,21.7%:18.9%,1,67.9%:60.5%,1
2014,48,61796,NA,NA,3.5%:9.8%,2,7.1%:15.4%,2,16.1%:15.4%,2,73.3%:59.3%,2
2014,48,63500,NA,NA,7.6%:11.8%,2,12.1%:22.7%,2,7.9%:7.2%,2,72.5%:58.2%,2
2014,48,64472,NA,NA,3.0%:4.0%,3,21.7%:30.2%,1,1.7%:2.4%,3,73.6%:63.3%,1
2014,48,65000,NA,NA,3.8%:7.5%,2,39.2%:54.2%,2,4.8%:4.6%,2,52.2%:33.6%,2
2014,48,70808,NA,NA,3.8%:11.6%,2,5.8%:13.5%,2,46.7%:31.0%,2,43.7%:43.8%,2
2014,48,72176,NA,NA,5.7%:11.3%,3,9.7%:18.6%,2,1.2%:3.4%,3,83.4%:66.7%,2
2014,48,74144,NA,NA,8.3%:24.2%,1,10.8%:12.9%,1,2.1%:3.0%,3,78.8%:59.8%,1
2014,48,76000,NA,NA,6.0%:23.1%,1,14.9%:20.7%,1,3.2%:2.3%,3,75.9%:54.0%,1
2014,48,79000,NA,NA,3.3%:11.8%,3,6.9%:14.4%,3,5.4%:4.9%,3,84.4%:68.9%,3
2014,49,43660,NA,NA,3.8%:2.2%,3,4.7%:7.0%,3,4.9%:3.0%,3,86.6%:87.7%,3
2014,49,44320,NA,NA,0.1%:0.4%,3,6.0%:8.7%,3,3.1%:3.0%,3,90.8%:87.8%,3
2014,49,55980,NA,NA,0.1%:1.1%,3,7.5%:17.6%,2,3.4%:3.4%,3,89.0%:77.9%,2
