year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,02,090,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,090,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,090,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,100,all,All,0.92290,0.96187,0.88393,2
2021,02,100,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,100,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,100,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,100,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,105,all,All,0.73874,0.79154,0.68594,2
2021,02,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,105,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,105,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,110,all,All,0.92290,0.96187,0.88393,2
2021,02,110,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,110,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,110,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,110,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,122,all,All,0.90854,0.95149,0.86558,2
2021,02,122,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,122,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,122,race-ethnicity,Other Races and Ethnicities,0.92297,1.00000,0.84233,3
2021,02,122,race-ethnicity,"White, Non-Hispanic",0.90278,0.95740,0.84815,2
2021,02,130,all,All,0.92290,0.96187,0.88393,2
2021,02,130,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,130,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,130,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,130,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,150,all,All,0.73874,0.79154,0.68594,2
2021,02,150,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,150,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,150,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,150,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,158,all,All,0.73874,0.79154,0.68594,2
2021,02,158,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,158,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,158,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,158,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,164,all,All,0.73874,0.79154,0.68594,2
2021,02,164,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,164,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,164,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,164,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,170,all,All,0.90854,0.95149,0.86558,2
2021,02,170,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,170,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,170,race-ethnicity,Other Races and Ethnicities,0.92297,1.00000,0.84233,3
2021,02,170,race-ethnicity,"White, Non-Hispanic",0.90278,0.95740,0.84815,2
2021,02,180,all,All,0.73874,0.79154,0.68594,2
2021,02,180,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,180,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,180,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,180,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,185,all,All,0.73874,0.79154,0.68594,2
2021,02,185,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,185,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,185,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,185,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,188,all,All,0.73874,0.79154,0.68594,2
2021,02,188,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,188,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,188,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,188,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,195,all,All,0.73874,0.79154,0.68594,2
2021,02,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,195,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,195,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,195,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,198,all,All,0.73874,0.79154,0.68594,2
2021,02,198,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,198,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,198,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,198,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,220,all,All,0.73874,0.79154,0.68594,2
2021,02,220,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,220,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,220,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,220,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,230,all,All,0.92290,0.96187,0.88393,2
2021,02,230,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,230,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,230,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,230,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,240,all,All,0.92290,0.96187,0.88393,2
2021,02,240,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,240,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,240,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,240,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,261,all,All,0.92290,0.96187,0.88393,2
2021,02,261,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,261,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,261,race-ethnicity,Other Races and Ethnicities,0.88304,0.96797,0.79810,3
2021,02,261,race-ethnicity,"White, Non-Hispanic",0.95398,0.99484,0.91312,2
2021,02,275,all,All,0.73874,0.79154,0.68594,2
2021,02,275,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,275,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,275,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,275,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,282,all,All,0.73874,0.79154,0.68594,2
2021,02,282,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,282,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,282,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,282,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,02,290,all,All,0.73874,0.79154,0.68594,2
2021,02,290,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,290,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,290,race-ethnicity,Other Races and Ethnicities,0.68698,0.74757,0.62639,2
2021,02,290,race-ethnicity,"White, Non-Hispanic",0.98264,1.00000,0.93875,3
2021,04,001,all,All,0.76028,0.81130,0.70927,2
2021,04,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,04,001,race-ethnicity,Other Races and Ethnicities,0.75158,0.81102,0.69213,2
2021,04,001,race-ethnicity,"White, Non-Hispanic",0.78571,0.90981,0.66161,3
2021,04,003,all,All,0.89839,0.93814,0.85865,2
2021,04,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,003,race-ethnicity,Hispanic,0.90493,0.96330,0.84656,3
2021,04,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,003,race-ethnicity,"White, Non-Hispanic",0.92618,0.97644,0.87593,2
2021,04,005,all,All,0.97443,0.98585,0.96301,1
2021,04,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,005,race-ethnicity,Hispanic,0.98138,1.00000,0.95858,1
2021,04,005,race-ethnicity,Other Races and Ethnicities,0.93379,0.97208,0.89550,1
2021,04,005,race-ethnicity,"White, Non-Hispanic",0.98708,0.99797,0.97619,1
2021,04,007,all,All,0.85635,0.92102,0.79168,2
2021,04,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,007,race-ethnicity,Hispanic,0.88123,0.98276,0.77969,3
2021,04,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,007,race-ethnicity,"White, Non-Hispanic",0.87406,0.96603,0.78210,3
2021,04,009,all,All,0.85635,0.92102,0.79168,2
2021,04,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,009,race-ethnicity,Hispanic,0.88123,0.98276,0.77969,3
2021,04,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,009,race-ethnicity,"White, Non-Hispanic",0.87406,0.96603,0.78210,3
2021,04,011,all,All,0.85635,0.92102,0.79168,2
2021,04,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,011,race-ethnicity,Hispanic,0.88123,0.98276,0.77969,3
2021,04,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,011,race-ethnicity,"White, Non-Hispanic",0.87406,0.96603,0.78210,3
2021,04,012,all,All,0.77255,0.84009,0.70502,2
2021,04,012,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,012,race-ethnicity,Hispanic,0.79427,0.91954,0.66900,3
2021,04,012,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,012,race-ethnicity,"White, Non-Hispanic",0.76301,0.85288,0.67314,3
2021,04,013,all,All,0.88843,0.89742,0.87945,1
2021,04,013,race-ethnicity,"Black, Non-Hispanic",0.85317,0.89619,0.81015,1
2021,04,013,race-ethnicity,Hispanic,0.85353,0.86984,0.83721,1
2021,04,013,race-ethnicity,Other Races and Ethnicities,0.91346,0.93769,0.88922,1
2021,04,013,race-ethnicity,"White, Non-Hispanic",0.92345,0.93473,0.91217,1
2021,04,015,all,All,0.77255,0.84009,0.70502,1
2021,04,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,015,race-ethnicity,Hispanic,0.79427,0.91954,0.66900,3
2021,04,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,015,race-ethnicity,"White, Non-Hispanic",0.76301,0.85288,0.67314,3
2021,04,017,all,All,0.76028,0.81130,0.70927,2
2021,04,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,04,017,race-ethnicity,Other Races and Ethnicities,0.75158,0.81102,0.69213,2
2021,04,017,race-ethnicity,"White, Non-Hispanic",0.78571,0.90981,0.66161,3
2021,04,019,all,All,0.86408,0.88197,0.84619,1
2021,04,019,race-ethnicity,"Black, Non-Hispanic",0.88565,0.96362,0.80768,3
2021,04,019,race-ethnicity,Hispanic,0.81305,0.84534,0.78075,1
2021,04,019,race-ethnicity,Other Races and Ethnicities,0.89656,0.94331,0.84980,1
2021,04,019,race-ethnicity,"White, Non-Hispanic",0.91353,0.93560,0.89146,1
2021,04,021,all,All,0.78481,0.82402,0.74560,1
2021,04,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,021,race-ethnicity,Hispanic,0.83471,0.89055,0.77888,1
2021,04,021,race-ethnicity,Other Races and Ethnicities,0.53899,0.66307,0.41491,3
2021,04,021,race-ethnicity,"White, Non-Hispanic",0.79315,0.85216,0.73414,1
2021,04,023,all,All,0.89839,0.93814,0.85865,2
2021,04,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,023,race-ethnicity,Hispanic,0.90493,0.96330,0.84656,3
2021,04,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,023,race-ethnicity,"White, Non-Hispanic",0.92618,0.97644,0.87593,2
2021,04,025,all,All,0.86367,0.91030,0.81704,1
2021,04,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,025,race-ethnicity,Hispanic,0.78975,0.91931,0.66019,3
2021,04,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,025,race-ethnicity,"White, Non-Hispanic",0.90138,0.95042,0.85234,1
2021,04,027,all,All,0.88901,0.92851,0.84952,1
2021,04,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,027,race-ethnicity,Hispanic,0.89199,0.93994,0.84405,1
2021,04,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,027,race-ethnicity,"White, Non-Hispanic",0.97157,1.00000,0.92917,3
2021,05,001,all,All,0.92300,0.95534,0.89066,2
2021,05,001,race-ethnicity,"Black, Non-Hispanic",0.95096,0.98897,0.91295,2
2021,05,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,001,race-ethnicity,"White, Non-Hispanic",0.90380,0.95769,0.84991,2
2021,05,003,all,All,0.91482,0.96540,0.86424,2
2021,05,003,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,003,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,005,all,All,0.84833,0.90374,0.79293,2
2021,05,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,005,race-ethnicity,"White, Non-Hispanic",0.87399,0.92976,0.81821,2
2021,05,007,all,All,0.92686,0.95622,0.89750,1
2021,05,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,007,race-ethnicity,Hispanic,0.86492,0.94387,0.78597,3
2021,05,007,race-ethnicity,Other Races and Ethnicities,0.92835,1.00000,0.84741,3
2021,05,007,race-ethnicity,"White, Non-Hispanic",0.95752,0.98650,0.92853,1
2021,05,009,all,All,0.84833,0.90374,0.79293,2
2021,05,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,009,race-ethnicity,"White, Non-Hispanic",0.87399,0.92976,0.81821,2
2021,05,011,all,All,0.91482,0.96540,0.86424,2
2021,05,011,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,011,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,013,all,All,0.95684,0.98785,0.92583,2
2021,05,013,race-ethnicity,"Black, Non-Hispanic",0.98397,1.00000,0.94845,3
2021,05,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,013,race-ethnicity,"White, Non-Hispanic",0.93753,0.98382,0.89124,2
2021,05,015,all,All,0.84833,0.90374,0.79293,2
2021,05,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,015,race-ethnicity,"White, Non-Hispanic",0.87399,0.92976,0.81821,2
2021,05,017,all,All,0.91482,0.96540,0.86424,2
2021,05,017,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,017,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,019,all,All,0.92677,0.95900,0.89454,2
2021,05,019,race-ethnicity,"Black, Non-Hispanic",0.91913,1.00000,0.83357,3
2021,05,019,race-ethnicity,Hispanic,0.79918,0.94254,0.65583,3
2021,05,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,019,race-ethnicity,"White, Non-Hispanic",0.94903,0.98239,0.91568,2
2021,05,021,all,All,0.89977,0.93041,0.86912,2
2021,05,021,race-ethnicity,"Black, Non-Hispanic",0.94633,1.00000,0.87817,3
2021,05,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,021,race-ethnicity,"White, Non-Hispanic",0.90184,0.93579,0.86789,2
2021,05,023,all,All,0.84914,0.90172,0.79657,2
2021,05,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,023,race-ethnicity,"White, Non-Hispanic",0.84381,0.90190,0.78571,2
2021,05,025,all,All,0.91482,0.96540,0.86424,2
2021,05,025,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,025,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,027,all,All,0.95684,0.98785,0.92583,2
2021,05,027,race-ethnicity,"Black, Non-Hispanic",0.98397,1.00000,0.94845,3
2021,05,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,027,race-ethnicity,"White, Non-Hispanic",0.93753,0.98382,0.89124,2
2021,05,029,all,All,0.93324,0.96307,0.90342,2
2021,05,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,029,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,029,race-ethnicity,"White, Non-Hispanic",0.93269,0.96587,0.89951,2
2021,05,031,all,All,0.89938,0.92531,0.87345,2
2021,05,031,race-ethnicity,"Black, Non-Hispanic",0.93021,0.98040,0.88002,3
2021,05,031,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,031,race-ethnicity,"White, Non-Hispanic",0.90240,0.93260,0.87221,2
2021,05,033,all,All,0.94443,0.97799,0.91087,2
2021,05,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,033,race-ethnicity,Hispanic,0.95361,1.00000,0.88185,3
2021,05,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,033,race-ethnicity,"White, Non-Hispanic",0.95187,0.99116,0.91258,2
2021,05,035,all,All,0.89482,0.94424,0.84539,2
2021,05,035,race-ethnicity,"Black, Non-Hispanic",0.86083,0.95069,0.77098,3
2021,05,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,035,race-ethnicity,"White, Non-Hispanic",0.91297,0.97634,0.84959,3
2021,05,037,all,All,0.87934,0.93966,0.81901,2
2021,05,037,race-ethnicity,"Black, Non-Hispanic",0.92826,1.00000,0.84511,3
2021,05,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,037,race-ethnicity,"White, Non-Hispanic",0.87819,0.95536,0.80102,3
2021,05,039,all,All,0.95684,0.98785,0.92583,2
2021,05,039,race-ethnicity,"Black, Non-Hispanic",0.98397,1.00000,0.94845,3
2021,05,039,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,039,race-ethnicity,"White, Non-Hispanic",0.93753,0.98382,0.89124,2
2021,05,041,all,All,0.91482,0.96540,0.86424,2
2021,05,041,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,041,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,041,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,043,all,All,0.91482,0.96540,0.86424,2
2021,05,043,race-ethnicity,"Black, Non-Hispanic",0.94821,1.00000,0.87953,3
2021,05,043,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,043,race-ethnicity,"White, Non-Hispanic",0.89763,0.97249,0.82278,3
2021,05,045,all,All,0.97553,0.99121,0.95985,2
2021,05,045,race-ethnicity,"Black, Non-Hispanic",0.99491,1.00000,0.97691,3
2021,05,045,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,045,race-ethnicity,"White, Non-Hispanic",0.96829,0.98889,0.94769,2
2021,05,047,all,All,0.80045,0.87839,0.72250,2
2021,05,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,047,race-ethnicity,"White, Non-Hispanic",0.88397,0.95597,0.81197,3
2021,05,049,all,All,0.84914,0.90172,0.79657,2
2021,05,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,049,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,049,race-ethnicity,"White, Non-Hispanic",0.84381,0.90190,0.78571,2
2021,05,051,all,All,0.92677,0.95900,0.89454,2
2021,05,051,race-ethnicity,"Black, Non-Hispanic",0.91913,1.00000,0.83357,3
2021,05,051,race-ethnicity,Hispanic,0.79918,0.94254,0.65583,3
2021,05,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,051,race-ethnicity,"White, Non-Hispanic",0.94903,0.98239,0.91568,2
2021,05,053,all,All,0.92755,0.96989,0.88521,2
2021,05,053,race-ethnicity,"Black, Non-Hispanic",0.95196,0.99769,0.90623,3
2021,05,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,053,race-ethnicity,"White, Non-Hispanic",0.90845,0.98683,0.83007,3
2021,05,055,all,All,0.89977,0.93041,0.86912,2
2021,05,055,race-ethnicity,"Black, Non-Hispanic",0.94633,1.00000,0.87817,3
2021,05,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,055,race-ethnicity,"White, Non-Hispanic",0.90184,0.93579,0.86789,2
2021,05,057,all,All,0.94410,0.98454,0.90367,2
2021,05,057,race-ethnicity,"Black, Non-Hispanic",0.92768,1.00000,0.83932,3
2021,05,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,057,race-ethnicity,"White, Non-Hispanic",0.96488,1.00000,0.92454,3
2021,05,059,all,All,0.92677,0.95900,0.89454,2
2021,05,059,race-ethnicity,"Black, Non-Hispanic",0.91913,1.00000,0.83357,3
2021,05,059,race-ethnicity,Hispanic,0.79918,0.94254,0.65583,3
2021,05,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,059,race-ethnicity,"White, Non-Hispanic",0.94903,0.98239,0.91568,2
2021,05,061,all,All,0.80045,0.87839,0.72250,2
2021,05,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,061,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,061,race-ethnicity,"White, Non-Hispanic",0.88397,0.95597,0.81197,3
2021,05,063,all,All,0.84914,0.90172,0.79657,2
2021,05,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,063,race-ethnicity,"White, Non-Hispanic",0.84381,0.90190,0.78571,2
2021,05,065,all,All,0.84914,0.90172,0.79657,2
2021,05,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,065,race-ethnicity,"White, Non-Hispanic",0.84381,0.90190,0.78571,2
2021,05,067,all,All,0.98395,0.99859,0.96931,2
2021,05,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,067,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,067,race-ethnicity,"White, Non-Hispanic",0.98860,1.00000,0.97528,2
2021,05,069,all,All,0.92755,0.96989,0.88521,2
2021,05,069,race-ethnicity,"Black, Non-Hispanic",0.95196,0.99769,0.90623,3
2021,05,069,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
