year,state,place,subgroup_type,subgroup,index_air_hazard,environmental_quality
2014,06,69070,race-ethnicity,Majority Non-White,72,1
2014,06,69070,race-ethnicity,"Majority White, Non-Hispanic",72,1
2014,06,69070,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,06,69084,all,All,30,1
2014,06,69084,race-ethnicity,Majority Non-White,30,1
2014,06,69084,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,69084,race-ethnicity,No Majority Race/Ethnicity,31,1
2014,06,69088,all,All,50,1
2014,06,69088,race-ethnicity,Majority Non-White,50,1
2014,06,69088,race-ethnicity,"Majority White, Non-Hispanic",51,1
2014,06,69088,race-ethnicity,No Majority Race/Ethnicity,50,1
2014,06,69196,all,All,74,1
2014,06,69196,race-ethnicity,Majority Non-White,74,1
2014,06,69196,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,06,69196,race-ethnicity,No Majority Race/Ethnicity,76,1
2014,06,70000,all,All,14,1
2014,06,70000,race-ethnicity,Majority Non-White,9,1
2014,06,70000,race-ethnicity,"Majority White, Non-Hispanic",14,1
2014,06,70000,race-ethnicity,No Majority Race/Ethnicity,13,1
2014,06,70098,all,All,59,1
2014,06,70098,race-ethnicity,Majority Non-White,56,1
2014,06,70098,race-ethnicity,"Majority White, Non-Hispanic",61,1
2014,06,70098,race-ethnicity,No Majority Race/Ethnicity,56,1
2014,06,72016,all,All,53,1
2014,06,72016,race-ethnicity,Majority Non-White,NA,NA
2014,06,72016,race-ethnicity,"Majority White, Non-Hispanic",52,1
2014,06,72016,race-ethnicity,No Majority Race/Ethnicity,54,1
2014,06,73080,all,All,6,1
2014,06,73080,race-ethnicity,Majority Non-White,6,1
2014,06,73080,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,73080,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,06,75000,all,All,25,1
2014,06,75000,race-ethnicity,Majority Non-White,24,1
2014,06,75000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,75000,race-ethnicity,No Majority Race/Ethnicity,28,1
2014,06,77000,all,All,46,1
2014,06,77000,race-ethnicity,Majority Non-White,43,1
2014,06,77000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,77000,race-ethnicity,No Majority Race/Ethnicity,52,1
2014,06,78120,all,All,43,1
2014,06,78120,race-ethnicity,Majority Non-White,NA,NA
2014,06,78120,race-ethnicity,"Majority White, Non-Hispanic",46,1
2014,06,78120,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,06,78582,all,All,44,1
2014,06,78582,race-ethnicity,Majority Non-White,NA,NA
2014,06,78582,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,06,78582,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,06,80000,all,All,1,1
2014,06,80000,race-ethnicity,Majority Non-White,1,1
2014,06,80000,race-ethnicity,"Majority White, Non-Hispanic",4,1
2014,06,80000,race-ethnicity,No Majority Race/Ethnicity,1,1
2014,06,80238,all,All,55,1
2014,06,80238,race-ethnicity,Majority Non-White,55,1
2014,06,80238,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,80238,race-ethnicity,No Majority Race/Ethnicity,56,1
2014,06,80854,all,All,12,1
2014,06,80854,race-ethnicity,Majority Non-White,10,1
2014,06,80854,race-ethnicity,"Majority White, Non-Hispanic",16,1
2014,06,80854,race-ethnicity,No Majority Race/Ethnicity,14,1
2014,06,81344,all,All,33,1
2014,06,81344,race-ethnicity,Majority Non-White,29,1
2014,06,81344,race-ethnicity,"Majority White, Non-Hispanic",40,1
2014,06,81344,race-ethnicity,No Majority Race/Ethnicity,36,1
2014,06,81554,all,All,68,1
2014,06,81554,race-ethnicity,Majority Non-White,73,1
2014,06,81554,race-ethnicity,"Majority White, Non-Hispanic",66,1
2014,06,81554,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,06,81666,all,All,22,1
2014,06,81666,race-ethnicity,Majority Non-White,22,1
2014,06,81666,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,81666,race-ethnicity,No Majority Race/Ethnicity,17,1
2014,06,82590,all,All,69,1
2014,06,82590,race-ethnicity,Majority Non-White,69,1
2014,06,82590,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,06,82590,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,06,82954,all,All,6,1
2014,06,82954,race-ethnicity,Majority Non-White,5,1
2014,06,82954,race-ethnicity,"Majority White, Non-Hispanic",5,1
2014,06,82954,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,06,82996,all,All,39,1
2014,06,82996,race-ethnicity,Majority Non-White,38,1
2014,06,82996,race-ethnicity,"Majority White, Non-Hispanic",41,1
2014,06,82996,race-ethnicity,No Majority Race/Ethnicity,39,1
2014,06,84200,all,All,11,1
2014,06,84200,race-ethnicity,Majority Non-White,11,1
2014,06,84200,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,84200,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,06,84550,all,All,7,1
2014,06,84550,race-ethnicity,Majority Non-White,7,1
2014,06,84550,race-ethnicity,"Majority White, Non-Hispanic",7,1
2014,06,84550,race-ethnicity,No Majority Race/Ethnicity,6,1
2014,06,85292,all,All,9,1
2014,06,85292,race-ethnicity,Majority Non-White,9,1
2014,06,85292,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,06,85292,race-ethnicity,No Majority Race/Ethnicity,9,1
2014,08,03455,all,All,58,1
2014,08,03455,race-ethnicity,Majority Non-White,NA,NA
2014,08,03455,race-ethnicity,"Majority White, Non-Hispanic",59,1
2014,08,03455,race-ethnicity,No Majority Race/Ethnicity,18,1
2014,08,04000,all,All,66,1
2014,08,04000,race-ethnicity,Majority Non-White,55,1
2014,08,04000,race-ethnicity,"Majority White, Non-Hispanic",77,1
2014,08,04000,race-ethnicity,No Majority Race/Ethnicity,70,1
2014,08,07850,all,All,94,1
2014,08,07850,race-ethnicity,Majority Non-White,NA,NA
2014,08,07850,race-ethnicity,"Majority White, Non-Hispanic",94,1
2014,08,07850,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,08,12815,all,All,68,1
2014,08,12815,race-ethnicity,Majority Non-White,NA,NA
2014,08,12815,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,08,12815,race-ethnicity,No Majority Race/Ethnicity,67,1
2014,08,16000,all,All,90,1
2014,08,16000,race-ethnicity,Majority Non-White,78,1
2014,08,16000,race-ethnicity,"Majority White, Non-Hispanic",92,1
2014,08,16000,race-ethnicity,No Majority Race/Ethnicity,83,1
2014,08,20000,all,All,35,1
2014,08,20000,race-ethnicity,Majority Non-White,38,1
2014,08,20000,race-ethnicity,"Majority White, Non-Hispanic",33,1
2014,08,20000,race-ethnicity,No Majority Race/Ethnicity,34,1
2014,08,27425,all,All,83,1
2014,08,27425,race-ethnicity,Majority Non-White,92,1
2014,08,27425,race-ethnicity,"Majority White, Non-Hispanic",83,1
2014,08,27425,race-ethnicity,No Majority Race/Ethnicity,86,1
2014,08,32155,all,All,45,1
2014,08,32155,race-ethnicity,Majority Non-White,38,1
2014,08,32155,race-ethnicity,"Majority White, Non-Hispanic",49,1
2014,08,32155,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,08,43000,all,All,49,1
2014,08,43000,race-ethnicity,Majority Non-White,4,1
2014,08,43000,race-ethnicity,"Majority White, Non-Hispanic",50,1
2014,08,43000,race-ethnicity,No Majority Race/Ethnicity,45,1
2014,08,45970,all,All,72,1
2014,08,45970,race-ethnicity,Majority Non-White,68,1
2014,08,45970,race-ethnicity,"Majority White, Non-Hispanic",74,1
2014,08,45970,race-ethnicity,No Majority Race/Ethnicity,69,1
2014,08,46465,all,All,80,1
2014,08,46465,race-ethnicity,Majority Non-White,NA,NA
2014,08,46465,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,08,46465,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,08,62000,all,All,87,1
2014,08,62000,race-ethnicity,Majority Non-White,86,1
2014,08,62000,race-ethnicity,"Majority White, Non-Hispanic",88,1
2014,08,62000,race-ethnicity,No Majority Race/Ethnicity,89,1
2014,08,77290,all,All,52,1
2014,08,77290,race-ethnicity,Majority Non-White,44,1
2014,08,77290,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,08,77290,race-ethnicity,No Majority Race/Ethnicity,48,1
2014,08,83835,all,All,53,1
2014,08,83835,race-ethnicity,Majority Non-White,33,1
2014,08,83835,race-ethnicity,"Majority White, Non-Hispanic",56,1
2014,08,83835,race-ethnicity,No Majority Race/Ethnicity,39,1
2014,09,08000,all,All,60,1
2014,09,08000,race-ethnicity,Majority Non-White,59,1
2014,09,08000,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,09,08000,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,09,18430,all,All,78,1
2014,09,18430,race-ethnicity,Majority Non-White,73,1
2014,09,18430,race-ethnicity,"Majority White, Non-Hispanic",80,1
2014,09,18430,race-ethnicity,No Majority Race/Ethnicity,78,1
2014,09,37000,all,All,52,1
2014,09,37000,race-ethnicity,Majority Non-White,52,1
2014,09,37000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,09,37000,race-ethnicity,No Majority Race/Ethnicity,52,1
2014,09,52000,all,All,67,1
2014,09,52000,race-ethnicity,Majority Non-White,67,1
2014,09,52000,race-ethnicity,"Majority White, Non-Hispanic",68,1
2014,09,52000,race-ethnicity,No Majority Race/Ethnicity,71,1
2014,09,55990,all,All,61,1
2014,09,55990,race-ethnicity,Majority Non-White,60,1
2014,09,55990,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,09,55990,race-ethnicity,No Majority Race/Ethnicity,51,1
2014,09,73000,all,All,64,1
2014,09,73000,race-ethnicity,Majority Non-White,61,1
2014,09,73000,race-ethnicity,"Majority White, Non-Hispanic",69,1
2014,09,73000,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,09,80000,all,All,78,1
2014,09,80000,race-ethnicity,Majority Non-White,77,1
2014,09,80000,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,09,80000,race-ethnicity,No Majority Race/Ethnicity,78,1
2014,11,50000,all,All,20,1
2014,11,50000,race-ethnicity,Majority Non-White,22,1
2014,11,50000,race-ethnicity,"Majority White, Non-Hispanic",20,1
2014,11,50000,race-ethnicity,No Majority Race/Ethnicity,15,1
2014,12,07300,all,All,75,1
2014,12,07300,race-ethnicity,Majority Non-White,NA,NA
2014,12,07300,race-ethnicity,"Majority White, Non-Hispanic",76,1
2014,12,07300,race-ethnicity,No Majority Race/Ethnicity,68,1
2014,12,07875,all,All,74,1
2014,12,07875,race-ethnicity,Majority Non-White,77,1
2014,12,07875,race-ethnicity,"Majority White, Non-Hispanic",73,1
2014,12,07875,race-ethnicity,No Majority Race/Ethnicity,66,1
2014,12,10275,all,All,66,1
2014,12,10275,race-ethnicity,Majority Non-White,NA,NA
2014,12,10275,race-ethnicity,"Majority White, Non-Hispanic",66,1
2014,12,10275,race-ethnicity,No Majority Race/Ethnicity,65,1
2014,12,12875,all,All,53,1
2014,12,12875,race-ethnicity,Majority Non-White,64,1
2014,12,12875,race-ethnicity,"Majority White, Non-Hispanic",52,1
2014,12,12875,race-ethnicity,No Majority Race/Ethnicity,57,1
2014,12,14400,all,All,58,1
2014,12,14400,race-ethnicity,Majority Non-White,59,1
2014,12,14400,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,12,14400,race-ethnicity,No Majority Race/Ethnicity,59,1
2014,12,16475,all,All,42,1
2014,12,16475,race-ethnicity,Majority Non-White,35,1
2014,12,16475,race-ethnicity,"Majority White, Non-Hispanic",43,1
2014,12,16475,race-ethnicity,No Majority Race/Ethnicity,43,1
2014,12,16725,all,All,68,1
2014,12,16725,race-ethnicity,Majority Non-White,76,1
2014,12,16725,race-ethnicity,"Majority White, Non-Hispanic",67,1
2014,12,16725,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,12,17200,all,All,43,1
2014,12,17200,race-ethnicity,Majority Non-White,NA,NA
2014,12,17200,race-ethnicity,"Majority White, Non-Hispanic",45,1
2014,12,17200,race-ethnicity,No Majority Race/Ethnicity,42,1
2014,12,17935,all,All,38,1
2014,12,17935,race-ethnicity,Majority Non-White,38,1
2014,12,17935,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,17935,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,24000,all,All,60,1
2014,12,24000,race-ethnicity,Majority Non-White,42,1
2014,12,24000,race-ethnicity,"Majority White, Non-Hispanic",78,1
2014,12,24000,race-ethnicity,No Majority Race/Ethnicity,52,1
2014,12,24125,all,All,46,1
2014,12,24125,race-ethnicity,Majority Non-White,46,1
2014,12,24125,race-ethnicity,"Majority White, Non-Hispanic",48,1
2014,12,24125,race-ethnicity,No Majority Race/Ethnicity,44,1
2014,12,25175,all,All,25,1
2014,12,25175,race-ethnicity,Majority Non-White,26,1
2014,12,25175,race-ethnicity,"Majority White, Non-Hispanic",25,1
2014,12,25175,race-ethnicity,No Majority Race/Ethnicity,23,1
2014,12,30000,all,All,26,1
2014,12,30000,race-ethnicity,Majority Non-White,26,1
2014,12,30000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,30000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,32000,all,All,45,1
2014,12,32000,race-ethnicity,Majority Non-White,37,1
2014,12,32000,race-ethnicity,"Majority White, Non-Hispanic",58,1
2014,12,32000,race-ethnicity,No Majority Race/Ethnicity,43,1
2014,12,32275,all,All,64,1
2014,12,32275,race-ethnicity,Majority Non-White,64,1
2014,12,32275,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,32275,race-ethnicity,No Majority Race/Ethnicity,62,1
2014,12,35000,all,All,30,1
2014,12,35000,race-ethnicity,Majority Non-White,27,1
2014,12,35000,race-ethnicity,"Majority White, Non-Hispanic",33,1
2014,12,35000,race-ethnicity,No Majority Race/Ethnicity,28,1
2014,12,36950,all,All,31,1
2014,12,36950,race-ethnicity,Majority Non-White,31,1
2014,12,36950,race-ethnicity,"Majority White, Non-Hispanic",37,1
2014,12,36950,race-ethnicity,No Majority Race/Ethnicity,31,1
2014,12,38250,all,All,28,1
2014,12,38250,race-ethnicity,Majority Non-White,23,1
2014,12,38250,race-ethnicity,"Majority White, Non-Hispanic",30,1
2014,12,38250,race-ethnicity,No Majority Race/Ethnicity,27,1
2014,12,39425,all,All,56,1
2014,12,39425,race-ethnicity,Majority Non-White,NA,NA
2014,12,39425,race-ethnicity,"Majority White, Non-Hispanic",57,1
2014,12,39425,race-ethnicity,No Majority Race/Ethnicity,51,1
2014,12,43975,all,All,62,1
2014,12,43975,race-ethnicity,Majority Non-White,54,1
2014,12,43975,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,12,43975,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,45000,all,All,42,1
2014,12,45000,race-ethnicity,Majority Non-White,41,1
2014,12,45000,race-ethnicity,"Majority White, Non-Hispanic",52,1
2014,12,45000,race-ethnicity,No Majority Race/Ethnicity,55,1
2014,12,45025,all,All,75,1
2014,12,45025,race-ethnicity,Majority Non-White,76,1
2014,12,45025,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,12,45025,race-ethnicity,No Majority Race/Ethnicity,73,1
2014,12,45060,all,All,30,1
2014,12,45060,race-ethnicity,Majority Non-White,30,1
2014,12,45060,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,45060,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,45975,all,All,40,1
2014,12,45975,race-ethnicity,Majority Non-White,40,1
2014,12,45975,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,45975,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,49675,all,All,51,1
2014,12,49675,race-ethnicity,Majority Non-White,NA,NA
2014,12,49675,race-ethnicity,"Majority White, Non-Hispanic",51,1
2014,12,49675,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,12,53000,all,All,23,1
2014,12,53000,race-ethnicity,Majority Non-White,24,1
2014,12,53000,race-ethnicity,"Majority White, Non-Hispanic",23,1
2014,12,53000,race-ethnicity,No Majority Race/Ethnicity,21,1
2014,12,54000,all,All,59,1
2014,12,54000,race-ethnicity,Majority Non-White,NA,NA
2014,12,54000,race-ethnicity,"Majority White, Non-Hispanic",60,1
2014,12,54000,race-ethnicity,No Majority Race/Ethnicity,57,1
2014,12,54200,all,All,62,1
2014,12,54200,race-ethnicity,Majority Non-White,NA,NA
2014,12,54200,race-ethnicity,"Majority White, Non-Hispanic",62,1
2014,12,54200,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,12,55775,all,All,40,1
2014,12,55775,race-ethnicity,Majority Non-White,39,1
2014,12,55775,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,55775,race-ethnicity,No Majority Race/Ethnicity,46,1
2014,12,57425,all,All,43,1
2014,12,57425,race-ethnicity,Majority Non-White,42,1
2014,12,57425,race-ethnicity,"Majority White, Non-Hispanic",44,1
2014,12,57425,race-ethnicity,No Majority Race/Ethnicity,43,1
2014,12,58050,all,All,69,1
2014,12,58050,race-ethnicity,Majority Non-White,64,1
2014,12,58050,race-ethnicity,"Majority White, Non-Hispanic",75,1
2014,12,58050,race-ethnicity,No Majority Race/Ethnicity,72,1
2014,12,58715,all,All,62,1
2014,12,58715,race-ethnicity,Majority Non-White,NA,NA
2014,12,58715,race-ethnicity,"Majority White, Non-Hispanic",63,1
2014,12,58715,race-ethnicity,No Majority Race/Ethnicity,61,1
2014,12,63000,all,All,55,1
2014,12,63000,race-ethnicity,Majority Non-White,65,1
2014,12,63000,race-ethnicity,"Majority White, Non-Hispanic",52,1
2014,12,63000,race-ethnicity,No Majority Race/Ethnicity,58,1
2014,12,69700,all,All,49,1
2014,12,69700,race-ethnicity,Majority Non-White,47,1
2014,12,69700,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,12,69700,race-ethnicity,No Majority Race/Ethnicity,52,1
2014,12,70600,all,All,13,1
2014,12,70600,race-ethnicity,Majority Non-White,13,1
2014,12,70600,race-ethnicity,"Majority White, Non-Hispanic",13,1
2014,12,70600,race-ethnicity,No Majority Race/Ethnicity,12,1
2014,12,71000,all,All,32,1
2014,12,71000,race-ethnicity,Majority Non-White,25,1
2014,12,71000,race-ethnicity,"Majority White, Non-Hispanic",39,1
2014,12,71000,race-ethnicity,No Majority Race/Ethnicity,33,1
2014,12,76600,all,All,64,1
2014,12,76600,race-ethnicity,Majority Non-White,65,1
2014,12,76600,race-ethnicity,"Majority White, Non-Hispanic",61,1
2014,12,76600,race-ethnicity,No Majority Race/Ethnicity,63,1
2014,13,03440,all,All,24,1
2014,13,03440,race-ethnicity,Majority Non-White,25,1
2014,13,03440,race-ethnicity,"Majority White, Non-Hispanic",23,1
2014,13,03440,race-ethnicity,No Majority Race/Ethnicity,25,1
2014,13,04000,all,All,7,1
2014,13,04000,race-ethnicity,Majority Non-White,8,1
2014,13,04000,race-ethnicity,"Majority White, Non-Hispanic",5,1
2014,13,04000,race-ethnicity,No Majority Race/Ethnicity,4,1
2014,13,04204,all,All,21,1
2014,13,04204,race-ethnicity,Majority Non-White,21,1
2014,13,04204,race-ethnicity,"Majority White, Non-Hispanic",20,1
2014,13,04204,race-ethnicity,No Majority Race/Ethnicity,21,1
2014,13,19000,all,All,8,1
2014,13,19000,race-ethnicity,Majority Non-White,7,1
2014,13,19000,race-ethnicity,"Majority White, Non-Hispanic",9,1
2014,13,19000,race-ethnicity,No Majority Race/Ethnicity,8,1
2014,13,42425,all,All,22,1
2014,13,42425,race-ethnicity,Majority Non-White,22,1
2014,13,42425,race-ethnicity,"Majority White, Non-Hispanic",22,1
2014,13,42425,race-ethnicity,No Majority Race/Ethnicity,22,1
2014,13,49008,race-ethnicity,Majority Non-White,NA,NA
2014,13,49008,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,13,49008,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,13,67284,all,All,18,1
2014,13,67284,race-ethnicity,Majority Non-White,13,1
2014,13,67284,race-ethnicity,"Majority White, Non-Hispanic",19,1
2014,13,67284,race-ethnicity,No Majority Race/Ethnicity,16,1
2014,13,68516,all,All,14,1
2014,13,68516,race-ethnicity,Majority Non-White,18,1
2014,13,68516,race-ethnicity,"Majority White, Non-Hispanic",13,1
2014,13,68516,race-ethnicity,No Majority Race/Ethnicity,13,1
2014,13,69000,all,All,39,1
2014,13,69000,race-ethnicity,Majority Non-White,39,1
2014,13,69000,race-ethnicity,"Majority White, Non-Hispanic",42,1
2014,13,69000,race-ethnicity,No Majority Race/Ethnicity,39,1
2014,13,72122,race-ethnicity,Majority Non-White,NA,NA
2014,13,72122,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2014,13,72122,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,13,80508,all,All,16,1
2014,13,80508,race-ethnicity,Majority Non-White,11,1
2014,13,80508,race-ethnicity,"Majority White, Non-Hispanic",18,1
2014,13,80508,race-ethnicity,No Majority Race/Ethnicity,17,1
2014,15,71550,all,All,88,1
2014,15,71550,race-ethnicity,Majority Non-White,88,1
2014,15,71550,race-ethnicity,"Majority White, Non-Hispanic",77,1
2014,15,71550,race-ethnicity,No Majority Race/Ethnicity,82,1
2014,16,08830,all,All,32,1
2014,16,08830,race-ethnicity,Majority Non-White,NA,NA
2014,16,08830,race-ethnicity,"Majority White, Non-Hispanic",32,1
2014,16,08830,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2014,16,52120,all,All,21,1
2014,16,52120,race-ethnicity,Majority Non-White,NA,NA
2014,16,52120,race-ethnicity,"Majority White, Non-Hispanic",21,1
