year,state,place,subgroup_type,subgroup,index_air_hazard,index_air_hazard_quality
2018,42,69000,poverty,High-Poverty,77,1
2018,42,69000,poverty,Not High-Poverty,77,1
2018,44,19180,all,All,65,1
2018,44,19180,poverty,High-Poverty,NA,NA
2018,44,19180,poverty,Not High-Poverty,65,1
2018,44,54640,all,All,49,1
2018,44,54640,poverty,High-Poverty,37,1
2018,44,54640,poverty,Not High-Poverty,50,1
2018,44,59000,all,All,50,1
2018,44,59000,poverty,High-Poverty,50,1
2018,44,59000,poverty,Not High-Poverty,50,1
2018,44,74300,all,All,74,1
2018,44,74300,poverty,High-Poverty,NA,NA
2018,44,74300,poverty,Not High-Poverty,74,1
2018,45,13330,all,All,29,1
2018,45,13330,poverty,High-Poverty,44,1
2018,45,13330,poverty,Not High-Poverty,27,1
2018,45,16000,all,All,21,1
2018,45,16000,poverty,High-Poverty,21,1
2018,45,16000,poverty,Not High-Poverty,21,1
2018,45,48535,all,All,45,1
2018,45,48535,poverty,High-Poverty,NA,NA
2018,45,48535,poverty,Not High-Poverty,45,1
2018,45,50875,all,All,9,1
2018,45,50875,poverty,High-Poverty,4,1
2018,45,50875,poverty,Not High-Poverty,10,1
2018,46,59020,all,All,69,1
2018,46,59020,poverty,High-Poverty,NA,NA
2018,46,59020,poverty,Not High-Poverty,69,1
2018,47,14000,all,All,17,1
2018,47,14000,poverty,High-Poverty,12,1
2018,47,14000,poverty,Not High-Poverty,17,1
2018,47,15160,all,All,32,1
2018,47,15160,poverty,High-Poverty,26,1
2018,47,15160,poverty,Not High-Poverty,32,1
2018,47,27740,all,All,32,1
2018,47,27740,poverty,High-Poverty,NA,NA
2018,47,27740,poverty,Not High-Poverty,32,1
2018,47,40000,all,All,18,1
2018,47,40000,poverty,High-Poverty,13,1
2018,47,40000,poverty,Not High-Poverty,20,1
2018,47,48000,all,All,16,1
2018,47,48000,poverty,High-Poverty,12,1
2018,47,48000,poverty,Not High-Poverty,17,1
2018,47,51560,all,All,28,1
2018,47,51560,poverty,High-Poverty,NA,NA
2018,47,51560,poverty,Not High-Poverty,28,1
2018,47,52006,all,All,24,1
2018,47,52006,poverty,High-Poverty,19,1
2018,47,52006,poverty,Not High-Poverty,24,1
2018,48,01000,all,All,88,1
2018,48,01000,poverty,High-Poverty,93,1
2018,48,01000,poverty,Not High-Poverty,88,1
2018,48,01924,all,All,53,1
2018,48,01924,poverty,High-Poverty,NA,NA
2018,48,01924,poverty,Not High-Poverty,53,1
2018,48,03000,all,All,91,1
2018,48,03000,poverty,High-Poverty,77,1
2018,48,03000,poverty,Not High-Poverty,91,1
2018,48,04000,all,All,37,1
2018,48,04000,poverty,High-Poverty,34,1
2018,48,04000,poverty,Not High-Poverty,37,1
2018,48,05000,all,All,61,1
2018,48,05000,poverty,High-Poverty,55,1
2018,48,05000,poverty,Not High-Poverty,62,1
2018,48,06128,all,All,7,1
2018,48,06128,poverty,High-Poverty,NA,NA
2018,48,06128,poverty,Not High-Poverty,7,1
2018,48,07000,all,All,8,1
2018,48,07000,poverty,High-Poverty,8,1
2018,48,07000,poverty,Not High-Poverty,8,1
2018,48,10768,all,All,85,1
2018,48,10768,poverty,High-Poverty,90,1
2018,48,10768,poverty,Not High-Poverty,83,1
2018,48,10912,all,All,58,1
2018,48,10912,poverty,High-Poverty,55,1
2018,48,10912,poverty,Not High-Poverty,58,1
2018,48,13024,all,All,40,1
2018,48,13024,poverty,High-Poverty,NA,NA
2018,48,13024,poverty,Not High-Poverty,40,1
2018,48,13552,all,All,78,1
2018,48,13552,poverty,High-Poverty,NA,NA
2018,48,13552,poverty,Not High-Poverty,78,1
2018,48,15976,all,All,62,1
2018,48,15976,poverty,High-Poverty,55,1
2018,48,15976,poverty,Not High-Poverty,63,1
2018,48,16432,all,All,30,1
2018,48,16432,poverty,High-Poverty,NA,NA
2018,48,16432,poverty,Not High-Poverty,30,1
2018,48,17000,all,All,58,1
2018,48,17000,poverty,High-Poverty,41,1
2018,48,17000,poverty,Not High-Poverty,58,1
2018,48,19000,all,All,41,1
2018,48,19000,poverty,High-Poverty,44,1
2018,48,19000,poverty,Not High-Poverty,41,1
2018,48,19972,all,All,48,1
2018,48,19972,poverty,High-Poverty,34,1
2018,48,19972,poverty,Not High-Poverty,50,1
2018,48,22660,all,All,78,1
2018,48,22660,poverty,High-Poverty,83,1
2018,48,22660,poverty,Not High-Poverty,77,1
2018,48,24000,all,All,36,1
2018,48,24000,poverty,High-Poverty,35,1
2018,48,24000,poverty,Not High-Poverty,36,1
2018,48,26232,all,All,34,1
2018,48,26232,poverty,High-Poverty,NA,NA
2018,48,26232,poverty,Not High-Poverty,34,1
2018,48,27000,all,All,49,1
2018,48,27000,poverty,High-Poverty,44,1
2018,48,27000,poverty,Not High-Poverty,50,1
2018,48,27684,all,All,49,1
2018,48,27684,poverty,High-Poverty,NA,NA
2018,48,27684,poverty,Not High-Poverty,49,1
2018,48,29000,all,All,43,1
2018,48,29000,poverty,High-Poverty,NA,NA
2018,48,29000,poverty,Not High-Poverty,43,1
2018,48,30464,all,All,35,1
2018,48,30464,poverty,High-Poverty,NA,NA
2018,48,30464,poverty,Not High-Poverty,35,1
2018,48,35000,all,All,26,1
2018,48,35000,poverty,High-Poverty,27,1
2018,48,35000,poverty,Not High-Poverty,26,1
2018,48,37000,all,All,36,1
2018,48,37000,poverty,High-Poverty,NA,NA
2018,48,37000,poverty,Not High-Poverty,36,1
2018,48,39148,all,All,62,1
2018,48,39148,poverty,High-Poverty,NA,NA
2018,48,39148,poverty,Not High-Poverty,62,1
2018,48,41464,all,All,46,1
2018,48,41464,poverty,High-Poverty,52,1
2018,48,41464,poverty,Not High-Poverty,43,1
2018,48,41980,all,All,15,1
2018,48,41980,poverty,High-Poverty,NA,NA
2018,48,41980,poverty,Not High-Poverty,15,1
2018,48,42508,all,All,36,1
2018,48,42508,poverty,High-Poverty,NA,NA
2018,48,42508,poverty,Not High-Poverty,36,1
2018,48,43888,all,All,9,1
2018,48,43888,poverty,High-Poverty,3,1
2018,48,43888,poverty,Not High-Poverty,9,1
2018,48,45000,all,All,85,1
2018,48,45000,poverty,High-Poverty,77,1
2018,48,45000,poverty,Not High-Poverty,85,1
2018,48,45384,all,All,75,1
2018,48,45384,poverty,High-Poverty,55,1
2018,48,45384,poverty,Not High-Poverty,76,1
2018,48,45744,all,All,57,1
2018,48,45744,poverty,High-Poverty,NA,NA
2018,48,45744,poverty,Not High-Poverty,57,1
2018,48,47892,all,All,45,1
2018,48,47892,poverty,High-Poverty,NA,NA
2018,48,47892,poverty,Not High-Poverty,45,1
2018,48,48072,all,All,75,1
2018,48,48072,poverty,High-Poverty,NA,NA
2018,48,48072,poverty,Not High-Poverty,75,1
2018,48,48768,all,All,83,1
2018,48,48768,poverty,High-Poverty,92,1
2018,48,48768,poverty,Not High-Poverty,81,1
2018,48,50820,all,All,77,1
2018,48,50820,poverty,High-Poverty,NA,NA
2018,48,50820,poverty,Not High-Poverty,77,1
2018,48,53388,all,All,84,1
2018,48,53388,poverty,High-Poverty,NA,NA
2018,48,53388,poverty,Not High-Poverty,84,1
2018,48,56000,all,All,3,1
2018,48,56000,poverty,High-Poverty,5,1
2018,48,56000,poverty,Not High-Poverty,3,1
2018,48,56348,all,All,26,1
2018,48,56348,poverty,High-Poverty,NA,NA
2018,48,56348,poverty,Not High-Poverty,26,1
2018,48,57200,all,All,85,1
2018,48,57200,poverty,High-Poverty,77,1
2018,48,57200,poverty,Not High-Poverty,85,1
2018,48,58016,all,All,41,1
2018,48,58016,poverty,High-Poverty,NA,NA
2018,48,58016,poverty,Not High-Poverty,41,1
2018,48,61796,all,All,36,1
2018,48,61796,poverty,High-Poverty,NA,NA
2018,48,61796,poverty,Not High-Poverty,36,1
2018,48,63500,all,All,68,1
2018,48,63500,poverty,High-Poverty,NA,NA
2018,48,63500,poverty,Not High-Poverty,68,1
2018,48,64472,all,All,76,1
2018,48,64472,poverty,High-Poverty,NA,NA
2018,48,64472,poverty,Not High-Poverty,76,1
2018,48,65000,all,All,65,1
2018,48,65000,poverty,High-Poverty,62,1
2018,48,65000,poverty,Not High-Poverty,65,1
2018,48,70808,all,All,51,1
2018,48,70808,poverty,High-Poverty,NA,NA
2018,48,70808,poverty,Not High-Poverty,51,1
2018,48,72176,all,All,63,1
2018,48,72176,poverty,High-Poverty,62,1
2018,48,72176,poverty,Not High-Poverty,63,1
2018,48,74144,all,All,41,1
2018,48,74144,poverty,High-Poverty,40,1
2018,48,74144,poverty,Not High-Poverty,41,1
2018,48,76000,all,All,55,1
2018,48,76000,poverty,High-Poverty,53,1
2018,48,76000,poverty,Not High-Poverty,56,1
2018,48,79000,all,All,59,1
2018,48,79000,poverty,High-Poverty,55,1
2018,48,79000,poverty,Not High-Poverty,59,1
2018,49,43660,all,All,61,1
2018,49,43660,poverty,High-Poverty,NA,NA
2018,49,43660,poverty,Not High-Poverty,61,1
2018,49,44320,all,All,47,1
2018,49,44320,poverty,High-Poverty,NA,NA
2018,49,44320,poverty,Not High-Poverty,47,1
2018,49,55980,all,All,71,1
2018,49,55980,poverty,High-Poverty,55,1
2018,49,55980,poverty,Not High-Poverty,72,1
2018,49,57300,all,All,50,1
2018,49,57300,poverty,High-Poverty,NA,NA
2018,49,57300,poverty,Not High-Poverty,50,1
2018,49,62470,all,All,50,1
2018,49,62470,poverty,High-Poverty,54,1
2018,49,62470,poverty,Not High-Poverty,49,1
2018,49,65330,all,All,80,1
2018,49,65330,poverty,High-Poverty,NA,NA
2018,49,65330,poverty,Not High-Poverty,80,1
2018,49,67000,all,All,36,1
2018,49,67000,poverty,High-Poverty,55,1
2018,49,67000,poverty,Not High-Poverty,36,1
2018,49,67440,all,All,48,1
2018,49,67440,poverty,High-Poverty,NA,NA
2018,49,67440,poverty,Not High-Poverty,48,1
2018,49,70850,all,All,32,1
2018,49,70850,poverty,High-Poverty,NA,NA
2018,49,70850,poverty,Not High-Poverty,32,1
2018,49,82950,all,All,14,1
2018,49,82950,poverty,High-Poverty,NA,NA
2018,49,82950,poverty,Not High-Poverty,14,1
2018,49,83470,all,All,11,1
2018,49,83470,poverty,High-Poverty,NA,NA
2018,49,83470,poverty,Not High-Poverty,11,1
2018,51,01000,all,All,24,1
2018,51,01000,poverty,High-Poverty,NA,NA
2018,51,01000,poverty,Not High-Poverty,24,1
2018,51,16000,all,All,55,1
2018,51,16000,poverty,High-Poverty,NA,NA
2018,51,16000,poverty,Not High-Poverty,55,1
2018,51,35000,all,All,52,1
2018,51,35000,poverty,High-Poverty,50,1
2018,51,35000,poverty,Not High-Poverty,52,1
2018,51,47672,all,All,40,1
2018,51,47672,poverty,High-Poverty,29,1
2018,51,47672,poverty,Not High-Poverty,41,1
2018,51,56000,all,All,49,1
2018,51,56000,poverty,High-Poverty,50,1
2018,51,56000,poverty,Not High-Poverty,49,1
2018,51,57000,all,All,45,1
2018,51,57000,poverty,High-Poverty,51,1
2018,51,57000,poverty,Not High-Poverty,44,1
2018,51,64000,all,All,53,1
2018,51,64000,poverty,High-Poverty,50,1
2018,51,64000,poverty,Not High-Poverty,54,1
2018,51,67000,all,All,14,1
2018,51,67000,poverty,High-Poverty,11,1
2018,51,67000,poverty,Not High-Poverty,15,1
2018,51,68000,all,All,43,1
2018,51,68000,poverty,High-Poverty,44,1
2018,51,68000,poverty,Not High-Poverty,43,1
2018,51,76432,all,All,57,1
2018,51,76432,poverty,High-Poverty,NA,NA
2018,51,76432,poverty,Not High-Poverty,57,1
2018,51,82000,all,All,53,1
2018,51,82000,poverty,High-Poverty,55,1
2018,51,82000,poverty,Not High-Poverty,53,1
2018,53,03180,all,All,9,1
2018,53,03180,poverty,High-Poverty,NA,NA
2018,53,03180,poverty,Not High-Poverty,9,1
2018,53,05210,all,All,12,1
2018,53,05210,poverty,High-Poverty,NA,NA
2018,53,05210,poverty,Not High-Poverty,12,1
2018,53,05280,all,All,52,1
2018,53,05280,poverty,High-Poverty,50,1
2018,53,05280,poverty,Not High-Poverty,53,1
2018,53,22640,all,All,17,1
2018,53,22640,poverty,High-Poverty,NA,NA
2018,53,22640,poverty,Not High-Poverty,17,1
2018,53,23515,all,All,8,1
2018,53,23515,poverty,High-Poverty,NA,NA
2018,53,23515,poverty,Not High-Poverty,8,1
2018,53,35275,all,All,50,1
2018,53,35275,poverty,High-Poverty,50,1
2018,53,35275,poverty,Not High-Poverty,50,1
2018,53,35415,all,All,11,1
2018,53,35415,poverty,High-Poverty,NA,NA
2018,53,35415,poverty,Not High-Poverty,11,1
2018,53,35940,all,All,13,1
2018,53,35940,poverty,High-Poverty,NA,NA
2018,53,35940,poverty,Not High-Poverty,13,1
2018,53,53545,all,All,50,1
2018,53,53545,poverty,High-Poverty,NA,NA
2018,53,53545,poverty,Not High-Poverty,50,1
2018,53,57745,all,All,10,1
2018,53,57745,poverty,High-Poverty,NA,NA
2018,53,57745,poverty,Not High-Poverty,10,1
2018,53,63000,all,All,11,1
2018,53,63000,poverty,High-Poverty,10,1
2018,53,63000,poverty,Not High-Poverty,11,1
2018,53,67000,all,All,17,1
2018,53,67000,poverty,High-Poverty,13,1
2018,53,67000,poverty,Not High-Poverty,17,1
2018,53,67167,all,All,27,1
2018,53,67167,poverty,High-Poverty,NA,NA
2018,53,67167,poverty,Not High-Poverty,27,1
2018,53,70000,all,All,15,1
2018,53,70000,poverty,High-Poverty,11,1
2018,53,70000,poverty,Not High-Poverty,15,1
2018,53,74060,all,All,17,1
2018,53,74060,poverty,High-Poverty,NA,NA
2018,53,74060,poverty,Not High-Poverty,17,1
2018,53,80010,all,All,48,1
2018,53,80010,poverty,High-Poverty,48,1
2018,53,80010,poverty,Not High-Poverty,48,1
2018,55,02375,all,All,60,1
2018,55,02375,poverty,High-Poverty,NA,NA
2018,55,02375,poverty,Not High-Poverty,60,1
2018,55,31000,all,All,74,1
2018,55,31000,poverty,High-Poverty,77,1
2018,55,31000,poverty,Not High-Poverty,74,1
2018,55,39225,all,All,76,1
2018,55,39225,poverty,High-Poverty,74,1
2018,55,39225,poverty,Not High-Poverty,76,1
2018,55,48000,all,All,73,1
2018,55,48000,poverty,High-Poverty,77,1
2018,55,48000,poverty,Not High-Poverty,72,1
2018,55,53000,all,All,58,1
2018,55,53000,poverty,High-Poverty,54,1
2018,55,53000,poverty,Not High-Poverty,58,1
2018,55,66000,all,All,75,1
2018,55,66000,poverty,High-Poverty,76,1
2018,55,66000,poverty,Not High-Poverty,74,1
2019,01,03076,all,All,7,1
2019,01,03076,poverty,High-Poverty,6,1
2019,01,03076,poverty,Not High-Poverty,7,1
2019,01,07000,all,All,5,1
2019,01,07000,poverty,High-Poverty,4,1
2019,01,07000,poverty,Not High-Poverty,5,1
2019,01,35896,all,All,6,1
2019,01,35896,poverty,High-Poverty,NA,NA
2019,01,35896,poverty,Not High-Poverty,6,1
2019,01,37000,all,All,16,1
2019,01,37000,poverty,High-Poverty,15,1
2019,01,37000,poverty,Not High-Poverty,16,1
2019,01,50000,all,All,17,1
2019,01,50000,poverty,High-Poverty,16,1
2019,01,50000,poverty,Not High-Poverty,17,1
2019,01,51000,all,All,7,1
2019,01,51000,poverty,High-Poverty,6,1
2019,01,51000,poverty,Not High-Poverty,7,1
2019,01,77256,all,All,3,1
2019,01,77256,poverty,High-Poverty,3,1
2019,01,77256,poverty,Not High-Poverty,3,1
2019,02,03000,all,All,23,1
2019,02,03000,poverty,High-Poverty,NA,NA
2019,02,03000,poverty,Not High-Poverty,23,1
2019,04,04720,all,All,15,1
2019,04,04720,poverty,High-Poverty,NA,NA
2019,04,04720,poverty,Not High-Poverty,15,1
2019,04,07940,all,All,64,1
2019,04,07940,poverty,High-Poverty,NA,NA
2019,04,07940,poverty,Not High-Poverty,64,1
2019,04,12000,all,All,20,1
2019,04,12000,poverty,High-Poverty,0,1
2019,04,12000,poverty,Not High-Poverty,20,1
2019,04,23620,all,All,97,1
2019,04,23620,poverty,High-Poverty,96,1
2019,04,23620,poverty,Not High-Poverty,97,1
2019,04,27400,all,All,25,1
2019,04,27400,poverty,High-Poverty,NA,NA
2019,04,27400,poverty,Not High-Poverty,25,1
2019,04,27820,all,All,23,1
2019,04,27820,poverty,High-Poverty,23,1
2019,04,27820,poverty,Not High-Poverty,23,1
2019,04,28380,all,All,27,1
2019,04,28380,poverty,High-Poverty,NA,NA
2019,04,28380,poverty,Not High-Poverty,27,1
2019,04,46000,all,All,27,1
2019,04,46000,poverty,High-Poverty,23,1
2019,04,46000,poverty,Not High-Poverty,27,1
2019,04,54050,all,All,35,1
2019,04,54050,poverty,High-Poverty,NA,NA
2019,04,54050,poverty,Not High-Poverty,35,1
2019,04,55000,all,All,24,1
2019,04,55000,poverty,High-Poverty,18,1
2019,04,55000,poverty,Not High-Poverty,24,1
2019,04,65000,all,All,37,1
2019,04,65000,poverty,High-Poverty,NA,NA
2019,04,65000,poverty,Not High-Poverty,37,1
2019,04,71510,all,All,49,1
2019,04,71510,poverty,High-Poverty,NA,NA
2019,04,71510,poverty,Not High-Poverty,49,1
2019,04,73000,all,All,18,1
2019,04,73000,poverty,High-Poverty,22,1
2019,04,73000,poverty,Not High-Poverty,17,1
2019,04,77000,all,All,56,1
2019,04,77000,poverty,High-Poverty,46,1
2019,04,77000,poverty,Not High-Poverty,57,1
2019,04,85540,all,All,39,1
2019,04,85540,poverty,High-Poverty,43,1
2019,04,85540,poverty,Not High-Poverty,39,1
2019,05,23290,all,All,39,1
2019,05,23290,poverty,High-Poverty,39,1
2019,05,23290,poverty,Not High-Poverty,39,1
2019,05,24550,all,All,21,1
2019,05,24550,poverty,High-Poverty,NA,NA
2019,05,24550,poverty,Not High-Poverty,21,1
2019,05,35710,all,All,39,1
2019,05,35710,poverty,High-Poverty,39,1
2019,05,35710,poverty,Not High-Poverty,39,1
2019,05,41000,all,All,18,1
2019,05,41000,poverty,High-Poverty,6,1
2019,05,41000,poverty,Not High-Poverty,18,1
2019,05,66080,all,All,34,1
2019,05,66080,poverty,High-Poverty,NA,NA
2019,05,66080,poverty,Not High-Poverty,34,1
2019,06,00562,all,All,60,1
2019,06,00562,poverty,High-Poverty,NA,NA
2019,06,00562,poverty,Not High-Poverty,60,1
2019,06,00884,all,All,2,1
2019,06,00884,poverty,High-Poverty,NA,NA
2019,06,00884,poverty,Not High-Poverty,2,1
2019,06,02000,all,All,9,1
2019,06,02000,poverty,High-Poverty,NA,NA
2019,06,02000,poverty,Not High-Poverty,9,1
2019,06,02252,all,All,58,1
2019,06,02252,poverty,High-Poverty,NA,NA
2019,06,02252,poverty,Not High-Poverty,58,1
2019,06,02364,all,All,72,1
2019,06,02364,poverty,High-Poverty,NA,NA
2019,06,02364,poverty,Not High-Poverty,72,1
2019,06,03526,all,All,29,1
2019,06,03526,poverty,High-Poverty,26,1
2019,06,03526,poverty,Not High-Poverty,29,1
2019,06,04982,all,All,2,1
2019,06,04982,poverty,High-Poverty,NA,NA
2019,06,04982,poverty,Not High-Poverty,2,1
2019,06,06000,all,All,49,1
2019,06,06000,poverty,High-Poverty,50,1
2019,06,06000,poverty,Not High-Poverty,49,1
2019,06,08786,all,All,5,1
2019,06,08786,poverty,High-Poverty,NA,NA
2019,06,08786,poverty,Not High-Poverty,5,1
2019,06,08954,all,All,15,1
2019,06,08954,poverty,High-Poverty,NA,NA
2019,06,08954,poverty,Not High-Poverty,15,1
2019,06,11194,all,All,53,1
2019,06,11194,poverty,High-Poverty,NA,NA
2019,06,11194,poverty,Not High-Poverty,53,1
2019,06,11530,all,All,0,1
2019,06,11530,poverty,High-Poverty,NA,NA
2019,06,11530,poverty,Not High-Poverty,0,1
2019,06,13014,all,All,13,1
2019,06,13014,poverty,High-Poverty,6,1
2019,06,13014,poverty,Not High-Poverty,15,1
2019,06,13210,all,All,16,1
2019,06,13210,poverty,High-Poverty,NA,NA
2019,06,13210,poverty,Not High-Poverty,16,1
2019,06,13214,all,All,17,1
2019,06,13214,poverty,High-Poverty,NA,NA
2019,06,13214,poverty,Not High-Poverty,17,1
2019,06,13392,all,All,34,1
2019,06,13392,poverty,High-Poverty,NA,NA
2019,06,13392,poverty,Not High-Poverty,34,1
2019,06,13588,all,All,3,1
2019,06,13588,poverty,High-Poverty,NA,NA
2019,06,13588,poverty,Not High-Poverty,3,1
2019,06,14218,all,All,22,1
2019,06,14218,poverty,High-Poverty,NA,NA
2019,06,14218,poverty,Not High-Poverty,22,1
2019,06,15044,all,All,2,1
2019,06,15044,poverty,High-Poverty,NA,NA
2019,06,15044,poverty,Not High-Poverty,2,1
2019,06,16000,all,All,52,1
2019,06,16000,poverty,High-Poverty,NA,NA
2019,06,16000,poverty,Not High-Poverty,52,1
2019,06,16350,all,All,33,1
2019,06,16350,poverty,High-Poverty,NA,NA
2019,06,16350,poverty,Not High-Poverty,33,1
2019,06,16532,all,All,36,1
2019,06,16532,poverty,High-Poverty,NA,NA
2019,06,16532,poverty,Not High-Poverty,36,1
2019,06,17918,all,All,92,1
2019,06,17918,poverty,High-Poverty,NA,NA
2019,06,17918,poverty,Not High-Poverty,92,1
2019,06,19766,all,All,4,1
2019,06,19766,poverty,High-Poverty,NA,NA
2019,06,19766,poverty,Not High-Poverty,4,1
2019,06,21712,all,All,20,1
2019,06,21712,poverty,High-Poverty,NA,NA
2019,06,21712,poverty,Not High-Poverty,20,1
2019,06,22020,all,All,19,1
2019,06,22020,poverty,High-Poverty,NA,NA
2019,06,22020,poverty,Not High-Poverty,19,1
2019,06,22230,all,All,5,1
2019,06,22230,poverty,High-Poverty,NA,NA
2019,06,22230,poverty,Not High-Poverty,5,1
2019,06,22804,all,All,41,1
2019,06,22804,poverty,High-Poverty,39,1
2019,06,22804,poverty,Not High-Poverty,41,1
2019,06,23182,all,All,54,1
2019,06,23182,poverty,High-Poverty,NA,NA
2019,06,23182,poverty,Not High-Poverty,54,1
2019,06,24638,all,All,21,1
2019,06,24638,poverty,High-Poverty,NA,NA
2019,06,24638,poverty,Not High-Poverty,21,1
2019,06,24680,all,All,18,1
2019,06,24680,poverty,High-Poverty,NA,NA
2019,06,24680,poverty,Not High-Poverty,18,1
2019,06,26000,all,All,57,1
2019,06,26000,poverty,High-Poverty,NA,NA
2019,06,26000,poverty,Not High-Poverty,57,1
2019,06,27000,all,All,18,1
2019,06,27000,poverty,High-Poverty,16,1
2019,06,27000,poverty,Not High-Poverty,19,1
2019,06,28000,all,All,8,1
2019,06,28000,poverty,High-Poverty,NA,NA
2019,06,28000,poverty,Not High-Poverty,8,1
2019,06,29000,all,All,8,1
2019,06,29000,poverty,High-Poverty,NA,NA
2019,06,29000,poverty,Not High-Poverty,8,1
2019,06,30000,all,All,17,1
2019,06,30000,poverty,High-Poverty,NA,NA
2019,06,30000,poverty,Not High-Poverty,17,1
2019,06,32548,all,All,2,1
2019,06,32548,poverty,High-Poverty,NA,NA
2019,06,32548,poverty,Not High-Poverty,2,1
2019,06,33000,all,All,52,1
2019,06,33000,poverty,High-Poverty,NA,NA
2019,06,33000,poverty,Not High-Poverty,52,1
2019,06,33182,all,All,64,1
2019,06,33182,poverty,High-Poverty,NA,NA
2019,06,33182,poverty,Not High-Poverty,64,1
2019,06,33434,all,All,57,1
2019,06,33434,poverty,High-Poverty,NA,NA
2019,06,33434,poverty,Not High-Poverty,57,1
2019,06,36000,all,All,38,1
2019,06,36000,poverty,High-Poverty,NA,NA
2019,06,36000,poverty,Not High-Poverty,38,1
2019,06,36448,all,All,59,1
2019,06,36448,poverty,High-Poverty,55,1
2019,06,36448,poverty,Not High-Poverty,60,1
2019,06,36546,all,All,3,1
2019,06,36546,poverty,High-Poverty,NA,NA
2019,06,36546,poverty,Not High-Poverty,3,1
2019,06,36770,all,All,28,1
2019,06,36770,poverty,High-Poverty,50,1
2019,06,36770,poverty,Not High-Poverty,26,1
2019,06,37692,poverty,High-Poverty,NA,NA
2019,06,37692,poverty,Not High-Poverty,NA,NA
2019,06,39496,all,All,36,1
2019,06,39496,poverty,High-Poverty,NA,NA
2019,06,39496,poverty,Not High-Poverty,36,1
2019,06,39892,all,All,2,1
2019,06,39892,poverty,High-Poverty,NA,NA
2019,06,39892,poverty,Not High-Poverty,2,1
2019,06,40130,all,All,74,1
2019,06,40130,poverty,High-Poverty,73,1
2019,06,40130,poverty,Not High-Poverty,73,1
2019,06,41992,all,All,71,1
2019,06,41992,poverty,High-Poverty,NA,NA
2019,06,41992,poverty,Not High-Poverty,71,1
2019,06,43000,all,All,2,1
2019,06,43000,poverty,High-Poverty,4,1
2019,06,43000,poverty,Not High-Poverty,2,1
2019,06,44000,all,All,11,1
2019,06,44000,poverty,High-Poverty,4,1
2019,06,44000,poverty,Not High-Poverty,12,1
2019,06,45484,all,All,41,1
2019,06,45484,poverty,High-Poverty,NA,NA
2019,06,45484,poverty,Not High-Poverty,41,1
2019,06,46842,all,All,45,1
2019,06,46842,poverty,High-Poverty,NA,NA
2019,06,46842,poverty,Not High-Poverty,45,1
2019,06,46898,all,All,23,1
2019,06,46898,poverty,High-Poverty,21,1
2019,06,46898,poverty,Not High-Poverty,24,1
2019,06,47766,all,All,66,1
2019,06,47766,poverty,High-Poverty,NA,NA
2019,06,47766,poverty,Not High-Poverty,66,1
2019,06,48256,all,All,36,1
2019,06,48256,poverty,High-Poverty,NA,NA
2019,06,48256,poverty,Not High-Poverty,36,1
2019,06,48354,all,All,37,1
2019,06,48354,poverty,High-Poverty,39,1
2019,06,48354,poverty,Not High-Poverty,37,1
2019,06,49270,all,All,31,1
2019,06,49270,poverty,High-Poverty,NA,NA
2019,06,49270,poverty,Not High-Poverty,31,1
2019,06,49670,all,All,77,1
2019,06,49670,poverty,High-Poverty,NA,NA
2019,06,49670,poverty,Not High-Poverty,77,1
2019,06,50076,all,All,41,1
2019,06,50076,poverty,High-Poverty,NA,NA
2019,06,50076,poverty,Not High-Poverty,41,1
2019,06,50258,all,All,55,1
2019,06,50258,poverty,High-Poverty,55,1
2019,06,50258,poverty,Not High-Poverty,55,1
2019,06,51182,all,All,46,1
2019,06,51182,poverty,High-Poverty,NA,NA
2019,06,51182,poverty,Not High-Poverty,46,1
2019,06,52526,all,All,4,1
2019,06,52526,poverty,High-Poverty,5,1
2019,06,52526,poverty,Not High-Poverty,4,1
2019,06,53000,all,All,53,1
2019,06,53000,poverty,High-Poverty,NA,NA
2019,06,53000,poverty,Not High-Poverty,53,1
2019,06,53322,all,All,51,1
2019,06,53322,poverty,High-Poverty,NA,NA
2019,06,53322,poverty,Not High-Poverty,51,1
2019,06,53896,all,All,11,1
2019,06,53896,poverty,High-Poverty,NA,NA
2019,06,53896,poverty,Not High-Poverty,11,1
2019,06,53980,all,All,10,1
2019,06,53980,poverty,High-Poverty,NA,NA
2019,06,53980,poverty,Not High-Poverty,10,1
2019,06,54652,all,All,46,1
2019,06,54652,poverty,High-Poverty,55,1
2019,06,54652,poverty,Not High-Poverty,46,1
2019,06,55156,all,All,73,1
2019,06,55156,poverty,High-Poverty,73,1
2019,06,55156,poverty,Not High-Poverty,73,1
2019,06,56000,all,All,9,1
2019,06,56000,poverty,High-Poverty,6,1
2019,06,56000,poverty,Not High-Poverty,9,1
2019,06,56700,all,All,39,1
2019,06,56700,poverty,High-Poverty,NA,NA
2019,06,56700,poverty,Not High-Poverty,39,1
2019,06,57456,all,All,53,1
2019,06,57456,poverty,High-Poverty,NA,NA
2019,06,57456,poverty,Not High-Poverty,53,1
2019,06,57792,all,All,59,1
2019,06,57792,poverty,High-Poverty,NA,NA
2019,06,57792,poverty,Not High-Poverty,59,1
2019,06,58072,all,All,14,1
2019,06,58072,poverty,High-Poverty,17,1
2019,06,58072,poverty,Not High-Poverty,14,1
2019,06,59444,all,All,5,1
2019,06,59444,poverty,High-Poverty,NA,NA
