year,state,county,subgroup_type,subgroup,poverty_exposure
2018,04,017,all,All,0.4293671053940258
2018,04,017,race-ethnicity,"Black, Non-Hispanic",0.08205128205128205
2018,04,017,race-ethnicity,Hispanic,0.03495830660679923
2018,04,017,race-ethnicity,Other Races and Ethnicities,0.5921404220031328
2018,04,017,race-ethnicity,"White, Non-Hispanic",0.010614441620571086
2018,04,019,all,All,0.1439945069287603
2018,04,019,race-ethnicity,"Black, Non-Hispanic",0.14733441033925687
2018,04,019,race-ethnicity,Hispanic,0.10604050077886114
2018,04,019,race-ethnicity,Other Races and Ethnicities,0.21223271046041225
2018,04,019,race-ethnicity,"White, Non-Hispanic",0.11768563605659665
2018,04,021,all,All,0.06824325533933655
2018,04,021,race-ethnicity,"Black, Non-Hispanic",3.803727653100038e-4
2018,04,021,race-ethnicity,Hispanic,0.007380622151773331
2018,04,021,race-ethnicity,Other Races and Ethnicities,0.2635885031303358
2018,04,021,race-ethnicity,"White, Non-Hispanic",0.0032328027171911445
2018,04,023,all,All,0.21299638989169675
2018,04,023,race-ethnicity,"Black, Non-Hispanic",0
2018,04,023,race-ethnicity,Hispanic,0.22977725674091443
2018,04,023,race-ethnicity,Other Races and Ethnicities,0.1772300469483568
2018,04,023,race-ethnicity,"White, Non-Hispanic",0.009210526315789473
2018,04,025,all,All,0
2018,04,025,race-ethnicity,"Black, Non-Hispanic",0
2018,04,025,race-ethnicity,Hispanic,0
2018,04,025,race-ethnicity,Other Races and Ethnicities,0
2018,04,025,race-ethnicity,"White, Non-Hispanic",0
2018,04,027,all,All,0.08526520657288561
2018,04,027,race-ethnicity,"Black, Non-Hispanic",0.08043217286914765
2018,04,027,race-ethnicity,Hispanic,0.09782300494628399
2018,04,027,race-ethnicity,Other Races and Ethnicities,0.06512543039842597
2018,04,027,race-ethnicity,"White, Non-Hispanic",0.043070878041408495
2018,05,001,all,All,0
2018,05,001,race-ethnicity,"Black, Non-Hispanic",0
2018,05,001,race-ethnicity,Hispanic,0
2018,05,001,race-ethnicity,Other Races and Ethnicities,0
2018,05,001,race-ethnicity,"White, Non-Hispanic",0
2018,05,003,all,All,0
2018,05,003,race-ethnicity,"Black, Non-Hispanic",0
2018,05,003,race-ethnicity,Hispanic,0
2018,05,003,race-ethnicity,Other Races and Ethnicities,0
2018,05,003,race-ethnicity,"White, Non-Hispanic",0
2018,05,005,all,All,0
2018,05,005,race-ethnicity,"Black, Non-Hispanic",0
2018,05,005,race-ethnicity,Hispanic,0
2018,05,005,race-ethnicity,Other Races and Ethnicities,0
2018,05,005,race-ethnicity,"White, Non-Hispanic",0
2018,05,007,all,All,0
2018,05,007,race-ethnicity,"Black, Non-Hispanic",0
2018,05,007,race-ethnicity,Hispanic,0
2018,05,007,race-ethnicity,Other Races and Ethnicities,0
2018,05,007,race-ethnicity,"White, Non-Hispanic",0
2018,05,009,all,All,0
2018,05,009,race-ethnicity,"Black, Non-Hispanic",0
2018,05,009,race-ethnicity,Hispanic,0
2018,05,009,race-ethnicity,Other Races and Ethnicities,0
2018,05,009,race-ethnicity,"White, Non-Hispanic",0
2018,05,011,all,All,0
2018,05,011,race-ethnicity,"Black, Non-Hispanic",0
2018,05,011,race-ethnicity,Hispanic,0
2018,05,011,race-ethnicity,Other Races and Ethnicities,0
2018,05,011,race-ethnicity,"White, Non-Hispanic",0
2018,05,013,all,All,0
2018,05,013,race-ethnicity,"Black, Non-Hispanic",0
2018,05,013,race-ethnicity,Hispanic,0
2018,05,013,race-ethnicity,Other Races and Ethnicities,0
2018,05,013,race-ethnicity,"White, Non-Hispanic",0
2018,05,015,all,All,0
2018,05,015,race-ethnicity,"Black, Non-Hispanic",0
2018,05,015,race-ethnicity,Hispanic,0
2018,05,015,race-ethnicity,Other Races and Ethnicities,0
2018,05,015,race-ethnicity,"White, Non-Hispanic",0
2018,05,017,all,All,0.34942606347062793
2018,05,017,race-ethnicity,"Black, Non-Hispanic",0.4077578051087985
2018,05,017,race-ethnicity,Hispanic,0.17391304347826086
2018,05,017,race-ethnicity,Other Races and Ethnicities,1
2018,05,017,race-ethnicity,"White, Non-Hispanic",0.2205240174672489
2018,05,019,all,All,0
2018,05,019,race-ethnicity,"Black, Non-Hispanic",0
2018,05,019,race-ethnicity,Hispanic,0
2018,05,019,race-ethnicity,Other Races and Ethnicities,0
2018,05,019,race-ethnicity,"White, Non-Hispanic",0
2018,05,021,all,All,0
2018,05,021,race-ethnicity,"Black, Non-Hispanic",0
2018,05,021,race-ethnicity,Hispanic,0
2018,05,021,race-ethnicity,Other Races and Ethnicities,0
2018,05,021,race-ethnicity,"White, Non-Hispanic",0
2018,05,023,all,All,0
2018,05,023,race-ethnicity,"Black, Non-Hispanic",0
2018,05,023,race-ethnicity,Hispanic,0
2018,05,023,race-ethnicity,Other Races and Ethnicities,0
2018,05,023,race-ethnicity,"White, Non-Hispanic",0
2018,05,025,all,All,0
2018,05,025,race-ethnicity,"Black, Non-Hispanic",0
2018,05,025,race-ethnicity,Hispanic,0
2018,05,025,race-ethnicity,Other Races and Ethnicities,0
2018,05,025,race-ethnicity,"White, Non-Hispanic",0
2018,05,027,all,All,0.25957217328779436
2018,05,027,race-ethnicity,"Black, Non-Hispanic",0.37138047138047137
2018,05,027,race-ethnicity,Hispanic,0.17872340425531916
2018,05,027,race-ethnicity,Other Races and Ethnicities,0
2018,05,027,race-ethnicity,"White, Non-Hispanic",0.15771144278606966
2018,05,029,all,All,0
2018,05,029,race-ethnicity,"Black, Non-Hispanic",0
2018,05,029,race-ethnicity,Hispanic,0
2018,05,029,race-ethnicity,Other Races and Ethnicities,0
2018,05,029,race-ethnicity,"White, Non-Hispanic",0
2018,05,031,all,All,0.10655166872020143
2018,05,031,race-ethnicity,"Black, Non-Hispanic",0.17405063291139242
2018,05,031,race-ethnicity,Hispanic,0.0540720961281709
2018,05,031,race-ethnicity,Other Races and Ethnicities,0.19232391396035428
2018,05,031,race-ethnicity,"White, Non-Hispanic",0.05567620927936821
2018,05,033,all,All,0
2018,05,033,race-ethnicity,"Black, Non-Hispanic",0
2018,05,033,race-ethnicity,Hispanic,0
2018,05,033,race-ethnicity,Other Races and Ethnicities,0
2018,05,033,race-ethnicity,"White, Non-Hispanic",0
2018,05,035,all,All,0.14987393780931926
2018,05,035,race-ethnicity,"Black, Non-Hispanic",0.1878496162352023
2018,05,035,race-ethnicity,Hispanic,0.17839195979899497
2018,05,035,race-ethnicity,Other Races and Ethnicities,0.07227488151658767
2018,05,035,race-ethnicity,"White, Non-Hispanic",0.0496031746031746
2018,05,037,all,All,0
2018,05,037,race-ethnicity,"Black, Non-Hispanic",0
2018,05,037,race-ethnicity,Hispanic,0
2018,05,037,race-ethnicity,Other Races and Ethnicities,0
2018,05,037,race-ethnicity,"White, Non-Hispanic",0
2018,05,039,all,All,0
2018,05,039,race-ethnicity,"Black, Non-Hispanic",0
2018,05,039,race-ethnicity,Hispanic,0
2018,05,039,race-ethnicity,Other Races and Ethnicities,0
2018,05,039,race-ethnicity,"White, Non-Hispanic",0
2018,05,041,all,All,0.5136724492796236
2018,05,041,race-ethnicity,"Black, Non-Hispanic",0.6376440460947503
2018,05,041,race-ethnicity,Hispanic,0.17433414043583534
2018,05,041,race-ethnicity,Other Races and Ethnicities,0.12605042016806722
2018,05,041,race-ethnicity,"White, Non-Hispanic",0.282312925170068
2018,05,043,all,All,0
2018,05,043,race-ethnicity,"Black, Non-Hispanic",0
2018,05,043,race-ethnicity,Hispanic,0
2018,05,043,race-ethnicity,Other Races and Ethnicities,0
2018,05,043,race-ethnicity,"White, Non-Hispanic",0
2018,05,045,all,All,0.0718383510179215
2018,05,045,race-ethnicity,"Black, Non-Hispanic",0.06616766467065868
2018,05,045,race-ethnicity,Hispanic,0.14369789112309955
2018,05,045,race-ethnicity,Other Races and Ethnicities,0.10656753407682776
2018,05,045,race-ethnicity,"White, Non-Hispanic",0.06417192666065524
2018,05,047,all,All,0
2018,05,047,race-ethnicity,"Black, Non-Hispanic",0
2018,05,047,race-ethnicity,Hispanic,0
2018,05,047,race-ethnicity,Other Races and Ethnicities,0
2018,05,047,race-ethnicity,"White, Non-Hispanic",0
2018,05,049,all,All,0
2018,05,049,race-ethnicity,"Black, Non-Hispanic",0
2018,05,049,race-ethnicity,Hispanic,0
2018,05,049,race-ethnicity,Other Races and Ethnicities,0
2018,05,049,race-ethnicity,"White, Non-Hispanic",0
2018,05,051,all,All,0.1856800846278047
2018,05,051,race-ethnicity,"Black, Non-Hispanic",0.40852635112453844
2018,05,051,race-ethnicity,Hispanic,0.0539568345323741
2018,05,051,race-ethnicity,Other Races and Ethnicities,0.12382149591451917
2018,05,051,race-ethnicity,"White, Non-Hispanic",0.15482340984161938
2018,05,053,all,All,0
2018,05,053,race-ethnicity,"Black, Non-Hispanic",0
2018,05,053,race-ethnicity,Hispanic,0
2018,05,053,race-ethnicity,Other Races and Ethnicities,0
2018,05,053,race-ethnicity,"White, Non-Hispanic",0
2018,05,055,all,All,0.12754314578363968
2018,05,055,race-ethnicity,"Black, Non-Hispanic",0.006711409395973154
2018,05,055,race-ethnicity,Hispanic,0.392
2018,05,055,race-ethnicity,Other Races and Ethnicities,0.13973799126637554
2018,05,055,race-ethnicity,"White, Non-Hispanic",0.12873421619956885
2018,05,057,all,All,0
2018,05,057,race-ethnicity,"Black, Non-Hispanic",0
2018,05,057,race-ethnicity,Hispanic,0
2018,05,057,race-ethnicity,Other Races and Ethnicities,0
2018,05,057,race-ethnicity,"White, Non-Hispanic",0
2018,05,059,all,All,0
2018,05,059,race-ethnicity,"Black, Non-Hispanic",0
2018,05,059,race-ethnicity,Hispanic,0
2018,05,059,race-ethnicity,Other Races and Ethnicities,0
2018,05,059,race-ethnicity,"White, Non-Hispanic",0
2018,05,061,all,All,0
2018,05,061,race-ethnicity,"Black, Non-Hispanic",0
2018,05,061,race-ethnicity,Hispanic,0
2018,05,061,race-ethnicity,Other Races and Ethnicities,0
2018,05,061,race-ethnicity,"White, Non-Hispanic",0
2018,05,063,all,All,0
2018,05,063,race-ethnicity,"Black, Non-Hispanic",0
2018,05,063,race-ethnicity,Hispanic,0
2018,05,063,race-ethnicity,Other Races and Ethnicities,0
2018,05,063,race-ethnicity,"White, Non-Hispanic",0
2018,05,065,all,All,0
2018,05,065,race-ethnicity,"Black, Non-Hispanic",0
2018,05,065,race-ethnicity,Hispanic,0
2018,05,065,race-ethnicity,Other Races and Ethnicities,0
2018,05,065,race-ethnicity,"White, Non-Hispanic",0
2018,05,067,all,All,0
2018,05,067,race-ethnicity,"Black, Non-Hispanic",0
2018,05,067,race-ethnicity,Hispanic,0
2018,05,067,race-ethnicity,Other Races and Ethnicities,0
2018,05,067,race-ethnicity,"White, Non-Hispanic",0
2018,05,069,all,All,0
2018,05,069,race-ethnicity,"Black, Non-Hispanic",0
2018,05,069,race-ethnicity,Hispanic,0
2018,05,069,race-ethnicity,Other Races and Ethnicities,0
2018,05,069,race-ethnicity,"White, Non-Hispanic",0
2018,05,071,all,All,0
2018,05,071,race-ethnicity,"Black, Non-Hispanic",0
2018,05,071,race-ethnicity,Hispanic,0
2018,05,071,race-ethnicity,Other Races and Ethnicities,0
2018,05,071,race-ethnicity,"White, Non-Hispanic",0
2018,05,073,all,All,0
2018,05,073,race-ethnicity,"Black, Non-Hispanic",0
2018,05,073,race-ethnicity,Hispanic,0
2018,05,073,race-ethnicity,Other Races and Ethnicities,0
2018,05,073,race-ethnicity,"White, Non-Hispanic",0
2018,05,075,all,All,0
2018,05,075,race-ethnicity,"Black, Non-Hispanic",0
2018,05,075,race-ethnicity,Hispanic,0
2018,05,075,race-ethnicity,Other Races and Ethnicities,0
2018,05,075,race-ethnicity,"White, Non-Hispanic",0
2018,05,077,all,All,0
2018,05,077,race-ethnicity,"Black, Non-Hispanic",0
2018,05,077,race-ethnicity,Hispanic,0
2018,05,077,race-ethnicity,Other Races and Ethnicities,0
2018,05,077,race-ethnicity,"White, Non-Hispanic",0
2018,05,079,all,All,0
2018,05,079,race-ethnicity,"Black, Non-Hispanic",0
2018,05,079,race-ethnicity,Hispanic,0
2018,05,079,race-ethnicity,Other Races and Ethnicities,0
2018,05,079,race-ethnicity,"White, Non-Hispanic",0
2018,05,081,all,All,0
2018,05,081,race-ethnicity,"Black, Non-Hispanic",0
2018,05,081,race-ethnicity,Hispanic,0
2018,05,081,race-ethnicity,Other Races and Ethnicities,0
2018,05,081,race-ethnicity,"White, Non-Hispanic",0
2018,05,083,all,All,0
2018,05,083,race-ethnicity,"Black, Non-Hispanic",0
2018,05,083,race-ethnicity,Hispanic,0
2018,05,083,race-ethnicity,Other Races and Ethnicities,0
2018,05,083,race-ethnicity,"White, Non-Hispanic",0
2018,05,085,all,All,0
2018,05,085,race-ethnicity,"Black, Non-Hispanic",0
2018,05,085,race-ethnicity,Hispanic,0
2018,05,085,race-ethnicity,Other Races and Ethnicities,0
2018,05,085,race-ethnicity,"White, Non-Hispanic",0
2018,05,087,all,All,0
2018,05,087,race-ethnicity,"Black, Non-Hispanic",0
2018,05,087,race-ethnicity,Hispanic,0
2018,05,087,race-ethnicity,Other Races and Ethnicities,0
2018,05,087,race-ethnicity,"White, Non-Hispanic",0
2018,05,089,all,All,0
2018,05,089,race-ethnicity,"Black, Non-Hispanic",0
2018,05,089,race-ethnicity,Hispanic,0
2018,05,089,race-ethnicity,Other Races and Ethnicities,0
2018,05,089,race-ethnicity,"White, Non-Hispanic",0
2018,05,091,all,All,0.3110740122426266
2018,05,091,race-ethnicity,"Black, Non-Hispanic",0.4051515964582774
2018,05,091,race-ethnicity,Hispanic,0.1753846153846154
2018,05,091,race-ethnicity,Other Races and Ethnicities,0.28080568720379145
2018,05,091,race-ethnicity,"White, Non-Hispanic",0.24248033317908377
2018,05,093,all,All,0.2720554272517321
2018,05,093,race-ethnicity,"Black, Non-Hispanic",0.4333808336302102
2018,05,093,race-ethnicity,Hispanic,0.289875173370319
2018,05,093,race-ethnicity,Other Races and Ethnicities,0.41735537190082644
2018,05,093,race-ethnicity,"White, Non-Hispanic",0.06722299490032453
2018,05,095,all,All,0
2018,05,095,race-ethnicity,"Black, Non-Hispanic",0
2018,05,095,race-ethnicity,Hispanic,0
2018,05,095,race-ethnicity,Other Races and Ethnicities,0
2018,05,095,race-ethnicity,"White, Non-Hispanic",0
2018,05,097,all,All,0
2018,05,097,race-ethnicity,"Black, Non-Hispanic",0
2018,05,097,race-ethnicity,Hispanic,0
2018,05,097,race-ethnicity,Other Races and Ethnicities,0
2018,05,097,race-ethnicity,"White, Non-Hispanic",0
2018,05,099,all,All,0
2018,05,099,race-ethnicity,"Black, Non-Hispanic",0
2018,05,099,race-ethnicity,Hispanic,0
2018,05,099,race-ethnicity,Other Races and Ethnicities,0
2018,05,099,race-ethnicity,"White, Non-Hispanic",0
2018,05,101,all,All,0
2018,05,101,race-ethnicity,"Black, Non-Hispanic",0
2018,05,101,race-ethnicity,Hispanic,0
2018,05,101,race-ethnicity,Other Races and Ethnicities,0
2018,05,101,race-ethnicity,"White, Non-Hispanic",0
2018,05,103,all,All,0.2897588255854596
2018,05,103,race-ethnicity,"Black, Non-Hispanic",0.4297734627831715
2018,05,103,race-ethnicity,Hispanic,0.7032967032967034
2018,05,103,race-ethnicity,Other Races and Ethnicities,0
2018,05,103,race-ethnicity,"White, Non-Hispanic",0.08490962589323245
2018,05,105,all,All,0
2018,05,105,race-ethnicity,"Black, Non-Hispanic",0
2018,05,105,race-ethnicity,Hispanic,0
2018,05,105,race-ethnicity,Other Races and Ethnicities,0
2018,05,105,race-ethnicity,"White, Non-Hispanic",0
2018,05,107,all,All,0.6340371081253998
2018,05,107,race-ethnicity,"Black, Non-Hispanic",0.6430578976953345
2018,05,107,race-ethnicity,Hispanic,0
2018,05,107,race-ethnicity,Other Races and Ethnicities,0.7469879518072289
2018,05,107,race-ethnicity,"White, Non-Hispanic",0.5738705738705738
2018,05,109,all,All,0
2018,05,109,race-ethnicity,"Black, Non-Hispanic",0
2018,05,109,race-ethnicity,Hispanic,0
2018,05,109,race-ethnicity,Other Races and Ethnicities,0
2018,05,109,race-ethnicity,"White, Non-Hispanic",0
2018,05,111,all,All,0.18797579543236384
2018,05,111,race-ethnicity,"Black, Non-Hispanic",0.552212389380531
2018,05,111,race-ethnicity,Hispanic,0.049868766404199474
2018,05,111,race-ethnicity,Other Races and Ethnicities,0.14792899408284024
2018,05,111,race-ethnicity,"White, Non-Hispanic",0.14266666666666666
2018,05,113,all,All,0
2018,05,113,race-ethnicity,"Black, Non-Hispanic",0
2018,05,113,race-ethnicity,Hispanic,0
2018,05,113,race-ethnicity,Other Races and Ethnicities,0
2018,05,113,race-ethnicity,"White, Non-Hispanic",0
2018,05,115,all,All,0
2018,05,115,race-ethnicity,"Black, Non-Hispanic",0
2018,05,115,race-ethnicity,Hispanic,0
2018,05,115,race-ethnicity,Other Races and Ethnicities,0
2018,05,115,race-ethnicity,"White, Non-Hispanic",0
2018,05,117,all,All,0
2018,05,117,race-ethnicity,"Black, Non-Hispanic",0
2018,05,117,race-ethnicity,Hispanic,0
2018,05,117,race-ethnicity,Other Races and Ethnicities,0
2018,05,117,race-ethnicity,"White, Non-Hispanic",0
2018,05,119,all,All,0.13840903920527792
2018,05,119,race-ethnicity,"Black, Non-Hispanic",0.18258411548383555
2018,05,119,race-ethnicity,Hispanic,0.16666666666666666
2018,05,119,race-ethnicity,Other Races and Ethnicities,0.11433628318584071
2018,05,119,race-ethnicity,"White, Non-Hispanic",0.04964503297920548
2018,05,121,all,All,0
2018,05,121,race-ethnicity,"Black, Non-Hispanic",0
2018,05,121,race-ethnicity,Hispanic,0
2018,05,121,race-ethnicity,Other Races and Ethnicities,0
2018,05,121,race-ethnicity,"White, Non-Hispanic",0
2018,05,123,all,All,0.3445142101784534
2018,05,123,race-ethnicity,"Black, Non-Hispanic",0.4630979498861048
2018,05,123,race-ethnicity,Hispanic,0
2018,05,123,race-ethnicity,Other Races and Ethnicities,0
2018,05,123,race-ethnicity,"White, Non-Hispanic",0.031804281345565746
2018,05,125,all,All,0
2018,05,125,race-ethnicity,"Black, Non-Hispanic",0
2018,05,125,race-ethnicity,Hispanic,0
2018,05,125,race-ethnicity,Other Races and Ethnicities,0
2018,05,125,race-ethnicity,"White, Non-Hispanic",0
2018,05,127,all,All,0
2018,05,127,race-ethnicity,"Black, Non-Hispanic",0
2018,05,127,race-ethnicity,Hispanic,0
2018,05,127,race-ethnicity,Other Races and Ethnicities,0
2018,05,127,race-ethnicity,"White, Non-Hispanic",0
2018,05,129,all,All,0
2018,05,129,race-ethnicity,"Black, Non-Hispanic",0
2018,05,129,race-ethnicity,Hispanic,0
2018,05,129,race-ethnicity,Other Races and Ethnicities,0
2018,05,129,race-ethnicity,"White, Non-Hispanic",0
2018,05,131,all,All,0.17250196695515344
2018,05,131,race-ethnicity,"Black, Non-Hispanic",0.27578147823546595
2018,05,131,race-ethnicity,Hispanic,0.2959733671528218
2018,05,131,race-ethnicity,Other Races and Ethnicities,0.2763001863459258
2018,05,131,race-ethnicity,"White, Non-Hispanic",0.08013937282229965
2018,05,133,all,All,0
2018,05,133,race-ethnicity,"Black, Non-Hispanic",0
2018,05,133,race-ethnicity,Hispanic,0
2018,05,133,race-ethnicity,Other Races and Ethnicities,0
2018,05,133,race-ethnicity,"White, Non-Hispanic",0
2018,05,135,all,All,0
2018,05,135,race-ethnicity,"Black, Non-Hispanic",0
2018,05,135,race-ethnicity,Hispanic,0
2018,05,135,race-ethnicity,Other Races and Ethnicities,0
2018,05,135,race-ethnicity,"White, Non-Hispanic",0
2018,05,137,all,All,0
2018,05,137,race-ethnicity,"Black, Non-Hispanic",0
2018,05,137,race-ethnicity,Hispanic,0
2018,05,137,race-ethnicity,Other Races and Ethnicities,0
2018,05,137,race-ethnicity,"White, Non-Hispanic",0
2018,05,139,all,All,0
2018,05,139,race-ethnicity,"Black, Non-Hispanic",0
2018,05,139,race-ethnicity,Hispanic,0
2018,05,139,race-ethnicity,Other Races and Ethnicities,0
2018,05,139,race-ethnicity,"White, Non-Hispanic",0
2018,05,141,all,All,0
2018,05,141,race-ethnicity,"Black, Non-Hispanic",0
2018,05,141,race-ethnicity,Hispanic,0
2018,05,141,race-ethnicity,Other Races and Ethnicities,0
2018,05,141,race-ethnicity,"White, Non-Hispanic",0
2018,05,143,all,All,0.14281485468245425
2018,05,143,race-ethnicity,"Black, Non-Hispanic",0.34634634634634637
2018,05,143,race-ethnicity,Hispanic,0.05523788973999353
2018,05,143,race-ethnicity,Other Races and Ethnicities,0.09766763848396501
2018,05,143,race-ethnicity,"White, Non-Hispanic",0.160208609725971
2018,05,145,all,All,0
2018,05,145,race-ethnicity,"Black, Non-Hispanic",0
2018,05,145,race-ethnicity,Hispanic,0
2018,05,145,race-ethnicity,Other Races and Ethnicities,0
2018,05,145,race-ethnicity,"White, Non-Hispanic",0
2018,05,147,all,All,0
2018,05,147,race-ethnicity,"Black, Non-Hispanic",0
2018,05,147,race-ethnicity,Hispanic,0
2018,05,147,race-ethnicity,Other Races and Ethnicities,0
2018,05,147,race-ethnicity,"White, Non-Hispanic",0
2018,05,149,all,All,0
2018,05,149,race-ethnicity,"Black, Non-Hispanic",0
2018,05,149,race-ethnicity,Hispanic,0
2018,05,149,race-ethnicity,Other Races and Ethnicities,0
2018,05,149,race-ethnicity,"White, Non-Hispanic",0
2018,06,001,all,All,0.06709229652863931
2018,06,001,race-ethnicity,"Black, Non-Hispanic",0.05069505736981465
