state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
21,46027,23,High Poverty,poverty,2146027,1,2018
21,46027,38,Not High Poverty,poverty,2146027,1,2018
21,48006,17,High Poverty,poverty,2148006,1,2018
21,48006,32,Not High Poverty,poverty,2148006,1,2018
22,05000,1,High Poverty,poverty,2205000,1,2018
22,05000,2,Not High Poverty,poverty,2205000,1,2018
22,40735,26,High Poverty,poverty,2240735,1,2018
22,40735,45,Not High Poverty,poverty,2240735,1,2018
22,41155,17,High Poverty,poverty,2241155,1,2018
22,41155,23,Not High Poverty,poverty,2241155,1,2018
22,55000,11,High Poverty,poverty,2255000,1,2018
22,55000,13,Not High Poverty,poverty,2255000,1,2018
22,70000,12,High Poverty,poverty,2270000,1,2018
22,70000,13,Not High Poverty,poverty,2270000,1,2018
24,04000,27,High Poverty,poverty,2404000,1,2018
24,04000,34,Not High Poverty,poverty,2404000,1,2018
24,30325,NA,High Poverty,poverty,2430325,NA,2018
24,30325,48,Not High Poverty,poverty,2430325,1,2018
25,07000,20,High Poverty,poverty,2507000,1,2018
25,07000,29,Not High Poverty,poverty,2507000,1,2018
25,09000,76,High Poverty,poverty,2509000,1,2018
25,09000,76,Not High Poverty,poverty,2509000,1,2018
25,11000,NA,High Poverty,poverty,2511000,NA,2018
25,11000,24,Not High Poverty,poverty,2511000,1,2018
25,23000,NA,High Poverty,poverty,2523000,NA,2018
25,23000,74,Not High Poverty,poverty,2523000,1,2018
25,34550,55,High Poverty,poverty,2534550,1,2018
25,34550,55,Not High Poverty,poverty,2534550,1,2018
25,37000,55,High Poverty,poverty,2537000,1,2018
25,37000,55,Not High Poverty,poverty,2537000,1,2018
25,37490,NA,High Poverty,poverty,2537490,NA,2018
25,37490,53,Not High Poverty,poverty,2537490,1,2018
25,45000,76,High Poverty,poverty,2545000,1,2018
25,45000,77,Not High Poverty,poverty,2545000,1,2018
25,45560,NA,High Poverty,poverty,2545560,NA,2018
25,45560,55,Not High Poverty,poverty,2545560,1,2018
25,55745,NA,High Poverty,poverty,2555745,NA,2018
25,55745,51,Not High Poverty,poverty,2555745,1,2018
25,62535,NA,High Poverty,poverty,2562535,NA,2018
25,62535,33,Not High Poverty,poverty,2562535,1,2018
25,67000,49,High Poverty,poverty,2567000,1,2018
25,67000,49,Not High Poverty,poverty,2567000,1,2018
25,82000,76,High Poverty,poverty,2582000,1,2018
25,82000,76,Not High Poverty,poverty,2582000,1,2018
26,03000,75,High Poverty,poverty,2603000,1,2018
26,03000,75,Not High Poverty,poverty,2603000,1,2018
26,21000,49,High Poverty,poverty,2621000,1,2018
26,21000,53,Not High Poverty,poverty,2621000,1,2018
26,22000,46,High Poverty,poverty,2622000,1,2018
26,22000,50,Not High Poverty,poverty,2622000,1,2018
26,27440,NA,High Poverty,poverty,2627440,NA,2018
26,27440,63,Not High Poverty,poverty,2627440,1,2018
26,29000,76,High Poverty,poverty,2629000,1,2018
26,29000,76,Not High Poverty,poverty,2629000,1,2018
26,34000,44,High Poverty,poverty,2634000,1,2018
26,34000,56,Not High Poverty,poverty,2634000,1,2018
26,46000,75,High Poverty,poverty,2646000,1,2018
26,46000,75,Not High Poverty,poverty,2646000,1,2018
26,49000,NA,High Poverty,poverty,2649000,NA,2018
26,49000,54,Not High Poverty,poverty,2649000,1,2018
26,69035,NA,High Poverty,poverty,2669035,NA,2018
26,69035,74,Not High Poverty,poverty,2669035,1,2018
26,74900,NA,High Poverty,poverty,2674900,NA,2018
26,74900,53,Not High Poverty,poverty,2674900,1,2018
26,76460,NA,High Poverty,poverty,2676460,NA,2018
26,76460,49,Not High Poverty,poverty,2676460,1,2018
26,80700,NA,High Poverty,poverty,2680700,NA,2018
26,80700,55,Not High Poverty,poverty,2680700,1,2018
26,84000,26,High Poverty,poverty,2684000,1,2018
26,84000,45,Not High Poverty,poverty,2684000,1,2018
26,86000,NA,High Poverty,poverty,2686000,NA,2018
26,86000,55,Not High Poverty,poverty,2686000,1,2018
26,88940,NA,High Poverty,poverty,2688940,NA,2018
26,88940,54,Not High Poverty,poverty,2688940,1,2018
27,06616,NA,High Poverty,poverty,2706616,NA,2018
27,06616,19,Not High Poverty,poverty,2706616,1,2018
27,07966,NA,High Poverty,poverty,2707966,NA,2018
27,07966,10,Not High Poverty,poverty,2707966,1,2018
27,17000,55,High Poverty,poverty,2717000,1,2018
27,17000,56,Not High Poverty,poverty,2717000,1,2018
27,43000,8,High Poverty,poverty,2743000,1,2018
27,43000,9,Not High Poverty,poverty,2743000,1,2018
27,51730,NA,High Poverty,poverty,2751730,NA,2018
27,51730,26,Not High Poverty,poverty,2751730,1,2018
27,54880,49,High Poverty,poverty,2754880,1,2018
27,54880,54,Not High Poverty,poverty,2754880,1,2018
27,58000,5,High Poverty,poverty,2758000,1,2018
27,58000,5,Not High Poverty,poverty,2758000,1,2018
27,71428,NA,High Poverty,poverty,2771428,NA,2018
27,71428,18,Not High Poverty,poverty,2771428,1,2018
28,36000,20,High Poverty,poverty,2836000,1,2018
28,36000,18,Not High Poverty,poverty,2836000,1,2018
29,15670,26,High Poverty,poverty,2915670,1,2018
29,15670,39,Not High Poverty,poverty,2915670,1,2018
29,35000,NA,High Poverty,poverty,2935000,NA,2018
29,35000,36,Not High Poverty,poverty,2935000,1,2018
29,38000,26,High Poverty,poverty,2938000,1,2018
29,38000,30,Not High Poverty,poverty,2938000,1,2018
29,41348,NA,High Poverty,poverty,2941348,NA,2018
29,41348,56,Not High Poverty,poverty,2941348,1,2018
29,54074,NA,High Poverty,poverty,2954074,NA,2018
29,54074,26,Not High Poverty,poverty,2954074,1,2018
29,65000,19,High Poverty,poverty,2965000,1,2018
29,65000,19,Not High Poverty,poverty,2965000,1,2018
29,70000,23,High Poverty,poverty,2970000,1,2018
29,70000,24,Not High Poverty,poverty,2970000,1,2018
30,06550,NA,High Poverty,poverty,3006550,NA,2018
30,06550,77,Not High Poverty,poverty,3006550,1,2018
31,28000,55,High Poverty,poverty,3128000,1,2018
31,28000,57,Not High Poverty,poverty,3128000,1,2018
31,37000,54,High Poverty,poverty,3137000,1,2018
31,37000,55,Not High Poverty,poverty,3137000,1,2018
32,31900,NA,High Poverty,poverty,3231900,NA,2018
32,31900,38,Not High Poverty,poverty,3231900,1,2018
32,40000,17,High Poverty,poverty,3240000,1,2018
32,40000,42,Not High Poverty,poverty,3240000,1,2018
32,51800,20,High Poverty,poverty,3251800,1,2018
32,51800,35,Not High Poverty,poverty,3251800,1,2018
32,60600,NA,High Poverty,poverty,3260600,NA,2018
32,60600,18,Not High Poverty,poverty,3260600,1,2018
32,68400,NA,High Poverty,poverty,3268400,NA,2018
32,68400,16,Not High Poverty,poverty,3268400,1,2018
33,45140,55,High Poverty,poverty,3345140,1,2018
33,45140,57,Not High Poverty,poverty,3345140,1,2018
33,50260,NA,High Poverty,poverty,3350260,NA,2018
33,50260,55,Not High Poverty,poverty,3350260,1,2018
34,13690,NA,High Poverty,poverty,3413690,NA,2018
34,13690,18,Not High Poverty,poverty,3413690,1,2018
34,21000,NA,High Poverty,poverty,3421000,NA,2018
34,21000,2,Not High Poverty,poverty,3421000,1,2018
34,36000,9,High Poverty,poverty,3436000,1,2018
34,36000,9,Not High Poverty,poverty,3436000,1,2018
34,51000,9,High Poverty,poverty,3451000,1,2018
34,51000,13,Not High Poverty,poverty,3451000,1,2018
34,57000,20,High Poverty,poverty,3457000,1,2018
34,57000,20,Not High Poverty,poverty,3457000,1,2018
34,74000,36,High Poverty,poverty,3474000,1,2018
34,74000,38,Not High Poverty,poverty,3474000,1,2018
35,02000,31,High Poverty,poverty,3502000,1,2018
35,02000,56,Not High Poverty,poverty,3502000,1,2018
35,39380,76,High Poverty,poverty,3539380,1,2018
35,39380,62,Not High Poverty,poverty,3539380,1,2018
35,63460,NA,High Poverty,poverty,3563460,NA,2018
35,63460,74,Not High Poverty,poverty,3563460,1,2018
35,70500,NA,High Poverty,poverty,3570500,NA,2018
35,70500,81,Not High Poverty,poverty,3570500,1,2018
36,01000,50,High Poverty,poverty,3601000,1,2018
36,01000,53,Not High Poverty,poverty,3601000,1,2018
36,11000,70,High Poverty,poverty,3611000,1,2018
36,11000,73,Not High Poverty,poverty,3611000,1,2018
36,50617,NA,High Poverty,poverty,3650617,NA,2018
36,50617,23,Not High Poverty,poverty,3650617,1,2018
36,51000,8,High Poverty,poverty,3651000,1,2018
36,51000,11,Not High Poverty,poverty,3651000,1,2018
36,63000,70,High Poverty,poverty,3663000,1,2018
36,63000,72,Not High Poverty,poverty,3663000,1,2018
36,73000,63,High Poverty,poverty,3673000,1,2018
36,73000,65,Not High Poverty,poverty,3673000,1,2018
36,84000,17,High Poverty,poverty,3684000,1,2018
36,84000,18,Not High Poverty,poverty,3684000,1,2018
37,02140,55,High Poverty,poverty,3702140,1,2018
37,02140,57,Not High Poverty,poverty,3702140,1,2018
37,10740,NA,High Poverty,poverty,3710740,NA,2018
37,10740,34,Not High Poverty,poverty,3710740,1,2018
37,12000,17,High Poverty,poverty,3712000,1,2018
37,12000,18,Not High Poverty,poverty,3712000,1,2018
37,14100,NA,High Poverty,poverty,3714100,NA,2018
37,14100,26,Not High Poverty,poverty,3714100,1,2018
37,19000,24,High Poverty,poverty,3719000,1,2018
37,19000,29,Not High Poverty,poverty,3719000,1,2018
37,22920,40,High Poverty,poverty,3722920,1,2018
37,22920,43,Not High Poverty,poverty,3722920,1,2018
37,25580,NA,High Poverty,poverty,3725580,NA,2018
37,25580,20,Not High Poverty,poverty,3725580,1,2018
37,28000,20,High Poverty,poverty,3728000,1,2018
37,28000,31,Not High Poverty,poverty,3728000,1,2018
37,28080,55,High Poverty,poverty,3728080,1,2018
37,28080,55,Not High Poverty,poverty,3728080,1,2018
37,31400,13,High Poverty,poverty,3731400,1,2018
37,31400,26,Not High Poverty,poverty,3731400,1,2018
37,55000,40,High Poverty,poverty,3755000,1,2018
37,55000,36,Not High Poverty,poverty,3755000,1,2018
37,74440,30,High Poverty,poverty,3774440,1,2018
37,74440,43,Not High Poverty,poverty,3774440,1,2018
37,75000,22,High Poverty,poverty,3775000,1,2018
37,75000,36,Not High Poverty,poverty,3775000,1,2018
38,25700,49,High Poverty,poverty,3825700,1,2018
38,25700,50,Not High Poverty,poverty,3825700,1,2018
39,01000,44,High Poverty,poverty,3901000,1,2018
39,01000,49,Not High Poverty,poverty,3901000,1,2018
39,15000,26,High Poverty,poverty,3915000,1,2018
39,15000,32,Not High Poverty,poverty,3915000,1,2018
39,16000,44,High Poverty,poverty,3916000,1,2018
39,16000,49,Not High Poverty,poverty,3916000,1,2018
39,18000,52,High Poverty,poverty,3918000,1,2018
39,18000,52,Not High Poverty,poverty,3918000,1,2018
39,21000,42,High Poverty,poverty,3921000,1,2018
39,21000,46,Not High Poverty,poverty,3921000,1,2018
39,61000,NA,High Poverty,poverty,3961000,NA,2018
39,61000,58,Not High Poverty,poverty,3961000,1,2018
39,77000,47,High Poverty,poverty,3977000,1,2018
39,77000,65,Not High Poverty,poverty,3977000,1,2018
40,09050,NA,High Poverty,poverty,4009050,NA,2018
40,09050,27,Not High Poverty,poverty,4009050,1,2018
40,23200,40,High Poverty,poverty,4023200,1,2018
40,23200,46,Not High Poverty,poverty,4023200,1,2018
40,41850,55,High Poverty,poverty,4041850,1,2018
40,41850,59,Not High Poverty,poverty,4041850,1,2018
40,52500,38,High Poverty,poverty,4052500,1,2018
40,52500,48,Not High Poverty,poverty,4052500,1,2018
40,55000,32,High Poverty,poverty,4055000,1,2018
40,55000,39,Not High Poverty,poverty,4055000,1,2018
40,75000,16,High Poverty,poverty,4075000,1,2018
40,75000,22,Not High Poverty,poverty,4075000,1,2018
41,05350,NA,High Poverty,poverty,4105350,NA,2018
41,05350,16,Not High Poverty,poverty,4105350,1,2018
41,05800,NA,High Poverty,poverty,4105800,NA,2018
41,05800,56,Not High Poverty,poverty,4105800,1,2018
41,23850,15,High Poverty,poverty,4123850,1,2018
41,23850,13,Not High Poverty,poverty,4123850,1,2018
41,31250,NA,High Poverty,poverty,4131250,NA,2018
41,31250,9,Not High Poverty,poverty,4131250,1,2018
41,34100,NA,High Poverty,poverty,4134100,NA,2018
41,34100,24,Not High Poverty,poverty,4134100,1,2018
41,47000,4,High Poverty,poverty,4147000,1,2018
41,47000,8,Not High Poverty,poverty,4147000,1,2018
41,59000,9,High Poverty,poverty,4159000,1,2018
41,59000,12,Not High Poverty,poverty,4159000,1,2018
41,64900,NA,High Poverty,poverty,4164900,NA,2018
41,64900,17,Not High Poverty,poverty,4164900,1,2018
42,02000,36,High Poverty,poverty,4202000,1,2018
42,02000,34,Not High Poverty,poverty,4202000,1,2018
42,06088,36,High Poverty,poverty,4206088,1,2018
42,06088,26,Not High Poverty,poverty,4206088,1,2018
42,24000,69,High Poverty,poverty,4224000,1,2018
42,24000,64,Not High Poverty,poverty,4224000,1,2018
42,60000,8,High Poverty,poverty,4260000,1,2018
42,60000,13,Not High Poverty,poverty,4260000,1,2018
42,61000,33,High Poverty,poverty,4261000,1,2018
42,61000,31,Not High Poverty,poverty,4261000,1,2018
42,63624,20,High Poverty,poverty,4263624,1,2018
42,63624,23,Not High Poverty,poverty,4263624,1,2018
42,69000,76,High Poverty,poverty,4269000,1,2018
42,69000,76,Not High Poverty,poverty,4269000,1,2018
44,19180,NA,High Poverty,poverty,4419180,NA,2018
44,19180,65,Not High Poverty,poverty,4419180,1,2018
44,54640,36,High Poverty,poverty,4454640,1,2018
44,54640,49,Not High Poverty,poverty,4454640,1,2018
44,59000,49,High Poverty,poverty,4459000,1,2018
44,59000,49,Not High Poverty,poverty,4459000,1,2018
44,74300,NA,High Poverty,poverty,4474300,NA,2018
44,74300,73,Not High Poverty,poverty,4474300,1,2018
45,13330,40,High Poverty,poverty,4513330,1,2018
45,13330,28,Not High Poverty,poverty,4513330,1,2018
45,16000,21,High Poverty,poverty,4516000,1,2018
45,16000,22,Not High Poverty,poverty,4516000,1,2018
45,48535,NA,High Poverty,poverty,4548535,NA,2018
45,48535,47,Not High Poverty,poverty,4548535,1,2018
45,50875,4,High Poverty,poverty,4550875,1,2018
45,50875,10,Not High Poverty,poverty,4550875,1,2018
46,59020,NA,High Poverty,poverty,4659020,NA,2018
46,59020,68,Not High Poverty,poverty,4659020,1,2018
47,14000,12,High Poverty,poverty,4714000,1,2018
47,14000,18,Not High Poverty,poverty,4714000,1,2018
47,15160,26,High Poverty,poverty,4715160,1,2018
47,15160,30,Not High Poverty,poverty,4715160,1,2018
47,27740,NA,High Poverty,poverty,4727740,NA,2018
47,27740,30,Not High Poverty,poverty,4727740,1,2018
47,40000,14,High Poverty,poverty,4740000,1,2018
47,40000,20,Not High Poverty,poverty,4740000,1,2018
47,48000,12,High Poverty,poverty,4748000,1,2018
47,48000,17,Not High Poverty,poverty,4748000,1,2018
47,51560,NA,High Poverty,poverty,4751560,NA,2018
47,51560,27,Not High Poverty,poverty,4751560,1,2018
47,52006,19,High Poverty,poverty,4752006,1,2018
47,52006,24,Not High Poverty,poverty,4752006,1,2018
48,01000,93,High Poverty,poverty,4801000,1,2018
48,01000,88,Not High Poverty,poverty,4801000,1,2018
48,01924,NA,High Poverty,poverty,4801924,NA,2018
48,01924,52,Not High Poverty,poverty,4801924,1,2018
48,03000,76,High Poverty,poverty,4803000,1,2018
48,03000,91,Not High Poverty,poverty,4803000,1,2018
48,04000,40,High Poverty,poverty,4804000,1,2018
48,04000,37,Not High Poverty,poverty,4804000,1,2018
48,05000,55,High Poverty,poverty,4805000,1,2018
48,05000,60,Not High Poverty,poverty,4805000,1,2018
48,06128,NA,High Poverty,poverty,4806128,NA,2018
48,06128,7,Not High Poverty,poverty,4806128,1,2018
48,07000,9,High Poverty,poverty,4807000,1,2018
48,07000,8,Not High Poverty,poverty,4807000,1,2018
48,10768,90,High Poverty,poverty,4810768,1,2018
48,10768,81,Not High Poverty,poverty,4810768,1,2018
48,10912,NA,High Poverty,poverty,4810912,NA,2018
48,10912,55,Not High Poverty,poverty,4810912,1,2018
48,13024,NA,High Poverty,poverty,4813024,NA,2018
48,13024,38,Not High Poverty,poverty,4813024,1,2018
48,13552,NA,High Poverty,poverty,4813552,NA,2018
48,13552,76,Not High Poverty,poverty,4813552,1,2018
48,15976,55,High Poverty,poverty,4815976,1,2018
48,15976,61,Not High Poverty,poverty,4815976,1,2018
48,16432,NA,High Poverty,poverty,4816432,NA,2018
48,16432,29,Not High Poverty,poverty,4816432,1,2018
48,17000,41,High Poverty,poverty,4817000,1,2018
48,17000,57,Not High Poverty,poverty,4817000,1,2018
48,19000,44,High Poverty,poverty,4819000,1,2018
48,19000,41,Not High Poverty,poverty,4819000,1,2018
48,19972,29,High Poverty,poverty,4819972,1,2018
48,19972,48,Not High Poverty,poverty,4819972,1,2018
48,22660,76,High Poverty,poverty,4822660,1,2018
48,22660,76,Not High Poverty,poverty,4822660,1,2018
48,24000,34,High Poverty,poverty,4824000,1,2018
48,24000,32,Not High Poverty,poverty,4824000,1,2018
48,26232,NA,High Poverty,poverty,4826232,NA,2018
48,26232,34,Not High Poverty,poverty,4826232,1,2018
48,27000,43,High Poverty,poverty,4827000,1,2018
48,27000,48,Not High Poverty,poverty,4827000,1,2018
48,27684,NA,High Poverty,poverty,4827684,NA,2018
48,27684,51,Not High Poverty,poverty,4827684,1,2018
48,29000,NA,High Poverty,poverty,4829000,NA,2018
48,29000,43,Not High Poverty,poverty,4829000,1,2018
48,30464,NA,High Poverty,poverty,4830464,NA,2018
48,30464,37,Not High Poverty,poverty,4830464,1,2018
48,35000,25,High Poverty,poverty,4835000,1,2018
48,35000,24,Not High Poverty,poverty,4835000,1,2018
48,37000,NA,High Poverty,poverty,4837000,NA,2018
48,37000,37,Not High Poverty,poverty,4837000,1,2018
48,39148,NA,High Poverty,poverty,4839148,NA,2018
48,39148,58,Not High Poverty,poverty,4839148,1,2018
48,41464,47,High Poverty,poverty,4841464,1,2018
48,41464,36,Not High Poverty,poverty,4841464,1,2018
48,41980,NA,High Poverty,poverty,4841980,NA,2018
48,41980,19,Not High Poverty,poverty,4841980,1,2018
48,42508,NA,High Poverty,poverty,4842508,NA,2018
48,42508,35,Not High Poverty,poverty,4842508,1,2018
48,43888,3,High Poverty,poverty,4843888,1,2018
48,43888,9,Not High Poverty,poverty,4843888,1,2018
48,45000,76,High Poverty,poverty,4845000,1,2018
48,45000,82,Not High Poverty,poverty,4845000,1,2018
48,45384,55,High Poverty,poverty,4845384,1,2018
48,45384,72,Not High Poverty,poverty,4845384,1,2018
48,45744,NA,High Poverty,poverty,4845744,NA,2018
48,45744,59,Not High Poverty,poverty,4845744,1,2018
48,47892,NA,High Poverty,poverty,4847892,NA,2018
48,47892,42,Not High Poverty,poverty,4847892,1,2018
48,48072,NA,High Poverty,poverty,4848072,NA,2018
48,48072,74,Not High Poverty,poverty,4848072,1,2018
48,48768,93,High Poverty,poverty,4848768,1,2018
48,48768,78,Not High Poverty,poverty,4848768,1,2018
48,50820,NA,High Poverty,poverty,4850820,NA,2018
48,50820,76,Not High Poverty,poverty,4850820,1,2018
48,53388,NA,High Poverty,poverty,4853388,NA,2018
48,53388,84,Not High Poverty,poverty,4853388,1,2018
48,56000,5,High Poverty,poverty,4856000,1,2018
48,56000,3,Not High Poverty,poverty,4856000,1,2018
48,56348,NA,High Poverty,poverty,4856348,NA,2018
48,56348,26,Not High Poverty,poverty,4856348,1,2018
48,57200,76,High Poverty,poverty,4857200,1,2018
48,57200,76,Not High Poverty,poverty,4857200,1,2018
48,58016,NA,High Poverty,poverty,4858016,NA,2018
48,58016,40,Not High Poverty,poverty,4858016,1,2018
48,61796,NA,High Poverty,poverty,4861796,NA,2018
48,61796,37,Not High Poverty,poverty,4861796,1,2018
48,63500,NA,High Poverty,poverty,4863500,NA,2018
48,63500,63,Not High Poverty,poverty,4863500,1,2018
48,64472,NA,High Poverty,poverty,4864472,NA,2018
48,64472,74,Not High Poverty,poverty,4864472,1,2018
48,65000,61,High Poverty,poverty,4865000,1,2018
48,65000,65,Not High Poverty,poverty,4865000,1,2018
48,70808,NA,High Poverty,poverty,4870808,NA,2018
48,70808,49,Not High Poverty,poverty,4870808,1,2018
48,72176,61,High Poverty,poverty,4872176,1,2018
48,72176,60,Not High Poverty,poverty,4872176,1,2018
48,74144,40,High Poverty,poverty,4874144,1,2018
48,74144,41,Not High Poverty,poverty,4874144,1,2018
48,76000,53,High Poverty,poverty,4876000,1,2018
48,76000,56,Not High Poverty,poverty,4876000,1,2018
48,79000,55,High Poverty,poverty,4879000,1,2018
48,79000,60,Not High Poverty,poverty,4879000,1,2018
49,43660,NA,High Poverty,poverty,4943660,NA,2018
49,43660,62,Not High Poverty,poverty,4943660,1,2018
49,44320,NA,High Poverty,poverty,4944320,NA,2018
49,44320,44,Not High Poverty,poverty,4944320,1,2018
49,55980,55,High Poverty,poverty,4955980,1,2018
49,55980,71,Not High Poverty,poverty,4955980,1,2018
49,57300,NA,High Poverty,poverty,4957300,NA,2018
49,57300,51,Not High Poverty,poverty,4957300,1,2018
49,62470,52,High Poverty,poverty,4962470,1,2018
49,62470,50,Not High Poverty,poverty,4962470,1,2018
49,65330,NA,High Poverty,poverty,4965330,NA,2018
49,65330,76,Not High Poverty,poverty,4965330,1,2018
49,67000,NA,High Poverty,poverty,4967000,NA,2018
49,67000,37,Not High Poverty,poverty,4967000,1,2018
