state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,housing_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
06,04982,California,Bellflower city,0.2579916622933438,2,1.1626883,0.9937706,1.3316059,1,0.92399406,1,0.95071363,1,0.69122809,1,0.919196273466378,2,0.8824332869609207,1,32957.696,67357.2912,117940.40048614402,2,NA,NA,6.6%:10.1%,3,61.7%:67.0%,2,16.4%:11.1%,2,15.3%:11.9%,2,194,194,194,0.0170100834,1,1.292597268157664,1.019742911960826,0.9604435851216993,2,0.6300252425988557,1,0.15058808650562794,0.12526874920956116,0.5902491463260402,0.1338940179587707,0,1,0.8482186185097561,1,0.3876142379239327,1,0.8283842415342827,1,0.8458517383677325,1,4,1,0.752457644730539,3,6.6,2,NA,NA,NA,NA,NA,0.7593260254060953,2
06,06000,California,Berkeley city,0.6212297929523805,1,1.2620597,0.7289784,1.795141,3,0.01943095,1,0.0035559067,1,6.8728521e-4,1,0.999818499153584,1,0.8435208641634687,1,36047.48,101138.9296,249294.0724,1,NA,NA,5.7%:8.7%,2,3.2%:6.9%,2,20.4%:29.7%,2,70.6%:54.7%,2,251,251,251,0.018689502,1,1.520946651340068,1.122636479099638,0.9433514508210274,1,0.6564689232610373,1,0.2779686807628316,0.07257100336936802,0.11958330198065333,0.529877013887147,0.4599189851828163,1,0.8511473195840067,1,0.8467175512592331,1,0.6736948480824376,1,0.42707967394059154,1,40,1,1.2728873097203277,3,1.1,2,NA,NA,NA,NA,NA,0.7994341485928976,1
06,08786,California,Buena Park city,0.5433972533306588,3,0.98042285,0.77543688,1.1854089,1,0.67409474,1,0.71748579,1,0.39865622,1,0.979862853494304,3,0.9351227760973636,1,37489.3792,95989.2896,176117.688,3,NA,NA,1.4%:1.9%,3,13.6%:26.1%,3,33.8%:32.0%,3,51.2%:40.0%,3,755,755,755,0.0869615301,1,1.462604408841859,1.2291511616784498,1.1263981885575567,3,0.6537647844614792,1,0.35497892204730036,0.02529354323957415,0.39029937837902207,0.2294281563341034,0,1,0.9558466646756122,1,0.5498759839310478,1,0.6067663631243899,1,0.7473344220429701,1,5,1,0.9437304303603604,3,2.6,2,NA,NA,NA,NA,NA,0.7877415455879668,3
06,08954,California,Burbank city,0.48831027052683373,1,0.94087148,0.7837137,1.0980293,1,0,1,0.0028708135,1,8.3951309e-4,1,0.8584275097866593,1,0.9156514287843224,1,28848.28328,82394.24,164891.4728,1,NA,NA,1.0%:2.1%,3,18.0%:18.3%,2,18.7%:16.2%,2,62.3%:63.3%,2,114,114,114,0.0075088921,1,1.147621330656921,0.7066358757962803,0.5436456201346518,1,0.7762741237106084,1,0.17531015983011064,0.02882716739316717,0.2382269662084125,0.5576357065683096,0,1,0.9407668934329247,2,0.7148985792150773,1,0.7992793914203801,1,0.4160115167191652,1,12,1,1.1114053983072227,3,1.3,2,NA,NA,NA,NA,NA,0.8006879321565278,1
06,11194,California,Carlsbad city,0.5916335391712177,1,1.0438484,0.87206042,1.2156364,1,0,1,0,1,0,1,0.9990066009240064,1,0.96155252572742,1,46346.76,122973.4032,208560.42,1,NA,NA,0.5%:1.4%,3,6.8%:12.7%,1,10.0%:11.8%,1,82.7%:74.1%,1,79,79,79,0.0068809339,1,1.253245897613942,0.9456237890558776,0.9243718130976916,1,0.8741492927410162,1,0.14943669574605165,0.01199742290480419,0.15944035243518084,0.6791255289139634,0,2,0.9735109094904968,2,0.7820627238430228,1,0.8283754794406635,1,0.3032618607036405,1,50,1,1.1744943656319236,3,1.6,2,2255.123723353211,1,602.4830660467708,2865.277124797576,1,0.823854399611034,1
06,11530,California,Carson city,0.14822360190711528,1,NA,NA,NA,NA,0.92814559,1,0.85089374,1,0.81620556,1,0.894941985786957,1,0.9348712987886943,1,40167.192,90118.7,158917.8904,1,NA,NA,24.0%:23.4%,1,26.8%:29.9%,1,37.5%:34.0%,1,11.6%:12.8%,1,31,31,31,0.0623742454,1,1.4327598902159937,1.4328411492699171,1.730088306683103,1,0.7241442910216983,1,0.32942883580080756,0.2221357671601615,0.3787748149394347,0.06966058209959623,0,1,0.4814691738951159,1,0.49898246646087013,1,0.5793933244397,1,0.9210862936147102,1,0,1,0.7846747421500722,3,1.5,1,NA,NA,NA,NA,NA,0.7421430147488376,1
06,13014,California,Chico city,0.5348001796138303,1,1.2907281,1.1237583,1.4576979,1,0.28818443,1,0.34780234,1,0.18072289,1,0.9892196299275948,1,0.910758628655027,1,26160.1712,70344.0824,139658.2368,1,NA,NA,0.8%:0.9%,3,8.2%:13.1%,3,4.1%:9.0%,3,87.0%:76.9%,3,777,777,777,0.0508740917,1,1.2798571425327492,0.9489117291414751,0.7996438112199465,1,0.6419594567882174,1,0.1002617952222372,0.02026025525034168,0.19410383260505495,0.6853741169223662,0.4195600451687187,1,0.953942711829508,1,0.800201363135219,1,0.8869339344479628,1,0.2909522046232128,1,1,1,0.9192528846804512,3,3,2,NA,NA,NA,NA,NA,0.7869529118728502,1
06,13210,California,Chino city,0.35544949354063193,2,0.96211368,0.85187095,1.0723563,1,0.30628273,1,0.60037506,1,0.34906831,1,0.9009566831688196,2,0.8394310969328416,1,47376.688,106185.5768,185387.04,2,NA,NA,4.1%:5.3%,2,31.4%:38.6%,2,36.5%:31.2%,2,28.0%:24.9%,2,2590,2590,2590,0.0941441581,1,0.9876548615909394,1.043085784677208,0.8987078691506388,2,0.6227642768335444,1,0.19552719901638255,0.06445574275302118,0.5352850607561005,0.20473199747449572,4.440734161710845e-4,1,0.8915120826869221,1,0.4137358788444739,1,0.7400708655698895,1,0.7749226014575795,1,9,1,0.9666091694178794,3,5.3,2,NA,NA,NA,NA,NA,0.766020104745812,2
06,13214,California,Chino Hills city,0.35280998055801555,2,NA,NA,NA,NA,0.046511628,1,0.011456628,1,0.0029282577,1,0.9069167994546926,2,0.975584501911056,1,51084.4288,108142.44,190536.68,2,NA,NA,3.7%:5.0%,2,29.1%:37.1%,2,36.5%:30.9%,2,30.7%:27.0%,2,4,4,4,0.0307692308,1,1.019364923972684,1.0814947283581875,0.9241010080080688,2,0.7038822718538236,1,0.4200743969627632,0.04305308772961434,0.2727632974983702,0.26410921780925234,0,2,0.943428224586526,1,0.6961145887485126,1,0.541332849714216,1,0.713553807753302,1,16,1,1.1522537524752474,3,3.7,2,NA,NA,NA,NA,NA,0.7667905171095343,2
06,13392,California,Chula Vista city,0.5156676672162752,1,1.048663,0.96873754,1.1285884,1,0.17217484,1,0.40002123,1,0.14315937,1,0.951260995072057,1,0.943402542773763,1,32957.696,85793.0024,153459.272,1,0.25325,1,4.6%:5.7%,2,42.3%:56.4%,2,23.1%:18.9%,2,30.0%:19.0%,2,1131,1126,1136,0.0164415818,1,1.285894129710433,0.9944812419198272,0.8252699702726597,1,0.7432895081149811,1,0.1864652242575086,0.04799540059239205,0.6023550131359664,0.163184362014133,0,1,0.9232218611687638,1,0.3551215241877727,1,0.7387860658412485,1,0.7935772369376993,1,31,1,0.9901314919027356,3,0.7,2,1418.0461789820895,1,720.1129474779673,1961.2980226913812,1,0.7714951079861662,1
06,13588,California,Citrus Heights city,0.2652165001273303,1,NA,NA,NA,NA,0.72126436,1,0.65075034,1,0.51717371,1,0.9087974373369612,1,0.9071994149975434,1,27808.055999999997,66945.32,127711.072,1,NA,NA,1.7%:5.6%,3,6.6%:12.7%,1,8.7%:7.7%,1,83.0%:74.0%,1,NA,NA,NA,NA,NA,1.275939007999363,1.0393526744436352,0.7869151825511703,1,0.6478947803471053,1,0.09834211217879138,0.03383188034871631,0.18385301813279095,0.6839729893397013,0,1,0.946472793555812,1,0.7771901391663857,1,0.8834144434538199,1,0.301998701851988,1,1,1,0.8874451099229583,3,1.6,2,NA,NA,NA,NA,NA,0.7572740298782753,1
06,14218,California,Clovis city,0.4943635290630106,1,1.1255575,1.0345609,1.2165542,1,0.18292683,1,0.18764034,1,0.081530467,1,0.9270337534278216,1,0.9549827830666396,1,45831.796,92693.52,176117.688,1,NA,NA,3.4%:3.7%,3,22.6%:26.9%,2,20.2%:16.1%,2,53.7%:53.3%,2,112,112,112,0.0025656298,1,1.4313513508709006,1.4936479620480865,1.1412125005610427,1,0.7884279654361115,1,0.16414320437512658,0.02854297481601512,0.33651509013570996,0.4707987306731483,0,1,0.9497828711876884,1,0.6367281030494936,1,0.8250357181703406,1,0.4963949038211184,1,10,1,0.8212177284839506,3,2.2,2,NA,NA,NA,NA,NA,0.8442440174331145,1
06,15044,California,Compton city,0.16626884502765404,2,0.9584983,0.84166026,1.0753363,1,0.99767101,1,0.99842912,1,1,1,0.8143146675506788,2,0.7935118595381077,1,24100.3152,72094.96,121531.504,2,NA,NA,39.9%:35.9%,2,48.9%:58.3%,2,9.5%:4.5%,2,1.8%:1.3%,2,352,352,352,0.017254902,1,1.2923608766911625,1.091775651326612,0.7772680879399281,2,0.5965614100544233,1,0.03016142293641955,0.26675894799288113,0.6932964208028476,0.00978320826785175,0,1,0.665575146379612,1,0.2679530247807399,1,0.9206745521771518,2,0.9862876835135524,1,1,1,0.51680047889332,3,0.8,2,NA,NA,NA,NA,NA,0.7607717489969629,2
06,16000,California,Concord city,0.5242317078114098,3,1.0820061,0.97888082,1.1851313,1,0.40562913,1,0.52115339,1,0.12781955,1,0.8714525802475545,3,0.9384904070160374,1,44286.904,108142.44,205985.6,3,NA,NA,3.7%:7.7%,3,13.9%:26.9%,3,21.2%:19.7%,3,61.3%:45.7%,3,655,655,655,0.0193764046,1,1.301193897103592,0.9695517757252,0.9636795643105774,3,0.6997593985395529,1,0.2026970080067425,0.03362513815010058,0.30169596641461727,0.4619818874285396,0,1,0.927931086676082,1,0.6112843722080131,1,0.7820223431011748,1,0.49494427255210693,1,40,1,0.9377575473166974,3,1.5,1,NA,NA,NA,NA,NA,0.8101175685483227,3
06,16350,California,Corona city,0.3253224499861881,2,1.0333523,0.89868432,1.1680201,1,0.12746757,1,0.28294787,1,0.057726361,1,0.8384998835018832,2,0.9204784470743266,1,41197.12,94753.376,156137.0848,2,NA,NA,3.9%:2.9%,2,36.6%:42.9%,2,18.5%:13.7%,2,41.0%:40.5%,2,744,744,744,0.0404589698,1,0.9879245433343088,0.9880158924816104,1.1530229455456975,2,0.6419964485482126,1,0.14010668761562048,0.05607435189174121,0.49082638554522184,0.31299257494741645,0,1,0.9107640051424002,1,0.4266772369257196,1,0.8198960048492244,1,0.6270156913456436,1,15,1,0.868090909210918,3,1.1,2,NA,NA,NA,NA,NA,0.7760293991169019,2
06,16532,California,Costa Mesa city,0.6037148020136833,2,0.97657305,0.85066497,1.1024811,1,0.42553192,1,0.64328343,1,0.24601063,1,0.9127448381793296,2,0.9316884830759352,1,49333.5512,102374.8432,198776.104,2,NA,NA,0.0%:1.4%,3,8.4%:19.6%,2,26.0%:22.5%,2,65.6%:56.5%,2,992,992,992,0.0427217931,1,1.4850430699469646,0.9358555747497423,1.0405812637080116,2,0.6950110198641666,1,0.137684131683133,0.01251025430680886,0.35921282590862075,0.49059278810143736,0,1,0.9749038530898568,1,0.5255626511518939,1,0.8158401567240923,1,0.42869376908887286,1,32,1,0.9013603665851172,3,4.6,2,NA,NA,NA,NA,NA,0.8679167587433039,2
06,17918,California,Daly City city,0.5693621823142707,2,1.1489615,0.9144578,1.3834652,1,0.035211269,1,0.062003665,1,0.029605264,1,0.8418926948218493,2,0.9293325962216672,1,43256.976,107400.89184,212062.1752,2,NA,NA,2.1%:1.9%,3,16.4%:20.4%,3,44.7%:45.7%,3,36.8%:32.0%,3,153,153,153,0.0144544169,1,1.3910469292615082,1.2565702490928146,1.0505549240780778,2,0.5591342862967791,1,0.6196313170787502,0.03196904131002535,0.2313990506510094,0.11700059096021503,0,1,0.9369360340452983,1,0.6992916448656092,1,0.35911844881619404,1,0.8421115404554275,1,68,1,1.1936815865325077,3,1.3,2,NA,NA,NA,NA,NA,0.8498553077454115,2
06,19766,California,Downey city,0.1383336743626547,1,1.0323514,0.90236026,1.1623424,1,0.44615385,1,0.40662983,1,0.32762095,1,0.8129193978186458,1,0.9251747701084057,1,29970.9048,72712.9168,150369.488,1,NA,NA,1.2%:3.6%,3,69.3%:67.5%,1,9.6%:11.0%,1,20.0%:17.9%,1,479,479,479,0.0199408848,1,1.12039895698525,0.9053833721589089,0.9481843509258996,1,0.6717666605180735,1,0.08486958956366532,0.03461279343441855,0.7415677250575275,0.13894989194438853,0,1,0.9300553359091512,1,0.2522561323099511,1,0.899099707802532,1,0.8376760777987146,1,4,1,0.7873801335792987,3,1.5,2,NA,NA,NA,NA,NA,0.742671458466853,1
06,21712,California,El Cajon city,0.21832186994864344,2,1.1160067,0.95878863,1.2732247,2,0.55948371,1,0.46576563,1,0.2832956,1,0.8882754248794655,2,0.9068491083805628,1,33987.624,78664.87586163997,150369.488,2,NA,NA,1.0%:6.8%,3,9.9%:17.8%,2,9.4%:10.0%,2,79.7%:65.3%,2,1002,1001,1003,0.0259102192,1,1.263257025642903,0.8731989420362186,0.6025966808975773,2,0.6224460117915961,1,0.0996199654856992,0.06224833322331507,0.2711164338994559,0.5670152673915299,0.1311514174336026,1,0.8826599445589159,1,0.71164488805349,1,0.8893721217805248,1,0.4009560953917457,1,20,1,0.8108750590319361,3,2.2,2,1478.7581699346404,1,1238.176965947776,2947.860773459823,1,0.7393196914394843,2
06,22020,California,Elk Grove city,0.3290176942755813,1,1.1217085,1.0473984,1.1960186,1,0.051337153,1,0.033613447,1,0.015449128,1,0.9113579445007726,1,0.958321463164492,1,51496.4,102992.8,178074.5512,1,NA,NA,7.4%:11.5%,2,11.8%:15.3%,2,41.8%:34.0%,2,38.9%:39.2%,2,664,663,665,0.0102977669,1,1.3187341265589425,1.5197384433286705,1.5333592349021243,1,0.7501020747157114,1,0.3759159022277933,0.10546407612101874,0.18727707822916073,0.33134294342202725,0,1,0.8753575412768888,1,0.7910279767254838,1,0.5820765179076939,1,0.6081080828156518,1,6,1,0.969012811027299,3,1.2,2,NA,NA,NA,NA,NA,0.7958228099724606,1
06,22230,California,El Monte city,0.2006551483394989,1,1.3086005,1.1342753,1.4829258,1,1,1,1,1,1,1,0.8959921010364729,1,0.8678275711795468,1,24203.308,56646.04,123591.36000000002,1,NA,NA,0.0%:0.0%,3,43.0%:62.2%,2,50.7%:33.1%,2,6.3%:4.7%,2,2350,2350,2350,0.1051407084,1,1.2680346953206865,0.9310518906112016,0.7660826880421071,1,0.49495062188596367,1,0.3116465717606043,0.00445780069726902,0.6496495496804183,0.03424607786170831,0,1,0.9827252156145936,2,0.3260565710816572,1,0.651204632554891,1,0.9494526785697572,1,4,1,0.6320558227671489,3,1.6,2,NA,NA,NA,NA,NA,0.7422761501198333,1
06,22804,California,Escondido city,0.1800281476726859,1,1.2763628,1.1500866,1.402639,1,0.50687623,1,0.64889109,1,0.13305204,1,0.861314088603512,1,0.9274116334198346,1,33884.6312,82394.24,159741.8328,1,NA,NA,1.0%:2.3%,3,15.3%:34.7%,3,15.0%:12.0%,3,68.7%:51.0%,3,1764,1764,1764,0.0640406609,1,1.2480684075152482,0.8552531052723056,0.7813671350756074,1,0.6505013441044475,1,0.10631722826409935,0.0198226395409494,0.5201825109116961,0.3536776212832551,0,1,0.965190318169178,1,0.4005410489047934,1,0.8756955963169185,1,0.5615539822803228,1,37,1,0.7770113745697897,3,1.3,2,1361.68625256482,1,900.6688985294797,2630.0324214390894,1,0.756919051826882,1
06,23182,California,Fairfield city,0.20439954740369676,1,1.0300581,0.88107246,1.1790439,1,0.30016312,1,0.37743318,1,0.11910322,1,0.8186048704480603,1,0.9321208757945716,1,37489.3792,92693.52,150369.488,1,NA,NA,12.4%:15.8%,3,20.9%:24.3%,3,28.5%:24.2%,3,38.3%:35.7%,3,379,379,379,0.0139800813,1,1.1185497400417124,0.8014397103522132,0.8851274781136436,1,0.6462976676880537,1,0.26167894258904245,0.15608919382504288,0.29258736084485254,0.2896445027410621,0,1,0.8222975068657904,1,0.6278511318334576,1,0.6994223372054387,1,0.6601002522253112,1,34,1,0.8525682105747127,3,2.8,2,NA,NA,NA,NA,NA,0.7577310859643938,1
06,24638,California,Folsom city,0.3950581395348837,3,NA,NA,NA,NA,0,1,0,1,0,1,0.8802259887005649,3,0.9071728892311964,1,49436.544,113292.08,204131.7296,2,NA,NA,1.6%:2.7%,2,7.0%:6.6%,2,17.0%:18.7%,2,74.4%:72.0%,2,NA,NA,NA,NA,NA,1.3722041594768868,1.2648273119733748,0.8359331758246277,2,0.7820150658728335,1,0.2377747755710155,0.04530245830229416,0.15747275918233355,0.5594500069443568,0,1,0.7199845005924097,2,0.8140552867653643,1,0.7039698720232922,1,0.40845482121785814,1,4,1,1.137107338609732,3,5.3,2,NA,NA,NA,NA,NA,0.832976344592209,2
06,24680,California,Fontana city,0.2006881628636034,1,1.0876005,0.99227852,1.1829224,1,0.65992647,1,0.85317105,1,0.57591432,1,0.9754752543625776,1,0.9300436836515495,1,37180.4008,87543.88,140070.208,1,0.35032,1,11.7%:10.3%,2,57.0%:65.6%,2,13.2%:8.7%,2,18.1%:15.4%,2,721,721,721,0.0190312788,1,1.298305613870688,0.9231246064060032,0.8774243791415205,1,0.6093201043843165,1,0.100025470115865,0.08380629256032332,0.6822771244719756,0.133891112851836,0,1,0.8600100546773473,1,0.2689024919536916,1,0.8515376294701201,1,0.8209577597965821,1,11,1,0.7287956462515722,3,0.8,2,NA,NA,NA,NA,NA,0.7337263333537012,1
06,26000,California,Fremont city,0.5398655488776661,1,1.0827476,0.98263133,1.1828638,1,0.047685836,1,0.041387025,1,0.025816649,1,0.9908702401911956,1,0.9633005330407513,1,66945.32,154489.2,273981.44656,1,NA,NA,2.0%:4.3%,2,8.2%:13.8%,2,65.7%:58.5%,2,24.2%:23.3%,2,275,275,275,0.0076856432,1,1.636070792810486,1.3967398591831055,1.379288681370244,1,0.7200783635545692,1,0.6616184741384523,0.02755483753920052,0.12488445024233052,0.1859422380800166,0,1,0.9418777455371294,1,0.818921667890215,1,0.3088476115918619,1,0.7824633671468583,1,54,1,1.2998174974512822,3,1,2,NA,NA,NA,NA,NA,0.8187388615104161,1
06,27000,California,Fresno city,0.2420250402045891,1,1.0538182,0.94844836,1.159188,1,0.81479388,1,0.83978611,1,0.40556648,1,0.8063977741336039,1,0.8633784932742752,1,22658.416000000005,62825.608,128751.29928,1,0.28788,1,3.0%:6.4%,2,28.6%:41.7%,2,21.6%:15.3%,2,46.8%:36.6%,2,1230,1228,1232,0.0123187248,1,1.358159251505823,0.9654423804424112,0.7899904681356879,1,0.5597990571353465,1,0.17666026828643458,0.06467128785656738,0.4998849034116856,0.25878354044531243,0.27438888481459583,1,0.8961413158859449,1,0.43479953846844493,1,0.7707304563099523,1,0.626741741361231,1,10,1,0.6398777894057187,2,0.4,1,NA,NA,NA,NA,NA,0.7418725526077323,1
06,28000,California,Fullerton city,0.34790403130225434,2,1.13957,1.0072265,1.2719135,1,0.30363035,1,0.44286931,1,0.1056701,1,0.9349697769615768,2,0.928611398673792,1,40167.192,89603.736,177147.616,2,NA,NA,3.2%:3.1%,2,19.9%:34.3%,2,34.6%:26.2%,2,42.3%:36.5%,2,504,504,504,0.0190317947,1,1.311519918847225,1.0828573270940576,1.013180833925552,2,0.6946572757539357,1,0.27404801208695895,0.02088637699001147,0.3830125066450295,0.32205310427800005,0,1,0.9699959074592422,1,0.48146599035800863,1,0.5863639171613256,1,0.6046922605001342,1,6,1,0.924323568089693,3,1.7,2,NA,NA,NA,NA,NA,0.774239278713025,2
06,29000,California,Garden Grove city,0.25368569191309803,1,1.3665123,1.2776824,1.4553422,1,0.81578946,1,0.90693307,1,0.41110709,1,0.9636684128901404,1,0.9194652245408436,1,28014.041600000004,70086.6004,135950.496,1,NA,NA,0.2%:1.6%,3,17.9%:31.6%,1,48.2%:44.0%,1,33.7%:22.8%,1,966,966,966,0.0233203769,1,1.2846473719561196,1.0179245156910497,0.8466703763477363,1,0.6234356405775007,1,0.4412939759594228,0.00864464877133659,0.3686916645436228,0.1813697107256178,0,1,0.9802663165209318,1,0.5590509468178706,1,0.5021338265505497,1,0.6979538352670784,1,6,1,0.984225791245516,3,0.7,2,NA,NA,NA,NA,NA,0.7479396264451974,1
06,30000,California,Glendale city,0.3879693957903187,1,1.0545855,0.9357785,1.1733924,1,0.4107143,1,0.66206092,1,0.45371079,1,0.9993396577335372,1,0.8987186533137925,1,26778.128,78995.4776,164788.48,1,NA,NA,1.5%:3.5%,1,16.9%:18.2%,1,18.0%:15.3%,1,63.7%:63.1%,1,1874,1874,1874,0.0734095871,1,1.146367120214096,0.6476355465674926,0.38747097789040574,1,0.646461035814798,1,0.1771393095587038,0.01763251099169516,0.18697585898062205,0.618252320468979,0,1,0.9693781416025066,1,0.7610670596389274,1,0.7982985399041463,1,0.3603770134388984,1,10,1,1.139809101212735,3,0.6,1,NA,NA,NA,NA,NA,0.7820535223237657,1
06,32548,California,Hawthorne city,0.32909441300693965,2,1.1653476,0.97333813,1.357357,1,0.76186889,1,0.75174016,1,0.201726,1,0.9713525617854146,2,0.9252927853590248,1,30897.84,72094.96,126536.95408,2,NA,NA,14.7%:21.5%,2,36.1%:52.6%,2,25.0%:13.3%,2,24.2%:12.6%,2,41,40,42,0.0048122066,1,1.3377100776882351,1.0980315035422952,0.5221792851553722,2,0.6644723109935171,1,0.10217042441073036,0.26174840376495223,0.5406712723216827,0.0954098995026348,0.04851758746037975,1,0.6152691367996047,1,0.4077463535234907,1,0.8500028791122203,1,0.7692373759673267,1,4,1,0.6525718504162633,3,3.1,2,NA,NA,NA,NA,NA,0.7857106930211835,2
06,33000,California,Hayward city,0.2146380895349013,1,1.3102049,1.1851816,1.4352281,1,0.54400003,1,0.68459314,1,0.4313364,1,0.90932674770842,1,0.9272745201967286,1,37901.3504,102786.8144,188682.8096,1,NA,NA,5.1%:8.1%,2,18.9%:29.9%,2,52.9%:40.2%,2,23.1%:21.8%,2,787,786,788,0.0386542231,1,1.3574797661622973,1.0160939280376524,0.995520025112167,1,0.5962658461099194,1,0.3606567480616811,0.09086987069656216,0.3892908649401556,0.15918251630160118,0,1,0.8906167677666347,1,0.5611650699554164,1,0.6030777243140537,1,0.8072217049359228,1,46,1,0.9284135028157156,3,1.1,2,NA,NA,NA,NA,NA,0.7978015374131294,1
06,33182,California,Hemet city,0.35251905933036576,2,0.99049455,0.86434412,1.116645,1,0.97517169,1,0.9609437,1,0.91497642,1,0.9651101727620416,2,0.887607842255042,1,24718.272,62207.6512,123591.36,2,NA,NA,6.0%:8.0%,3,34.4%:35.5%,3,10.6%:8.6%,3,49.1%:47.9%,3,947,947,947,0.0417622142,1,1.093040790159386,1.0146338209068382,0.9713396407109712,2,0.5906074470934831,1,0.05645478780243637,0.07990731471378919,0.4933691776430491,0.3702687198407253,0,1,0.8978727979391586,1,0.47162987290174224,1,0.9208599129589466,1,0.5907219940572839,1,47,1,0.6949217461445784,3,1.1,2,NA,NA,NA,NA,NA,0.7107956957125439,2
06,33434,California,Hesperia city,0.11821206210776922,2,0.95762277,0.83313048,1.0821151,1,0.95172411,1,0.92223722,1,0.86406672,1,0.8218381101025899,2,0.9496912989615962,1,31721.7824,66945.32,121943.4752,2,NA,NA,3.1%:4.5%,3,36.7%:44.3%,3,9.2%:6.9%,3,51.0%:44.3%,3,2084,2084,2084,0.0837284029,1,1.350304193825978,1.0857225010923397,1.1112444819416238,2,0.6037869561445102,1,0.04721665474835578,0.03349884677752374,0.6058698520450815,0.31341464642903905,0.05032559736592886,1,0.9412233817544938,1,0.3747066855460029,1,0.9254235204714996,1,0.6350460573501738,1,42,1,0.7391924460078279,3,2.3,2,NA,NA,NA,NA,NA,0.6518318659142688,2
06,36000,California,Huntington Beach city,0.6170355755609223,1,1.0865322,0.91300297,1.2600616,1,0.052884616,1,0.11400954,1,0.0057931244,1,0.9232599041531474,1,0.9386821646916748,1,41197.12,111232.224,217304.8053392619,1,NA,NA,0.2%:1.2%,3,9.5%:15.5%,1,22.7%:17.7%,1,67.7%:65.6%,1,1135,1135,1135,0.0376613475,1,1.457329983478706,1.1309235439163077,1.0438461767420095,1,0.7577116848496755,1,0.18898533222633151,0.01095428585805218,0.1979621103479508,0.6020982715676655,0,1,0.9774741299619822,1,0.7167085427458244,1,0.7782352097020285,1,0.3742174572921538,1,32,1,1.2020835132191163,3,1.5,2,NA,NA,NA,NA,NA,0.8243737859670535,1
06,36448,California,Indio city,0.07929363306920185,2,NA,NA,NA,NA,0.67415732,1,0.77898943,1,0.36581594,1,0.8308737472503636,2,0.8997537891622055,1,28837.983999999997,59735.824,110820.2528,2,NA,NA,1.2%:1.9%,3,44.7%:61.9%,3,5.1%:3.8%,3,49.1%:32.5%,3,NA,NA,NA,NA,NA,1.447466229413768,1.3122709740310936,1.550331318239386,2,0.5483547562727318,1,0.03624268708635449,0.02700413363149691,0.6656163176797452,0.27113686160240336,0,2,0.9324993787137044,2,0.25356906861141426,1,0.9416070099357952,1,0.5792915360934435,1,49,1,0.6749181274832214,3,1.9,2,NA,NA,NA,NA,NA,0.768768305935107,2
