year,state,county,state_name,county_name,subgroup_type,subgroup,environmental,environmental_quality
2018,01,121,Alabama,Talladega County,race-ethnicity,Majority Non-White,22,1
2018,01,121,Alabama,Talladega County,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,01,121,Alabama,Talladega County,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,01,123,Alabama,Tallapoosa County,all,All,15,1
2018,01,123,Alabama,Tallapoosa County,poverty,High Poverty Tracts,NA,NA
2018,01,123,Alabama,Tallapoosa County,poverty,Not High Poverty Tracts,15,1
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,Majority Non-White,15,1
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,123,Alabama,Tallapoosa County,race-ethnicity,No Majority Race/Ethnicity,15,1
2018,01,125,Alabama,Tuscaloosa County,all,All,10,1
2018,01,125,Alabama,Tuscaloosa County,poverty,High Poverty Tracts,4,1
2018,01,125,Alabama,Tuscaloosa County,poverty,Not High Poverty Tracts,11,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,Majority Non-White,6,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,01,125,Alabama,Tuscaloosa County,race-ethnicity,No Majority Race/Ethnicity,6,1
2018,01,127,Alabama,Walker County,all,All,22,1
2018,01,127,Alabama,Walker County,poverty,High Poverty Tracts,NA,NA
2018,01,127,Alabama,Walker County,poverty,Not High Poverty Tracts,22,1
2018,01,127,Alabama,Walker County,race-ethnicity,Majority Non-White,NA,NA
2018,01,127,Alabama,Walker County,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,01,127,Alabama,Walker County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,01,129,Alabama,Washington County,all,All,17,1
2018,01,129,Alabama,Washington County,poverty,High Poverty Tracts,NA,NA
2018,01,129,Alabama,Washington County,poverty,Not High Poverty Tracts,17,1
2018,01,129,Alabama,Washington County,race-ethnicity,Majority Non-White,NA,NA
2018,01,129,Alabama,Washington County,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,01,129,Alabama,Washington County,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,01,131,Alabama,Wilcox County,all,All,24,1
2018,01,131,Alabama,Wilcox County,poverty,High Poverty Tracts,26,1
2018,01,131,Alabama,Wilcox County,poverty,Not High Poverty Tracts,24,1
2018,01,131,Alabama,Wilcox County,race-ethnicity,Majority Non-White,25,1
2018,01,131,Alabama,Wilcox County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,01,131,Alabama,Wilcox County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,01,133,Alabama,Winston County,all,All,26,1
2018,01,133,Alabama,Winston County,poverty,High Poverty Tracts,NA,NA
2018,01,133,Alabama,Winston County,poverty,Not High Poverty Tracts,26,1
2018,01,133,Alabama,Winston County,race-ethnicity,Majority Non-White,NA,NA
2018,01,133,Alabama,Winston County,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,01,133,Alabama,Winston County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,013,Alaska,Aleutians East Borough,all,All,100,1
2018,02,013,Alaska,Aleutians East Borough,poverty,High Poverty Tracts,NA,NA
2018,02,013,Alaska,Aleutians East Borough,poverty,Not High Poverty Tracts,100,1
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,Majority Non-White,100,1
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,013,Alaska,Aleutians East Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,016,Alaska,Aleutians West Census Area,all,All,100,1
2018,02,016,Alaska,Aleutians West Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,016,Alaska,Aleutians West Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,016,Alaska,Aleutians West Census Area,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,020,Alaska,Anchorage Municipality,all,All,46,1
2018,02,020,Alaska,Anchorage Municipality,poverty,High Poverty Tracts,NA,NA
2018,02,020,Alaska,Anchorage Municipality,poverty,Not High Poverty Tracts,46,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,Majority Non-White,41,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,02,020,Alaska,Anchorage Municipality,race-ethnicity,No Majority Race/Ethnicity,32,1
2018,02,050,Alaska,Bethel Census Area,all,All,100,1
2018,02,050,Alaska,Bethel Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,050,Alaska,Bethel Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,050,Alaska,Bethel Census Area,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,060,Alaska,Bristol Bay Borough,all,All,100,1
2018,02,060,Alaska,Bristol Bay Borough,poverty,High Poverty Tracts,NA,NA
2018,02,060,Alaska,Bristol Bay Borough,poverty,Not High Poverty Tracts,100,1
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,060,Alaska,Bristol Bay Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,068,Alaska,Denali Borough,all,All,100,1
2018,02,068,Alaska,Denali Borough,poverty,High Poverty Tracts,NA,NA
2018,02,068,Alaska,Denali Borough,poverty,Not High Poverty Tracts,100,1
2018,02,068,Alaska,Denali Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,068,Alaska,Denali Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,068,Alaska,Denali Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,070,Alaska,Dillingham Census Area,all,All,100,1
2018,02,070,Alaska,Dillingham Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,070,Alaska,Dillingham Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,070,Alaska,Dillingham Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,070,Alaska,Dillingham Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,070,Alaska,Dillingham Census Area,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,090,Alaska,Fairbanks North Star Borough,all,All,47,1
2018,02,090,Alaska,Fairbanks North Star Borough,poverty,High Poverty Tracts,NA,NA
2018,02,090,Alaska,Fairbanks North Star Borough,poverty,Not High Poverty Tracts,48,1
2018,02,090,Alaska,Fairbanks North Star Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,090,Alaska,Fairbanks North Star Borough,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,02,090,Alaska,Fairbanks North Star Borough,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,02,100,Alaska,Haines Borough,all,All,100,1
2018,02,100,Alaska,Haines Borough,poverty,High Poverty Tracts,NA,NA
2018,02,100,Alaska,Haines Borough,poverty,Not High Poverty Tracts,100,1
2018,02,100,Alaska,Haines Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,100,Alaska,Haines Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,100,Alaska,Haines Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,105,Alaska,Hoonah-Angoon Census Area,all,All,100,1
2018,02,105,Alaska,Hoonah-Angoon Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,105,Alaska,Hoonah-Angoon Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,105,Alaska,Hoonah-Angoon Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,105,Alaska,Hoonah-Angoon Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,105,Alaska,Hoonah-Angoon Census Area,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,110,Alaska,Juneau City and Borough,all,All,100,1
2018,02,110,Alaska,Juneau City and Borough,poverty,High Poverty Tracts,NA,NA
2018,02,110,Alaska,Juneau City and Borough,poverty,Not High Poverty Tracts,100,1
2018,02,110,Alaska,Juneau City and Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,110,Alaska,Juneau City and Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,110,Alaska,Juneau City and Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,122,Alaska,Kenai Peninsula Borough,all,All,80,1
2018,02,122,Alaska,Kenai Peninsula Borough,poverty,High Poverty Tracts,NA,NA
2018,02,122,Alaska,Kenai Peninsula Borough,poverty,Not High Poverty Tracts,80,1
2018,02,122,Alaska,Kenai Peninsula Borough,race-ethnicity,Majority Non-White,100,1
2018,02,122,Alaska,Kenai Peninsula Borough,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,02,122,Alaska,Kenai Peninsula Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,130,Alaska,Ketchikan Gateway Borough,all,All,100,1
2018,02,130,Alaska,Ketchikan Gateway Borough,poverty,High Poverty Tracts,NA,NA
2018,02,130,Alaska,Ketchikan Gateway Borough,poverty,Not High Poverty Tracts,100,1
2018,02,130,Alaska,Ketchikan Gateway Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,130,Alaska,Ketchikan Gateway Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,130,Alaska,Ketchikan Gateway Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,150,Alaska,Kodiak Island Borough,all,All,100,1
2018,02,150,Alaska,Kodiak Island Borough,poverty,High Poverty Tracts,NA,NA
2018,02,150,Alaska,Kodiak Island Borough,poverty,Not High Poverty Tracts,100,1
2018,02,150,Alaska,Kodiak Island Borough,race-ethnicity,Majority Non-White,100,1
2018,02,150,Alaska,Kodiak Island Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,150,Alaska,Kodiak Island Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,158,Alaska,Kusilvak Census Area,all,All,100,1
2018,02,158,Alaska,Kusilvak Census Area,poverty,High Poverty Tracts,100,1
2018,02,158,Alaska,Kusilvak Census Area,poverty,Not High Poverty Tracts,NA,NA
2018,02,158,Alaska,Kusilvak Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,158,Alaska,Kusilvak Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,158,Alaska,Kusilvak Census Area,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,164,Alaska,Lake and Peninsula Borough,all,All,100,1
2018,02,164,Alaska,Lake and Peninsula Borough,poverty,High Poverty Tracts,NA,NA
2018,02,164,Alaska,Lake and Peninsula Borough,poverty,Not High Poverty Tracts,100,1
2018,02,164,Alaska,Lake and Peninsula Borough,race-ethnicity,Majority Non-White,100,1
2018,02,164,Alaska,Lake and Peninsula Borough,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,164,Alaska,Lake and Peninsula Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,170,Alaska,Matanuska-Susitna Borough,all,All,98,1
2018,02,170,Alaska,Matanuska-Susitna Borough,poverty,High Poverty Tracts,NA,NA
2018,02,170,Alaska,Matanuska-Susitna Borough,poverty,Not High Poverty Tracts,98,1
2018,02,170,Alaska,Matanuska-Susitna Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,170,Alaska,Matanuska-Susitna Borough,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,02,170,Alaska,Matanuska-Susitna Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,180,Alaska,Nome Census Area,all,All,100,1
2018,02,180,Alaska,Nome Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,180,Alaska,Nome Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,180,Alaska,Nome Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,180,Alaska,Nome Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,180,Alaska,Nome Census Area,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,185,Alaska,North Slope Borough,all,All,100,1
2018,02,185,Alaska,North Slope Borough,poverty,High Poverty Tracts,NA,NA
2018,02,185,Alaska,North Slope Borough,poverty,Not High Poverty Tracts,100,1
2018,02,185,Alaska,North Slope Borough,race-ethnicity,Majority Non-White,100,1
2018,02,185,Alaska,North Slope Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,185,Alaska,North Slope Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,188,Alaska,Northwest Arctic Borough,all,All,100,1
2018,02,188,Alaska,Northwest Arctic Borough,poverty,High Poverty Tracts,NA,NA
2018,02,188,Alaska,Northwest Arctic Borough,poverty,Not High Poverty Tracts,100,1
2018,02,188,Alaska,Northwest Arctic Borough,race-ethnicity,Majority Non-White,100,1
2018,02,188,Alaska,Northwest Arctic Borough,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,188,Alaska,Northwest Arctic Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,195,Alaska,Petersburg Borough,all,All,100,1
2018,02,195,Alaska,Petersburg Borough,poverty,High Poverty Tracts,NA,NA
2018,02,195,Alaska,Petersburg Borough,poverty,Not High Poverty Tracts,100,1
2018,02,195,Alaska,Petersburg Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,195,Alaska,Petersburg Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,195,Alaska,Petersburg Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,all,All,100,1
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,198,Alaska,Prince of Wales-Hyder Census Area,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,220,Alaska,Sitka City and Borough,all,All,100,1
2018,02,220,Alaska,Sitka City and Borough,poverty,High Poverty Tracts,NA,NA
2018,02,220,Alaska,Sitka City and Borough,poverty,Not High Poverty Tracts,100,1
2018,02,220,Alaska,Sitka City and Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,220,Alaska,Sitka City and Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,220,Alaska,Sitka City and Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,230,Alaska,Skagway Municipality,all,All,100,1
2018,02,230,Alaska,Skagway Municipality,poverty,High Poverty Tracts,NA,NA
2018,02,230,Alaska,Skagway Municipality,poverty,Not High Poverty Tracts,100,1
2018,02,230,Alaska,Skagway Municipality,race-ethnicity,Majority Non-White,NA,NA
2018,02,230,Alaska,Skagway Municipality,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,230,Alaska,Skagway Municipality,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,240,Alaska,Southeast Fairbanks Census Area,all,All,82,1
2018,02,240,Alaska,Southeast Fairbanks Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,240,Alaska,Southeast Fairbanks Census Area,poverty,Not High Poverty Tracts,82,1
2018,02,240,Alaska,Southeast Fairbanks Census Area,race-ethnicity,Majority Non-White,NA,NA
2018,02,240,Alaska,Southeast Fairbanks Census Area,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,02,240,Alaska,Southeast Fairbanks Census Area,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,261,Alaska,Valdez-Cordova Census Area,all,All,100,1
2018,02,261,Alaska,Valdez-Cordova Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,261,Alaska,Valdez-Cordova Census Area,poverty,Not High Poverty Tracts,100,1
2018,02,261,Alaska,Valdez-Cordova Census Area,race-ethnicity,Majority Non-White,NA,NA
2018,02,261,Alaska,Valdez-Cordova Census Area,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,261,Alaska,Valdez-Cordova Census Area,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,275,Alaska,Wrangell City and Borough,all,All,100,1
2018,02,275,Alaska,Wrangell City and Borough,poverty,High Poverty Tracts,NA,NA
2018,02,275,Alaska,Wrangell City and Borough,poverty,Not High Poverty Tracts,100,1
2018,02,275,Alaska,Wrangell City and Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,275,Alaska,Wrangell City and Borough,race-ethnicity,"Majority White, Non-Hispanic",100,1
2018,02,275,Alaska,Wrangell City and Borough,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,02,282,Alaska,Yakutat City and Borough,all,All,100,1
2018,02,282,Alaska,Yakutat City and Borough,poverty,High Poverty Tracts,NA,NA
2018,02,282,Alaska,Yakutat City and Borough,poverty,Not High Poverty Tracts,100,1
2018,02,282,Alaska,Yakutat City and Borough,race-ethnicity,Majority Non-White,NA,NA
2018,02,282,Alaska,Yakutat City and Borough,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,282,Alaska,Yakutat City and Borough,race-ethnicity,No Majority Race/Ethnicity,100,1
2018,02,290,Alaska,Yukon-Koyukuk Census Area,all,All,99,1
2018,02,290,Alaska,Yukon-Koyukuk Census Area,poverty,High Poverty Tracts,NA,NA
2018,02,290,Alaska,Yukon-Koyukuk Census Area,poverty,Not High Poverty Tracts,99,1
2018,02,290,Alaska,Yukon-Koyukuk Census Area,race-ethnicity,Majority Non-White,100,1
2018,02,290,Alaska,Yukon-Koyukuk Census Area,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,02,290,Alaska,Yukon-Koyukuk Census Area,race-ethnicity,No Majority Race/Ethnicity,98,1
2018,04,001,Arizona,Apache County,all,All,99,1
2018,04,001,Arizona,Apache County,poverty,High Poverty Tracts,99,1
2018,04,001,Arizona,Apache County,poverty,Not High Poverty Tracts,98,1
2018,04,001,Arizona,Apache County,race-ethnicity,Majority Non-White,99,1
2018,04,001,Arizona,Apache County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,04,001,Arizona,Apache County,race-ethnicity,No Majority Race/Ethnicity,98,1
2018,04,003,Arizona,Cochise County,all,All,96,1
2018,04,003,Arizona,Cochise County,poverty,High Poverty Tracts,93,1
2018,04,003,Arizona,Cochise County,poverty,Not High Poverty Tracts,97,1
2018,04,003,Arizona,Cochise County,race-ethnicity,Majority Non-White,94,1
2018,04,003,Arizona,Cochise County,race-ethnicity,"Majority White, Non-Hispanic",96,1
2018,04,003,Arizona,Cochise County,race-ethnicity,No Majority Race/Ethnicity,98,1
2018,04,005,Arizona,Coconino County,all,All,94,1
2018,04,005,Arizona,Coconino County,poverty,High Poverty Tracts,89,1
2018,04,005,Arizona,Coconino County,poverty,Not High Poverty Tracts,96,1
2018,04,005,Arizona,Coconino County,race-ethnicity,Majority Non-White,98,1
2018,04,005,Arizona,Coconino County,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,04,005,Arizona,Coconino County,race-ethnicity,No Majority Race/Ethnicity,95,1
2018,04,007,Arizona,Gila County,all,All,91,1
2018,04,007,Arizona,Gila County,poverty,High Poverty Tracts,94,1
2018,04,007,Arizona,Gila County,poverty,Not High Poverty Tracts,91,1
2018,04,007,Arizona,Gila County,race-ethnicity,Majority Non-White,91,1
2018,04,007,Arizona,Gila County,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,04,007,Arizona,Gila County,race-ethnicity,No Majority Race/Ethnicity,83,1
2018,04,009,Arizona,Graham County,all,All,84,1
2018,04,009,Arizona,Graham County,poverty,High Poverty Tracts,93,1
2018,04,009,Arizona,Graham County,poverty,Not High Poverty Tracts,82,1
2018,04,009,Arizona,Graham County,race-ethnicity,Majority Non-White,93,1
2018,04,009,Arizona,Graham County,race-ethnicity,"Majority White, Non-Hispanic",85,1
2018,04,009,Arizona,Graham County,race-ethnicity,No Majority Race/Ethnicity,80,1
2018,04,011,Arizona,Greenlee County,all,All,98,1
