SCHOOL_YEAR_TEXT,STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
2015-2016,MISSOURI,29,2913710,HARRISBURG R-VIII,No,8,,.,.,.,8,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2913760,HARRISONVILLE R-IX,No,151,Y,4,.,19,128,20,4,.,28,12APR17
2015-2016,MISSOURI,29,2913770,HARTVILLE R-II,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2913830,HAZELWOOD,No,635,Y,119,.,30,486,135,.,.,54,12APR17
2015-2016,MISSOURI,29,2914250,DUNKLIN R-V,No,165,Y,6,.,13,146,21,.,.,13,12APR17
2015-2016,MISSOURI,29,2914280,GASCONADE CO. R-I,No,51,,.,.,3,48,11,S,.,.,12APR17
2015-2016,MISSOURI,29,2914340,HICKMAN MILLS C-1,No,202,Y,S,S,33,134,27,7,.,8,12APR17
2015-2016,MISSOURI,29,2914370,HIGBEE R-VIII,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2914400,LAFAYETTE CO. C-1,No,3,,.,.,.,3,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2914430,HILLSBORO R-III,No,108,,S,S,.,106,22,.,.,21,12APR17
2015-2016,MISSOURI,29,2914490,HOLDEN R-III,No,43,,.,.,.,43,9,.,.,.,12APR17
2015-2016,MISSOURI,29,2914550,HOLLISTER R-V,No,155,Y,S,.,S,147,25,S,.,S,12APR17
2015-2016,MISSOURI,29,2914840,HOUSTON R-I,No,7,,.,.,.,7,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2915180,GLENWOOD R-VIII,No,12,,.,3,.,9,5,.,.,.,12APR17
2015-2016,MISSOURI,29,2915270,PETTIS CO. R-V,No,4,,.,.,.,4,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2915300,HUMANSVILLE R-IV,No,49,,.,.,.,49,7,.,.,5,12APR17
2015-2016,MISSOURI,29,2915420,IBERIA R-V,No,4,,.,.,.,4,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2915450,SCOTT CITY R-I,No,6,,.,S,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2915480,INDEPENDENCE 30,Yes,954,Y,118,16,97,723,143,63,.,106,12APR17
2015-2016,MISSOURI,29,2915600,JACKSON R-II,No,109,Y,3,.,.,106,20,3,.,.,12APR17
2015-2016,MISSOURI,29,2915660,JAMESTOWN C-1,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2916140,JASPER CO. R-V,No,16,,.,.,.,16,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2916190,JEFFERSON CITY,No,137,,S,S,15,108,17,.,.,.,12APR17
2015-2016,MISSOURI,29,2916230,JEFFERSON CO. R-VII,No,42,,S,.,.,S,9,.,.,6,12APR17
2015-2016,MISSOURI,29,2916290,JENNINGS,No,210,,S,S,11,189,23,.,.,21,12APR17
2015-2016,MISSOURI,29,2916350,JOPLIN SCHOOLS,No,178,Y,7,7,60,104,33,S,.,8,12APR17
2015-2016,MISSOURI,29,2916380,CLARK CO. R-I,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2916400,KANSAS CITY 33,No,1776,Y,90,6,410,1270,282,259,.,155,12APR17
2015-2016,MISSOURI,29,2916450,KEARNEY R-I,No,49,,5,.,3,41,14,.,.,S,12APR17
2015-2016,MISSOURI,29,2916500,KENNETT 39,No,12,,S,.,.,S,3,.,.,.,12APR17
2015-2016,MISSOURI,29,2916620,KINGSTON 42,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2916710,KIRBYVILLE R-VI,No,37,,.,.,.,37,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2916740,KIRKSVILLE R-III,No,5,,.,.,.,5,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2916770,KIRKWOOD R-VII,No,14,,S,.,S,10,4,.,.,.,12APR17
2015-2016,MISSOURI,29,2916830,KNOB NOSTER R-VIII,No,40,,S,.,.,S,15,S,.,.,12APR17
2015-2016,MISSOURI,29,2916950,LA PLATA R-II,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2917820,LADUE,No,22,,.,.,4,18,7,.,.,3,12APR17
2015-2016,MISSOURI,29,2917850,LAMAR R-I,No,12,,3,.,.,9,S,.,.,9,12APR17
2015-2016,MISSOURI,29,2917880,LAQUEY R-V,No,12,,S,.,.,S,3,.,.,.,12APR17
2015-2016,MISSOURI,29,2917970,LATHROP R-II,No,40,,.,.,.,40,6,.,.,11,12APR17
2015-2016,MISSOURI,29,2918240,WEST ST. FRANCOIS CO. R-IV,No,14,,.,.,.,14,S,.,.,5,12APR17
2015-2016,MISSOURI,29,2918270,LEBANON R-III,No,114,Y,19,.,11,84,23,S,.,5,12APR17
2015-2016,MISSOURI,29,2918300,LEE'S SUMMIT R-VII,No,107,Y,12,4,48,43,15,.,.,.,12APR17
2015-2016,MISSOURI,29,2918330,LEESVILLE R-IX,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2918360,LEETON R-X,No,3,,.,.,.,3,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2918460,LEWIS CO. C-1,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2918510,LIBERAL R-II,No,15,,.,.,.,15,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2918540,LIBERTY 53,No,135,Y,15,4,12,104,29,5,.,.,12APR17
2015-2016,MISSOURI,29,2918690,LINDBERGH SCHOOLS,No,61,,5,.,3,53,15,4,.,11,12APR17
2015-2016,MISSOURI,29,2919080,OSAGE CO. R-II,No,8,,.,.,.,8,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2919170,LOGAN-ROGERSVILLE R-VIII,No,58,Y,.,.,S,S,11,.,.,8,12APR17
2015-2016,MISSOURI,29,2919200,LONEDELL R-XIV,No,11,,.,.,.,11,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2919260,LOUISIANA R-II,No,6,,.,.,.,6,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2919350,WOODLAND R-IV,No,11,,.,.,.,11,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2919380,MACKS CREEK R-V,No,38,,.,.,.,38,5,.,.,S,12APR17
2015-2016,MISSOURI,29,2919890,MALDEN R-I,No,9,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2919920,MALTA BEND R-V,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2919980,MANSFIELD R-IV,No,36,,.,.,.,36,5,.,.,.,12APR17
2015-2016,MISSOURI,29,2920010,MAPLEWOOD-RICHMOND HEIGHTS,No,38,,.,.,4,34,11,.,.,.,12APR17
2015-2016,MISSOURI,29,2920310,MARIONVILLE R-IX,No,13,,.,.,.,13,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2920410,MARSHALL,Yes,330,Y,6,.,3,321,58,38,3,6,12APR17
2015-2016,MISSOURI,29,2920430,MARSHFIELD R-I,No,47,Y,.,S,.,S,9,.,.,4,12APR17
2015-2016,MISSOURI,29,2920550,MAYSVILLE R-I,No,43,,S,.,.,S,7,.,.,S,12APR17
2015-2016,MISSOURI,29,2920610,MCDONALD CO. R-I,No,65,Y,.,S,.,S,11,5,.,.,12APR17
2015-2016,MISSOURI,29,2920670,MEHLVILLE R-IX,No,143,,7,.,7,129,31,5,.,64,12APR17
2015-2016,MISSOURI,29,2920700,SCOTLAND CO. R-I,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2920750,NORTH MERCER CO. R-III,No,6,Y,.,.,.,6,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2920810,MEXICO 59,No,189,Y,S,.,S,184,26,9,.,36,12APR17
2015-2016,MISSOURI,29,2920820,MIAMI R-I,No,4,,.,S,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2920940,MILAN C-2,No,21,,.,.,S,S,S,3,.,4,12APR17
2015-2016,MISSOURI,29,2921000,MILLER R-II,No,34,Y,S,.,.,S,4,.,.,.,12APR17
2015-2016,MISSOURI,29,2921030,MIRABILE C-1,No,S,,S,.,.,.,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2921100,MOBERLY,No,21,,.,S,S,17,8,.,.,S,12APR17
2015-2016,MISSOURI,29,2921120,MONETT R-I,No,59,,.,.,.,59,9,12,S,.,12APR17
2015-2016,MISSOURI,29,2921180,MONITEAU CO. R-V,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2921210,MONROE CITY R-I,No,25,Y,S,.,.,S,4,.,.,.,12APR17
2015-2016,MISSOURI,29,2921330,MONTGOMERY CO. R-II,No,13,,5,.,.,8,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2921510,MOUNTAIN GROVE R-III,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2921540,MOUNTAIN VIEW-BIRCH TREE R-III,No,26,Y,.,4,.,22,7,S,.,.,12APR17
2015-2016,MISSOURI,29,2921600,MT. VERNON R-V,No,19,,3,.,.,16,7,.,.,4,12APR17
2015-2016,MISSOURI,29,2921750,NEELYVILLE R-IV,No,23,Y,3,.,.,20,3,.,.,.,12APR17
2015-2016,MISSOURI,29,2921810,NEOSHO R-V,No,348,Y,12,21,12,303,71,55,.,.,12APR17
2015-2016,MISSOURI,29,2921840,NEVADA R-V,No,144,,S,.,S,133,28,3,.,.,12APR17
2015-2016,MISSOURI,29,2921875,NEW BLOOMFIELD R-III,No,3,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2921940,NEW FRANKLIN R-I,No,3,,.,S,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2921960,NEW HAVEN,No,19,,.,.,.,19,5,.,.,3,12APR17
2015-2016,MISSOURI,29,2922140,NEWBURG R-II,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2922530,Nixa Public Schools,No,115,Y,.,.,.,115,19,S,.,5,12APR17
2015-2016,MISSOURI,29,2922650,NORMANDY SCHOOLS COLLABORATIVE,No,413,Y,9,7,26,371,47,.,.,61,12APR17
2015-2016,MISSOURI,29,2922770,NORTH HARRISON R-III,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2922800,NORTH KANSAS CITY 74,No,329,Y,51,5,56,217,52,11,.,9,12APR17
2015-2016,MISSOURI,29,2922830,NORTH PLATTE CO. R-I,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2922890,NORTHWEST R-I,No,148,Y,8,.,.,140,33,.,.,29,12APR17
2015-2016,MISSOURI,29,2923100,ODESSA R-VII,No,68,Y,5,S,S,59,10,.,.,6,12APR17
2015-2016,MISSOURI,29,2923160,ORCHARD FARM R-V,No,158,Y,12,S,S,138,29,9,.,19,12APR17
2015-2016,MISSOURI,29,2923250,OSBORN R-O,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2923340,GASCONADE CO. R-II,No,61,,8,.,.,53,14,.,.,32,12APR17
2015-2016,MISSOURI,29,2923370,THORNFIELD R-I,No,3,,.,.,.,3,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2923400,LUTIE R-VI,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2923430,OZARK R-VI,No,106,Y,S,S,19,85,13,5,.,24,12APR17
2015-2016,MISSOURI,29,2923460,MERAMEC VALLEY R-III,No,301,Y,S,S,.,286,72,S,.,15,12APR17
2015-2016,MISSOURI,29,2923490,PALMYRA R-I,No,25,Y,4,.,.,21,7,S,.,3,12APR17
2015-2016,MISSOURI,29,2923530,PARIS R-II,No,4,,.,.,.,4,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2923550,PARK HILL,No,60,,S,S,26,30,6,.,.,3,12APR17
2015-2016,MISSOURI,29,2923580,PARKWAY C-2,No,132,Y,15,13,10,94,30,S,.,12,12APR17
2015-2016,MISSOURI,29,2923640,MEADOW HEIGHTS R-II,No,16,Y,.,.,.,16,7,.,.,5,12APR17
2015-2016,MISSOURI,29,2923700,PATTONVILLE R-III,No,102,,12,.,33,57,16,6,.,12,12APR17
2015-2016,MISSOURI,29,2923730,RAYMORE-PECULIAR R-II,No,42,,6,.,3,33,11,.,.,.,12APR17
2015-2016,MISSOURI,29,2924530,PERRY CO. 32,No,6,,.,S,S,3,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2925140,PIKE CO. R-III,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2925230,PLATTE CO. R-III,No,49,,S,S,8,32,S,S,.,13,12APR17
2015-2016,MISSOURI,29,2925290,CLINTON CO. R-III,No,31,,.,.,.,31,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2925330,PLEASANT HILL R-III,No,4,,.,.,.,4,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2925350,PLEASANT HOPE R-VI,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2925410,POLO R-VII,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2925450,POPLAR BLUFF R-I,No,26,Y,.,S,14,S,3,.,.,8,12APR17
2015-2016,MISSOURI,29,2925530,PRAIRIE HOME R-V,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2925590,PRINCETON R-V,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2925620,PURDY R-II,No,13,Y,.,.,.,13,3,.,.,6,12APR17
2015-2016,MISSOURI,29,2925640,PUTNAM CO. R-I,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2925650,PUXICO R-VIII,No,5,,.,S,.,S,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2925710,RALLS CO. R-II,No,11,,.,4,.,7,S,.,.,S,12APR17
2015-2016,MISSOURI,29,2926070,RAYTOWN C-2,No,360,Y,.,S,S,352,55,6,.,65,12APR17
2015-2016,MISSOURI,29,2926160,REEDS SPRING R-IV,No,63,,12,S,S,45,9,S,.,S,12APR17
2015-2016,MISSOURI,29,2926220,REPUBLIC R-III,No,225,Y,S,.,S,215,36,S,.,73,12APR17
2015-2016,MISSOURI,29,2926310,RICH HILL R-IV,No,S,,.,S,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2926370,RICHARDS R-V,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2926430,RICHLAND R-IV,No,54,Y,.,.,.,54,12,.,.,S,12APR17
2015-2016,MISSOURI,29,2926550,RIPLEY CO. R-III,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2926640,RITENOUR,No,182,,19,.,22,141,50,S,.,7,12APR17
2015-2016,MISSOURI,29,2926670,RIVERVIEW GARDENS,No,580,,13,.,27,540,89,.,.,68,12APR17
2015-2016,MISSOURI,29,2926760,SPECL. SCH. DST. ST. LOUIS CO.,No,97,,S,S,23,66,54,.,.,S,12APR17
2015-2016,MISSOURI,29,2926850,ROCKWOOD R-VI,No,258,,37,.,15,206,84,S,.,67,12APR17
2015-2016,MISSOURI,29,2926890,ROLLA 31,No,57,,9,3,30,15,12,S,.,14,12APR17
2015-2016,MISSOURI,29,2926940,ROSCOE C-1,No,6,,6,.,.,.,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2926970,COLE CO. R-I,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2927060,ST. JOSEPH,Yes,467,Y,14,113,95,245,99,44,.,110,12APR17
2015-2016,MISSOURI,29,2927090,SALEM R-80,No,22,,.,.,.,22,3,.,.,.,12APR17
2015-2016,MISSOURI,29,2927540,SARCOXIE R-II,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2927570,SAVANNAH R-III,No,6,,.,.,3,3,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2927630,SCHOOL OF THE OSAGE,No,17,,S,.,S,.,6,.,.,.,12APR17
2015-2016,MISSOURI,29,2927830,SEDALIA 200,Yes,773,Y,23,65,22,663,146,67,.,185,12APR17
2015-2016,MISSOURI,29,2927870,SENATH-HORNERSVILLE C-8,No,10,,.,.,.,10,5,.,.,S,12APR17
2015-2016,MISSOURI,29,2927900,SENECA R-VII,No,105,Y,3,.,.,102,14,3,.,S,12APR17
2015-2016,MISSOURI,29,2928110,SHELBY CO. R-IV,No,7,,.,.,.,7,.,.,.,3,12APR17
2015-2016,MISSOURI,29,2928200,SHELL KNOB 78,No,14,,.,.,.,14,4,.,.,.,12APR17
2015-2016,MISSOURI,29,2928260,SIKESTON R-6,No,45,,S,S,7,36,8,.,.,S,12APR17
2015-2016,MISSOURI,29,2928290,SILEX R-I,No,6,,.,.,.,6,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2928360,SLATER,No,29,Y,.,.,.,29,5,.,.,.,12APR17
2015-2016,MISSOURI,29,2928380,SMITHTON R-VI,No,51,,.,.,.,51,11,S,.,.,12APR17
2015-2016,MISSOURI,29,2928410,SMITHVILLE R-II,No,88,Y,3,.,5,80,18,.,.,9,12APR17
2015-2016,MISSOURI,29,2928430,SOUTH CALLAWAY CO. R-II,No,14,,.,.,.,14,4,.,.,S,12APR17
2015-2016,MISSOURI,29,2928590,SOUTHERN REYNOLDS CO. R-II,No,11,,.,S,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2928620,SOUTHLAND C-9,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2928710,SOUTHWEST R-V,No,98,,.,.,.,98,18,.,.,S,12APR17
2015-2016,MISSOURI,29,2928740,SPARTA R-III,No,30,,.,5,.,25,5,.,.,S,12APR17
2015-2016,MISSOURI,29,2928800,SPOKANE R-VII,No,12,,.,S,.,S,6,.,.,.,12APR17
2015-2016,MISSOURI,29,2928860,SPRINGFIELD R-XII,No,1420,Y,144,9,234,1033,204,27,.,.,12APR17
2015-2016,MISSOURI,29,2928920,ST. CHARLES R-VI,No,56,Y,15,3,7,31,8,.,.,7,12APR17
2015-2016,MISSOURI,29,2928950,FRANCIS HOWELL R-III,No,261,Y,S,S,59,167,51,S,.,35,12APR17
2015-2016,MISSOURI,29,2929100,ST. CLAIR R-XIII,No,131,Y,10,4,6,111,19,.,.,3,12APR17
2015-2016,MISSOURI,29,2929130,ST. ELIZABETH R-IV,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2929170,CENTRAL R-III,No,51,,3,.,.,48,8,.,.,S,12APR17
2015-2016,MISSOURI,29,2929250,ST. JAMES R-I,No,46,,6,.,.,40,5,.,.,6,12APR17
2015-2016,MISSOURI,29,2929280,ST. LOUIS CITY,Yes,5451,Y,173,33,667,4578,963,63,.,241,12APR17
2015-2016,MISSOURI,29,2929520,STOCKTON R-I,No,35,,.,3,.,32,13,.,.,.,12APR17
2015-2016,MISSOURI,29,2929580,STOUTLAND R-II,No,78,Y,.,.,.,78,19,.,.,17,12APR17
2015-2016,MISSOURI,29,2929610,MORGAN CO. R-I,No,65,,.,22,.,43,12,.,.,6,12APR17
2015-2016,MISSOURI,29,2929640,STRAFFORD R-VI,No,4,,S,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2929670,STRASBURG C-3,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2929700,STURGEON R-V,No,19,,.,S,S,15,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2929760,SULLIVAN,No,59,,11,.,.,48,21,.,.,.,12APR17
2015-2016,MISSOURI,29,2929820,SUNRISE R-IX,No,11,,.,.,.,11,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2929880,SWEET SPRINGS R-VII,No,S,,S,.,.,.,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2930270,THAYER R-II,No,29,,.,.,.,29,6,.,.,11,12APR17
2015-2016,MISSOURI,29,2930300,TINA-AVALON R-II,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2930330,TIPTON R-VI,No,5,,S,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2930360,TRENTON R-IX,No,18,,.,.,S,S,S,S,.,.,12APR17
2015-2016,MISSOURI,29,2930420,EAST NEWTON CO. R-VI,No,67,Y,.,.,S,S,12,S,.,27,12APR17
2015-2016,MISSOURI,29,2930450,TROY R-III,No,46,,4,.,3,39,10,.,.,S,12APR17
2015-2016,MISSOURI,29,2930520,TWIN RIVERS R-X,No,28,,S,.,.,S,12,.,.,.,12APR17
2015-2016,MISSOURI,29,2930570,UNION R-XI,No,44,,.,.,6,38,11,S,.,S,12APR17
2015-2016,MISSOURI,29,2930660,UNIVERSITY CITY,No,331,Y,12,.,17,302,44,3,.,13,12APR17
2015-2016,MISSOURI,29,2930690,VALLEY PARK,No,31,,3,.,5,23,5,S,.,4,12APR17
2015-2016,MISSOURI,29,2930750,VAN BUREN R-I,No,88,Y,.,S,.,S,22,.,.,3,12APR17
2015-2016,MISSOURI,29,2930810,VERONA R-VII,No,S,,.,.,.,S,S,S,.,.,12APR17
2015-2016,MISSOURI,29,2930840,MORGAN CO. R-II,No,37,Y,S,.,.,S,4,.,.,.,12APR17
2015-2016,MISSOURI,29,2930870,MARIES CO. R-I,No,3,,.,.,.,3,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2930990,WALNUT GROVE R-V,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2931020,WARRENSBURG R-VI,Yes,269,Y,15,7,19,228,43,8,.,50,12APR17
2015-2016,MISSOURI,29,2931050,WARREN CO. R-III,No,208,Y,6,.,4,198,41,4,.,17,12APR17
2015-2016,MISSOURI,29,2931070,WARSAW R-IX,No,66,,4,4,8,50,16,.,.,8,12APR17
2015-2016,MISSOURI,29,2931110,WASHINGTON,No,39,Y,S,.,.,S,3,S,S,.,12APR17
2015-2016,MISSOURI,29,2931140,KINGSTON K-14,No,72,Y,S,S,.,70,20,.,.,4,12APR17
2015-2016,MISSOURI,29,2931440,WAYNESVILLE R-VI,No,194,,S,.,S,186,41,5,.,.,12APR17
2015-2016,MISSOURI,29,2931500,WEBB CITY R-VII,No,73,Y,3,.,8,62,17,7,.,5,12APR17
2015-2016,MISSOURI,29,2931530,WEBSTER GROVES,No,40,,S,.,S,36,14,.,.,S,12APR17
2015-2016,MISSOURI,29,2931620,WELLSVILLE MIDDLETOWN R-I,No,33,Y,.,.,.,33,.,.,.,.,12APR17
2015-2016,MISSOURI,29,2931650,WENTZVILLE R-IV,No,120,Y,11,.,16,93,26,S,.,20,12APR17
2015-2016,MISSOURI,29,2931680,WEST PLAINS R-VII,No,157,,10,.,10,137,35,.,.,S,12APR17
2015-2016,MISSOURI,29,2931800,MIDWAY R-I,No,59,,S,.,S,57,8,.,.,4,12APR17
2015-2016,MISSOURI,29,2931830,OSAGE CO. R-III,No,8,,.,.,S,S,S,.,.,3,12APR17
2015-2016,MISSOURI,29,2931860,WESTRAN R-I,No,4,,.,.,.,4,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2931890,WESTVIEW C-6,No,55,Y,.,.,.,55,11,6,.,.,12APR17
2015-2016,MISSOURI,29,2932010,WILLARD R-II,No,88,,S,S,.,78,19,S,.,S,12APR17
2015-2016,MISSOURI,29,2932070,WILLOW SPRINGS R-IV,No,5,,.,S,3,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2932100,WINDSOR C-1,No,79,,8,3,.,68,19,.,.,13,12APR17
2015-2016,MISSOURI,29,2932110,HENRY CO. R-I,No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2932190,WINFIELD R-IV,No,92,Y,S,.,S,87,17,S,.,8,12APR17
2015-2016,MISSOURI,29,2932250,WINSTON R-VI,No,S,,.,S,.,.,.,.,.,S,12APR17
2015-2016,MISSOURI,29,2932300,WORTH CO. R-III,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MISSOURI,29,2932310,WRIGHT CITY R-II OF WARREN CO.,No,104,Y,S,.,S,99,23,4,.,41,12APR17
2015-2016,MONTANA,30,3000005,Helena Elem,Yes,140,,13,9,21,97,46,S,.,8,12APR17
2015-2016,MONTANA,30,3000008,Ashland Elem,No,28,,.,6,.,22,9,.,.,.,12APR17
2015-2016,MONTANA,30,3002010,Anaconda Elem,No,18,,.,S,.,S,9,.,.,.,12APR17
2015-2016,MONTANA,30,3002030,Anaconda H S,No,9,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MONTANA,30,3002220,Arlee Elem,No,10,,.,S,.,S,4,5,.,.,12APR17
2015-2016,MONTANA,30,3002250,Arlee H S,No,6,,.,.,.,6,S,.,.,S,12APR17
2015-2016,MONTANA,30,3002640,Bainville K-12 Schools,No,4,,.,4,.,.,.,.,.,.,12APR17
2015-2016,MONTANA,30,3002850,Smith Valley Elem,No,9,,.,.,.,9,S,.,.,.,12APR17
2015-2016,MONTANA,30,3003090,Beaverhead County H S,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MONTANA,30,3003290,Belgrade Elem,Yes,99,,11,6,5,77,18,4,.,23,12APR17
2015-2016,MONTANA,30,3003330,Belgrade H S,Yes,21,,S,S,.,16,S,.,.,6,12APR17
2015-2016,MONTANA,30,3003820,Bigfork Elem,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MONTANA,30,3003840,Bigfork H S,No,7,,.,.,S,S,.,.,.,3,12APR17
2015-2016,MONTANA,30,3003870,Billings Elem,Yes,415,Y,107,28,55,225,104,8,10,43,12APR17
2015-2016,MONTANA,30,3003900,Billings H S,Yes,158,,27,4,12,115,32,S,S,97,12APR17
2015-2016,MONTANA,30,3004260,Bonner Elem,No,S,,S,.,.,S,.,.,.,.,12APR17
2015-2016,MONTANA,30,3004380,Boulder Elem,No,S,,S,.,.,.,S,.,.,.,12APR17
2015-2016,MONTANA,30,3004560,Bozeman Elem,Yes,69,,11,12,17,29,19,4,.,4,12APR17
2015-2016,MONTANA,30,3004590,Bozeman H S,Yes,41,,S,S,S,36,10,.,.,27,12APR17
2015-2016,MONTANA,30,3004800,Bridger K-12 Schools,No,3,,.,.,.,3,S,.,.,.,12APR17
2015-2016,MONTANA,30,3005140,Browning Elem,Yes,102,,.,S,.,S,15,42,.,.,12APR17
2015-2016,MONTANA,30,3005190,Browning H S,Yes,46,,3,.,.,43,7,6,.,.,12APR17
2015-2016,MONTANA,30,3005280,Butte Elem,No,88,Y,6,3,6,73,22,S,.,.,12APR17
2015-2016,MONTANA,30,3005310,Butte H S,No,12,,S,.,.,S,4,.,.,.,12APR17
2015-2016,MONTANA,30,3005460,Canyon Creek Elem,No,S,,.,S,.,.,S,.,.,.,12APR17
2015-2016,MONTANA,30,3005610,Carter County H S,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MONTANA,30,3006110,St Ignatius K-12 Schools,No,4,,.,.,.,4,S,.,.,.,12APR17
2015-2016,MONTANA,30,3006870,Clinton Elem,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,MONTANA,30,3007080,Colstrip H S,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,MONTANA,30,3007110,Columbia Falls Elem,No,40,,5,7,.,28,10,S,.,.,12APR17
2015-2016,MONTANA,30,3007140,Columbia Falls H S,No,36,,S,S,S,32,8,.,.,27,12APR17
