state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
08,007,Colorado,Archuleta County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,009,Colorado,Baca County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,011,Colorado,Bent County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,013,Colorado,Boulder County,0.2:0.5,1,5.8:9.6,1,5.9:9.4,1,88.0:80.5,1
08,014,Colorado,Broomfield County,0.8:1.2,2,5.4:11.1,2,12.5:11.1,2,81.3:76.7,2
08,015,Colorado,Chaffee County,0.3:0.7,3,8.3:9.7,3,3.9:3.8,3,87.5:85.7,3
08,017,Colorado,Cheyenne County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,019,Colorado,Clear Creek County,NA,NA,1.4:2.5,3,5.9:7.7,3,92.7:89.8,3
08,021,Colorado,Conejos County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,023,Colorado,Costilla County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,025,Colorado,Crowley County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,027,Colorado,Custer County,0.3:0.7,3,8.3:9.7,3,3.9:3.8,3,87.5:85.7,3
08,029,Colorado,Delta County,NA:0.2,NA,8.8:10.3,3,2.3:4.7,3,88.9:84.8,3
08,031,Colorado,Denver County,5.5:7.7,1,15.7:21.2,1,5.9:8.1,1,72.9:63.0,1
08,033,Colorado,Dolores County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,035,Colorado,Douglas County,1.1:1.6,1,5.5:7.5,1,8.3:8.3,1,85.1:82.6,1
08,037,Colorado,Eagle County,NA:0.6,NA,3.4:13.4,2,8.1:10.4,2,88.4:75.6,2
08,039,Colorado,Elbert County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,041,Colorado,El Paso County,3.0:6.0,1,9.7:14.6,1,8.1:7.6,1,79.2:71.8,1
08,043,Colorado,Fremont County,0.3:0.7,2,8.3:9.7,2,3.9:3.8,2,87.5:85.7,2
08,045,Colorado,Garfield County,NA,NA,7.5:13.9,2,6.3:5.7,2,86.2:80.4,2
08,047,Colorado,Gilpin County,NA,NA,1.4:2.5,3,5.9:7.7,3,92.7:89.8,3
08,049,Colorado,Grand County,NA:0.6,NA,3.4:13.4,3,8.1:10.4,3,88.4:75.6,3
08,051,Colorado,Gunnison County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,053,Colorado,Hinsdale County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,055,Colorado,Huerfano County,0.3:0.7,3,8.3:9.7,3,3.9:3.8,3,87.5:85.7,3
08,057,Colorado,Jackson County,NA:0.6,NA,3.4:13.4,3,8.1:10.4,3,88.4:75.6,3
08,059,Colorado,Jefferson County,0.4:1.3,1,7.5:13.8,1,6.8:6.4,1,85.3:78.5,1
08,061,Colorado,Kiowa County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,063,Colorado,Kit Carson County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,065,Colorado,Lake County,0.3:0.7,3,8.3:9.7,3,3.9:3.8,3,87.5:85.7,3
08,067,Colorado,La Plata County,NA,NA,10.1:12.3,2,9.2:11.9,2,80.7:75.8,2
08,069,Colorado,Larimer County,0.3:0.6,1,4.5:8.3,1,6.6:5.6,1,88.7:85.5,1
08,071,Colorado,Las Animas County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,073,Colorado,Lincoln County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,075,Colorado,Logan County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,077,Colorado,Mesa County,0.7:0.6,1,9.0:11.9,1,4.0:5.8,1,86.4:81.8,1
08,079,Colorado,Mineral County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,081,Colorado,Moffat County,NA,NA,7.5:13.9,3,6.3:5.7,3,86.2:80.4,3
08,083,Colorado,Montezuma County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,085,Colorado,Montrose County,NA:0.2,NA,8.8:10.3,2,2.3:4.7,2,88.9:84.8,2
08,087,Colorado,Morgan County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,089,Colorado,Otero County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,091,Colorado,Ouray County,NA:0.2,NA,8.8:10.3,3,2.3:4.7,3,88.9:84.8,3
08,093,Colorado,Park County,0.3:0.7,3,8.3:9.7,3,3.9:3.8,3,87.5:85.7,3
08,095,Colorado,Phillips County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,097,Colorado,Pitkin County,NA:0.6,NA,3.4:13.4,3,8.1:10.4,3,88.4:75.6,3
08,099,Colorado,Prowers County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,101,Colorado,Pueblo County,0.9:1.6,1,29.8:38.4,1,2.5:3.3,1,66.8:56.7,1
08,103,Colorado,Rio Blanco County,NA,NA,7.5:13.9,3,6.3:5.7,3,86.2:80.4,3
08,105,Colorado,Rio Grande County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,107,Colorado,Routt County,NA,NA,7.5:13.9,3,6.3:5.7,3,86.2:80.4,3
08,109,Colorado,Saguache County,0.1:0.4,3,32.8:38.0,3,5.6:6.9,3,61.5:54.7,3
08,111,Colorado,San Juan County,NA,NA,10.1:12.3,3,9.2:11.9,3,80.7:75.8,3
08,113,Colorado,San Miguel County,NA:0.2,NA,8.8:10.3,3,2.3:4.7,3,88.9:84.8,3
08,115,Colorado,Sedgwick County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,117,Colorado,Summit County,NA:0.6,NA,3.4:13.4,3,8.1:10.4,3,88.4:75.6,3
08,119,Colorado,Teller County,2.5:2.8,3,6.7:11.5,3,6.8:7.9,3,84.0:77.8,3
08,121,Colorado,Washington County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
08,123,Colorado,Weld County,1.3:1.4,1,16.3:24.0,1,4.2:4.6,1,78.2:70.1,1
08,125,Colorado,Yuma County,0.0:0.1,3,12.2:18.7,3,5.5:5.0,3,82.2:76.2,3
09,120,Connecticut,Greater Bridgeport Planning Region,3.9:10.4,1,8.5:16.9,1,9.1:10.4,1,78.5:62.3,1
09,130,Connecticut,Lower Connecticut River Valley Planning Regio,2.4:4.3,1,2.4:4.8,1,5.3:6.3,1,89.8:84.6,1
09,140,Connecticut,Naugatuck Valley Planning Region,5.7:6.2,1,7.0:14.0,1,5.7:8.1,1,81.6:71.7,1
09,170,Connecticut,South Central Connecticut Planning Region,5.5:11.5,1,9.2:16.9,1,7.5:7.1,1,77.8:64.5,1
09,180,Connecticut,Southeastern Connecticut Planning Region,2.9:4.2,1,3.9:8.1,1,5.8:7.2,1,87.5:80.4,1
09,190,Connecticut,Western Connecticut Planning Region,4.7:8.7,1,7.4:16.4,1,10.0:10.1,1,77.9:64.8,1
10,001,Delaware,Kent County,21.2:24.8,1,9.3:7.4,1,5.6:7.5,1,63.9:60.4,1
10,003,Delaware,New Castle County,16.1:23.8,1,4.6:8.0,1,9.5:9.6,1,69.8:58.6,1
10,005,Delaware,Sussex County,4.4:9.2,1,2.7:5.1,1,3.4:5.0,1,89.4:80.6,1
11,001,District of Columbia,District of Columbia,22.1:38.9,1,10.2:9.9,1,9.4:9.6,1,58.2:41.6,1
12,001,Florida,Alachua County,11.9:15.6,1,9.0:11.4,1,8.4:8.8,1,70.7:64.2,1
12,003,Florida,Baker County,6.8:6.2,3,3.0:4.2,3,3.3:4.9,3,87.0:84.7,3
12,005,Florida,Bay County,5.3:10.2,1,7.3:6.3,1,5.1:6.7,1,82.3:76.8,1
12,007,Florida,Bradford County,4.4:8.9,3,2.9:4.0,3,4.5:4.4,3,88.2:82.8,3
12,009,Florida,Brevard County,5.7:8.6,1,8.0:9.2,1,5.0:5.8,1,81.3:76.5,1
12,011,Florida,Broward County,14.5:23.5,1,24.5:30.1,1,10.0:8.4,1,50.9:38.0,1
12,013,Florida,Calhoun County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,015,Florida,Charlotte County,2.1:3.1,1,4.1:5.6,1,4.1:4.8,1,89.6:86.5,1
12,017,Florida,Citrus County,2.3:1.6,1,2.8:4.0,1,4.2:4.9,1,90.7:89.6,1
12,019,Florida,Clay County,7.5:10.0,1,7.6:9.2,1,7.2:9.1,1,77.7:71.6,1
12,021,Florida,Collier County,2.1:5.0,1,8.2:19.8,1,2.3:2.9,1,87.4:72.2,1
12,023,Florida,Columbia County,4.4:8.9,2,2.9:4.0,2,4.5:4.4,2,88.2:82.8,2
12,027,Florida,DeSoto County,5.1:7.1,3,14.7:21.3,3,3.1:3.8,3,77.1:67.9,3
12,029,Florida,Dixie County,4.4:8.9,3,2.9:4.0,3,4.5:4.4,3,88.2:82.8,3
12,031,Florida,Duval County,16.5:27.5,1,6.0:9.6,1,9.4:9.0,1,68.1:53.8,1
12,033,Florida,Escambia County,12.6:21.2,1,2.4:4.2,1,6.2:8.5,1,78.8:66.0,1
12,035,Florida,Flagler County,3.9:6.8,1,8.6:9.5,1,2.2:4.9,1,85.4:78.7,1
12,037,Florida,Franklin County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,039,Florida,Gadsden County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,041,Florida,Gilchrist County,4.4:8.9,3,2.9:4.0,3,4.5:4.4,3,88.2:82.8,3
12,043,Florida,Glades County,7.7:8.8,3,28.5:30.6,3,3.0:3.7,3,60.9:56.9,3
12,045,Florida,Gulf County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,047,Florida,Hamilton County,6.9:18.4,3,5.4:5.6,3,3.6:3.2,3,84.2:72.9,3
12,049,Florida,Hardee County,5.1:7.1,3,14.7:21.3,3,3.1:3.8,3,77.1:67.9,3
12,051,Florida,Hendry County,7.7:8.8,2,28.5:30.6,2,3.0:3.7,2,60.9:56.9,2
12,053,Florida,Hernando County,4.1:5.0,1,15.0:14.5,1,4.1:5.0,1,76.7:75.5,1
12,055,Florida,Highlands County,5.4:7.3,2,16.1:22.2,2,3.1:3.8,2,75.4:66.8,2
12,057,Florida,Hillsborough County,9.1:15.4,1,20.4:26.2,1,7.7:7.4,1,62.8:51.0,1
12,059,Florida,Holmes County,1.4:4.9,3,1.6:4.4,3,5.0:5.7,3,91.9:84.9,3
12,061,Florida,Indian River County,2.1:5.8,1,5.0:9.7,1,1.7:4.1,1,91.2:80.5,1
12,063,Florida,Jackson County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,065,Florida,Jefferson County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,067,Florida,Lafayette County,6.9:18.4,3,5.4:5.6,3,3.6:3.2,3,84.2:72.9,3
12,069,Florida,Lake County,7.8:10.6,1,11.1:14.1,1,5.6:5.5,1,75.5:69.9,1
12,071,Florida,Lee County,3.2:5.7,1,11.0:18.1,1,3.7:4.4,1,82.1:71.8,1
12,073,Florida,Leon County,13.8:29.4,1,4.8:6.0,1,6.3:6.4,1,75.1:58.2,1
12,075,Florida,Levy County,4.4:8.9,3,2.9:4.0,3,4.5:4.4,3,88.2:82.8,3
12,077,Florida,Liberty County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,079,Florida,Madison County,6.9:18.4,3,5.4:5.6,3,3.6:3.2,3,84.2:72.9,3
12,081,Florida,Manatee County,2.4:6.7,1,7.7:12.7,1,3.9:4.1,1,86.1:76.6,1
12,083,Florida,Marion County,6.2:9.3,1,11.5:12.4,1,5.0:4.5,1,77.3:73.8,1
12,085,Florida,Martin County,1.3:2.3,1,4.0:9.4,1,4.4:3.6,1,90.3:84.7,1
12,086,Florida,Miami-Dade County,6.9:13.1,1,62.0:68.6,1,4.9:4.0,1,26.1:14.2,1
12,087,Florida,Monroe County,1.4:7.4,2,19.3:30.5,2,4.4:4.8,2,74.9:57.2,2
12,089,Florida,Nassau County,6.8:6.2,1,3.0:4.2,1,3.3:4.9,1,87.0:84.7,1
12,091,Florida,Okaloosa County,5.2:9.1,1,7.3:7.7,1,5.8:9.0,1,81.7:74.1,1
12,093,Florida,Okeechobee County,7.7:8.8,2,28.5:30.6,2,3.0:3.7,2,60.9:56.9,2
12,095,Florida,Orange County,11.5:18.2,1,22.3:30.5,1,11.8:9.9,1,54.4:41.3,1
12,097,Florida,Osceola County,7.7:9.6,1,49.5:53.1,1,5.2:5.8,1,37.7:31.4,1
12,099,Florida,Palm Beach County,7.7:14.3,1,13.3:19.6,1,5.0:5.5,1,74.1:60.5,1
12,101,Florida,Pasco County,5.5:5.6,1,15.4:14.2,1,8.1:6.3,1,71.0:73.9,1
12,103,Florida,Pinellas County,3.1:7.1,1,5.4:8.3,1,7.0:6.2,1,84.5:78.4,1
12,105,Florida,Polk County,10.3:13.6,1,19.6:23.6,1,6.3:4.5,1,63.8:58.2,1
12,107,Florida,Putnam County,5.1:13.0,2,3.0:5.4,2,5.3:4.6,2,86.6:77.0,2
12,109,Florida,St. Johns County,3.6:5.4,1,6.1:7.1,1,5.9:5.9,1,84.4:81.7,1
12,111,Florida,St. Lucie County,15.3:18.5,1,18.6:16.6,1,4.4:4.4,1,61.7:60.5,1
12,113,Florida,Santa Rosa County,4.0:3.9,1,6.8:4.6,1,6.3:9.3,1,82.9:82.2,1
12,115,Florida,Sarasota County,0.9:2.6,1,4.6:6.9,1,3.9:4.3,1,90.7:86.2,1
12,117,Florida,Seminole County,6.3:11.2,1,17.3:20.8,1,7.1:7.8,1,69.3:60.2,1
12,119,Florida,Sumter County,1.7:3.9,1,3.1:4.1,1,5.2:2.3,1,90.0:89.6,1
12,121,Florida,Suwannee County,6.9:18.4,2,5.4:5.6,2,3.6:3.2,2,84.2:72.9,2
12,123,Florida,Taylor County,6.9:18.4,3,5.4:5.6,3,3.6:3.2,3,84.2:72.9,3
12,125,Florida,Union County,4.4:8.9,3,2.9:4.0,3,4.5:4.4,3,88.2:82.8,3
12,127,Florida,Volusia County,4.0:8.4,1,10.0:12.4,1,4.8:4.3,1,81.3:74.9,1
12,129,Florida,Wakulla County,16.7:24.5,3,5.1:3.6,3,3.7:5.0,3,74.5:66.9,3
12,131,Florida,Walton County,1.4:4.9,2,1.6:4.4,2,5.0:5.7,2,91.9:84.9,2
12,133,Florida,Washington County,1.4:4.9,3,1.6:4.4,3,5.0:5.7,3,91.9:84.9,3
13,001,Georgia,Appling County,9.0:19.8,3,5.0:5.6,3,6.9:6.2,3,79.1:68.3,3
13,003,Georgia,Atkinson County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,005,Georgia,Bacon County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,007,Georgia,Baker County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,009,Georgia,Baldwin County,17.9:30.8,3,4.7:2.7,3,4.2:4.3,3,73.2:62.2,3
13,011,Georgia,Banks County,4.5:6.4,3,2.8:7.5,3,4.2:5.1,3,88.5:81.0,3
13,013,Georgia,Barrow County,7.5:10.1,2,7.2:9.2,2,4.2:4.6,2,81.2:76.1,2
13,015,Georgia,Bartow County,4.5:10.0,1,6.7:7.9,1,2.5:3.0,1,86.2:79.1,1
13,017,Georgia,Ben Hill County,16.0:30.6,3,7.0:5.2,3,2.0:3.4,3,75.0:60.8,3
13,019,Georgia,Berrien County,16.0:30.6,3,7.0:5.2,3,2.0:3.4,3,75.0:60.8,3
13,021,Georgia,Bibb County,34.1:50.8,1,1.6:3.1,1,9.9:9.5,1,54.4:36.7,1
13,023,Georgia,Bleckley County,13.9:29.6,3,1.2:2.5,3,4.4:2.7,3,80.4:65.3,3
13,025,Georgia,Brantley County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,027,Georgia,Brooks County,16.0:30.6,3,7.0:5.2,3,2.0:3.4,3,75.0:60.8,3
13,029,Georgia,Bryan County,22.0:32.2,2,6.5:8.1,2,8.4:8.6,2,63.1:51.0,2
13,031,Georgia,Bulloch County,17.6:22.1,2,3.4:4.7,2,5.0:5.2,2,73.9:68.1,2
13,033,Georgia,Burke County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,035,Georgia,Butts County,16.6:30.8,3,1.4:2.1,3,5.2:3.3,3,76.9:63.8,3
13,037,Georgia,Calhoun County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,039,Georgia,Camden County,8.7:20.8,2,2.8:4.8,2,4.9:7.8,2,83.5:66.6,2
13,043,Georgia,Candler County,13.9:29.6,3,1.2:2.5,3,4.4:2.7,3,80.4:65.3,3
13,045,Georgia,Carroll County,10.1:15.5,1,3.1:5.7,1,2.0:4.4,1,84.8:74.5,1
13,047,Georgia,Catoosa County,2.1:3.4,2,1.4:1.9,2,2.8:5.1,2,93.7:89.6,2
13,049,Georgia,Charlton County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,051,Georgia,Chatham County,19.7:36.4,1,3.2:4.7,1,6.2:6.6,1,70.8:52.3,1
13,053,Georgia,Chattahoochee County,33.9:48.4,3,3.8:4.8,3,6.5:8.1,3,55.8:38.8,3
13,055,Georgia,Chattooga County,2.1:3.4,3,1.4:1.9,3,2.8:5.1,3,93.7:89.6,3
13,057,Georgia,Cherokee County,3.3:4.3,1,6.1:8.5,1,8.5:7.7,1,82.1:79.5,1
13,059,Georgia,Clarke County,16.4:25.4,1,4.3:8.7,1,5.6:6.6,1,73.7:59.3,1
13,061,Georgia,Clay County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,063,Georgia,Clayton County,60.0:70.9,1,10.2:10.9,1,16.7:8.8,1,13.2:9.4,1
13,065,Georgia,Clinch County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,067,Georgia,Cobb County,16.9:27.8,1,6.2:9.5,1,10.3:9.2,1,66.5:53.6,1
13,069,Georgia,Coffee County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,071,Georgia,Colquitt County,14.4:26.3,2,4.3:7.0,2,3.8:4.6,2,77.5:62.1,2
13,073,Georgia,Columbia County,16.8:18.6,1,6.4:6.4,1,7.9:7.6,1,68.9:67.5,1
13,075,Georgia,Cook County,16.0:30.6,3,7.0:5.2,3,2.0:3.4,3,75.0:60.8,3
13,077,Georgia,Coweta County,6.6:15.3,1,3.6:6.5,1,7.1:7.6,1,82.8:70.6,1
13,079,Georgia,Crawford County,17.9:30.8,3,4.7:2.7,3,4.2:4.3,3,73.2:62.2,3
13,081,Georgia,Crisp County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,083,Georgia,Dade County,2.1:3.4,3,1.4:1.9,3,2.8:5.1,3,93.7:89.6,3
13,085,Georgia,Dawson County,1.2:1.2,3,1.5:3.4,3,3.3:3.9,3,94.1:91.6,3
13,087,Georgia,Decatur County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,089,Georgia,DeKalb County,31.9:47.8,1,3.8:6.6,1,11.8:10.6,1,52.5:35.1,1
13,091,Georgia,Dodge County,13.9:29.6,3,1.2:2.5,3,4.4:2.7,3,80.4:65.3,3
13,093,Georgia,Dooly County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,095,Georgia,Dougherty County,38.0:59.0,2,2.5:2.1,2,4.5:3.9,2,54.9:35.0,2
13,097,Georgia,Douglas County,49.6:51.9,1,8.7:8.8,1,2.9:3.7,1,38.8:35.6,1
13,099,Georgia,Early County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,101,Georgia,Echols County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,103,Georgia,Effingham County,17.6:22.1,2,3.4:4.7,2,5.0:5.2,2,73.9:68.1,2
13,105,Georgia,Elbert County,6.6:14.4,3,1.8:3.2,3,5.7:6.7,3,85.9:75.7,3
13,107,Georgia,Emanuel County,13.9:29.6,3,1.2:2.5,3,4.4:2.7,3,80.4:65.3,3
13,109,Georgia,Evans County,9.0:19.8,3,5.0:5.6,3,6.9:6.2,3,79.1:68.3,3
13,111,Georgia,Fannin County,0.5:0.8,3,5.4:8.9,3,3.1:3.3,3,91.0:86.9,3
13,113,Georgia,Fayette County,20.7:25.4,1,7.0:7.9,1,7.9:8.5,1,64.4:58.2,1
13,115,Georgia,Floyd County,8.1:12.5,2,11.3:7.1,2,2.4:2.6,2,78.2:77.7,2
13,117,Georgia,Forsyth County,3.2:4.8,1,5.4:6.2,1,22.8:20.4,1,68.6:68.6,1
13,119,Georgia,Franklin County,4.5:6.4,3,2.8:7.5,3,4.2:5.1,3,88.5:81.0,3
13,121,Georgia,Fulton County,20.9:40.8,1,4.0:5.9,1,12.3:11.6,1,62.8:41.7,1
13,123,Georgia,Gilmer County,0.5:0.8,3,5.4:8.9,3,3.1:3.3,3,91.0:86.9,3
13,125,Georgia,Glascock County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,127,Georgia,Glynn County,8.7:20.8,2,2.8:4.8,2,4.9:7.8,2,83.5:66.6,2
13,129,Georgia,Gordon County,0.5:0.8,3,5.4:8.9,3,3.1:3.3,3,91.0:86.9,3
13,131,Georgia,Grady County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,133,Georgia,Greene County,6.6:14.4,3,1.8:3.2,3,5.7:6.7,3,85.9:75.7,3
13,135,Georgia,Gwinnett County,23.0:29.9,1,11.3:17.0,1,20.0:16.8,1,45.6:36.3,1
13,137,Georgia,Habersham County,4.5:6.4,3,2.8:7.5,3,4.2:5.1,3,88.5:81.0,3
13,139,Georgia,Hall County,4.0:7.0,1,13.4:21.4,1,2.7:4.1,1,79.9:67.5,1
13,141,Georgia,Hancock County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,143,Georgia,Haralson County,8.1:12.5,3,11.3:7.1,3,2.4:2.6,3,78.2:77.7,3
13,145,Georgia,Harris County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,147,Georgia,Hart County,4.5:6.4,3,2.8:7.5,3,4.2:5.1,3,88.5:81.0,3
13,149,Georgia,Heard County,21.3:33.9,3,1.2:2.1,3,3.9:4.6,3,73.5:59.4,3
13,151,Georgia,Henry County,45.3:51.0,1,9.5:6.9,1,11.1:6.3,1,34.0:35.8,1
13,153,Georgia,Houston County,21.4:33.2,1,3.4:4.8,1,6.2:8.0,1,69.0:54.0,1
13,155,Georgia,Irwin County,16.0:30.6,3,7.0:5.2,3,2.0:3.4,3,75.0:60.8,3
13,157,Georgia,Jackson County,7.5:10.1,2,7.2:9.2,2,4.2:4.6,2,81.2:76.1,2
13,159,Georgia,Jasper County,12.8:18.7,3,4.5:4.2,3,3.6:5.1,3,79.1:72.1,3
13,161,Georgia,Jeff Davis County,9.0:19.8,3,5.0:5.6,3,6.9:6.2,3,79.1:68.3,3
13,163,Georgia,Jefferson County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,165,Georgia,Jenkins County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,167,Georgia,Johnson County,13.9:29.6,3,1.2:2.5,3,4.4:2.7,3,80.4:65.3,3
13,169,Georgia,Jones County,17.9:30.8,3,4.7:2.7,3,4.2:4.3,3,73.2:62.2,3
13,171,Georgia,Lamar County,16.6:30.8,3,1.4:2.1,3,5.2:3.3,3,76.9:63.8,3
13,173,Georgia,Lanier County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,175,Georgia,Laurens County,13.9:29.6,2,1.2:2.5,2,4.4:2.7,2,80.4:65.3,2
13,177,Georgia,Lee County,38.0:59.0,3,2.5:2.1,3,4.5:3.9,3,54.9:35.0,3
13,179,Georgia,Liberty County,22.0:32.2,2,6.5:8.1,2,8.4:8.6,2,63.1:51.0,2
13,181,Georgia,Lincoln County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,183,Georgia,Long County,22.0:32.2,3,6.5:8.1,3,8.4:8.6,3,63.1:51.0,3
13,185,Georgia,Lowndes County,18.5:35.3,1,3.8:5.6,1,8.5:6.0,1,69.3:53.1,1
13,187,Georgia,Lumpkin County,1.2:1.2,3,1.5:3.4,3,3.3:3.9,3,94.1:91.6,3
13,189,Georgia,McDuffie County,26.5:45.4,3,1.2:1.1,3,2.9:2.3,3,69.4:51.1,3
13,191,Georgia,McIntosh County,8.7:20.8,3,2.8:4.8,3,4.9:7.8,3,83.5:66.6,3
13,193,Georgia,Macon County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,195,Georgia,Madison County,6.6:14.4,3,1.8:3.2,3,5.7:6.7,3,85.9:75.7,3
13,197,Georgia,Marion County,20.0:43.0,3,2.6:4.8,3,2.4:2.6,3,74.9:49.6,3
13,199,Georgia,Meriwether County,21.3:33.9,3,1.2:2.1,3,3.9:4.6,3,73.5:59.4,3
13,201,Georgia,Miller County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,205,Georgia,Mitchell County,26.4:39.8,3,3.6:4.7,3,1.9:1.6,3,68.1:53.9,3
13,207,Georgia,Monroe County,17.9:30.8,3,4.7:2.7,3,4.2:4.3,3,73.2:62.2,3
13,209,Georgia,Montgomery County,9.0:19.8,3,5.0:5.6,3,6.9:6.2,3,79.1:68.3,3
13,211,Georgia,Morgan County,12.8:18.7,3,4.5:4.2,3,3.6:5.1,3,79.1:72.1,3
13,213,Georgia,Murray County,0.5:0.8,3,5.4:8.9,3,3.1:3.3,3,91.0:86.9,3
13,215,Georgia,Muscogee County,33.9:48.4,1,3.8:4.8,1,6.5:8.1,1,55.8:38.8,1
13,217,Georgia,Newton County,53.4:51.9,2,3.8:5.0,2,4.6:5.9,2,38.1:37.2,2
13,219,Georgia,Oconee County,6.6:14.4,3,1.8:3.2,3,5.7:6.7,3,85.9:75.7,3
13,221,Georgia,Oglethorpe County,6.6:14.4,3,1.8:3.2,3,5.7:6.7,3,85.9:75.7,3
13,223,Georgia,Paulding County,17.3:22.1,1,4.9:6.4,1,5.7:6.5,1,72.2:64.9,1
13,225,Georgia,Peach County,17.9:30.8,3,4.7:2.7,3,4.2:4.3,3,73.2:62.2,3
13,227,Georgia,Pickens County,0.5:0.8,3,5.4:8.9,3,3.1:3.3,3,91.0:86.9,3
13,229,Georgia,Pierce County,8.3:19.6,3,6.1:6.5,3,3.1:4.5,3,82.6:69.4,3
13,231,Georgia,Pike County,16.6:30.8,3,1.4:2.1,3,5.2:3.3,3,76.9:63.8,3
