year,state,place,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2014,26,80700,0.035:0.040,2,0.011:0.014,2,0.152:0.152,2,0.803:0.794,2
2014,26,84000,0.032:0.175,2,0.017:0.006,2,0.138:0.064,2,0.813:0.754,2
2014,26,86000,0.120:0.262,2,0.017:0.022,2,0.033:0.036,2,0.830:0.680,2
2014,26,88940,0.012:0.025,2,0.043:0.105,2,0.010:0.036,2,0.935:0.834,2
2014,27,06616,0.027:0.093,2,0.017:0.043,2,0.062:0.060,2,0.894:0.803,2
2014,27,07966,0.088:0.170,2,0.003:0.035,2,0.080:0.071,2,0.830:0.724,2
2014,27,17000,0.020:0.017,3,0.003:0.008,3,0.023:0.043,3,0.954:0.932,3
2014,27,43000,0.057:0.159,2,0.026:0.068,2,0.050:0.087,2,0.867:0.686,2
2014,27,51730,0.021:0.034,2,0.023:0.027,2,0.088:0.112,2,0.868:0.827,2
2014,27,54880,0.003:0.035,2,0.028:0.031,2,0.038:0.063,2,0.931:0.872,2
2014,27,58000,0.015:0.138,1,0.021:0.053,1,0.079:0.140,1,0.885:0.670,1
2014,27,71428,0.029:0.043,2,0.014:0.027,2,0.077:0.068,2,0.880:0.863,2
2014,28,36000,0.391:0.683,3,0.009:0.011,3,0.005:0.019,3,0.595:0.287,3
2014,29,15670,0.018:0.068,2,0.019:0.033,2,0.037:0.074,2,0.926:0.825,2
2014,29,35000,0.061:0.096,3,0.027:0.042,3,0.020:0.025,3,0.892:0.837,3
2014,29,38000,0.116:0.271,1,0.036:0.083,1,0.029:0.040,1,0.820:0.606,1
2014,29,41348,0.060:0.057,1,0.013:0.033,1,0.048:0.054,1,0.879:0.856,1
2014,29,54074,0.032:0.040,2,0.011:0.026,2,0.025:0.026,2,0.932:0.908,2
2014,29,65000,0.205:0.438,3,0.017:0.028,3,0.038:0.053,3,0.741:0.480,3
2014,29,70000,0.009:0.029,3,0.025:0.026,3,0.029:0.037,3,0.936:0.908,3
2014,30,06550,NA:0.003,NA,0.010:0.030,1,0.031:0.057,1,0.958:0.909,1
2014,31,28000,0.007:0.040,3,0.021:0.047,3,0.025:0.036,3,0.947:0.877,3
2014,31,37000,0.036:0.122,3,0.035:0.088,3,0.055:0.043,3,0.875:0.747,3
2014,32,31900,0.022:0.056,1,0.068:0.128,1,0.124:0.107,1,0.785:0.710,1
2014,32,40000,0.066:0.129,2,0.149:0.246,2,0.105:0.096,2,0.680:0.528,2
2014,32,51800,0.127:0.205,1,0.250:0.314,1,0.119:0.092,1,0.504:0.389,1
2014,32,60600,0.008:0.024,1,0.056:0.160,1,0.062:0.090,1,0.874:0.726,1
2014,32,68400,0.009:0.018,2,0.156:0.175,2,0.066:0.079,2,0.769:0.727,2
2014,33,45140,0.016:0.032,1,0.026:0.071,1,0.069:0.065,1,0.888:0.831,1
2014,33,50260,0.006:0.031,2,0.016:0.061,2,0.054:0.040,2,0.925:0.868,2
2014,34,13690,0.021:0.055,2,0.193:0.400,2,0.111:0.082,2,0.675:0.463,2
2014,34,21000,0.125:0.207,3,0.419:0.591,3,0.073:0.032,3,0.382:0.171,3
2014,34,36000,0.242:0.211,3,0.156:0.267,3,0.258:0.254,3,0.343:0.268,3
2014,34,51000,0.499:0.504,3,0.273:0.328,3,0.050:0.055,3,0.178:0.113,3
2014,34,57000,0.262:0.338,2,0.518:0.533,2,0.013:0.021,2,0.207:0.108,2
2014,34,74000,0.261:0.420,2,0.088:0.231,2,0.053:0.032,2,0.598:0.318,2
2014,35,02000,0.015:0.023,2,0.311:0.395,2,0.055:0.077,2,0.619:0.504,2
2014,35,39380,0.043:0.029,1,0.355:0.448,1,0.025:0.061,1,0.577:0.462,1
2014,35,63460,0.006:0.018,2,0.348:0.308,2,0.060:0.104,2,0.586:0.570,2
2014,35,70500,0.000:0.005,2,0.225:0.408,2,0.077:0.043,2,0.698:0.545,2
2014,36,01000,0.050:0.241,3,0.014:0.073,3,0.038:0.059,3,0.898:0.627,3
2014,36,11000,0.184:0.379,2,0.033:0.091,2,0.079:0.048,2,0.704:0.482,2
2014,36,50617,0.133:0.293,2,0.050:0.138,2,0.041:0.049,2,0.775:0.520,2
2014,36,51000,0.116:0.219,1,0.085:0.253,1,0.164:0.143,1,0.635:0.385,1
2014,36,63000,0.193:0.348,3,0.107:0.147,3,0.054:0.048,3,0.646:0.457,3
2014,36,73000,0.143:0.269,3,0.125:0.068,3,0.033:0.077,3,0.700:0.586,3
2014,36,84000,0.055:0.139,2,0.133:0.295,2,0.077:0.072,2,0.735:0.494,2
2014,37,02140,0.035:0.085,2,0.023:0.038,2,0.034:0.043,2,0.908:0.834,2
2014,37,10740,0.061:0.107,2,0.030:0.049,2,0.097:0.111,2,0.812:0.734,2
2014,37,12000,0.121:0.322,2,0.035:0.089,2,0.056:0.076,2,0.788:0.513,2
2014,37,14100,0.102:0.201,2,0.027:0.066,2,0.029:0.029,2,0.841:0.704,2
2014,37,19000,0.206:0.377,3,0.032:0.082,3,0.071:0.063,3,0.691:0.478,3
2014,37,22920,0.320:0.396,1,0.061:0.085,1,0.095:0.053,1,0.524:0.466,1
2014,37,25580,0.111:0.202,2,0.060:0.069,2,0.028:0.033,2,0.800:0.696,2
2014,37,28000,0.147:0.367,2,0.027:0.049,2,0.044:0.067,2,0.782:0.517,2
2014,37,28080,0.215:0.340,2,0.010:0.043,2,0.023:0.034,2,0.751:0.583,2
2014,37,31400,0.142:0.271,2,0.019:0.053,2,0.050:0.059,2,0.790:0.617,2
2014,37,55000,0.105:0.259,3,0.036:0.073,3,0.055:0.058,3,0.804:0.610,3
2014,37,74440,0.032:0.129,2,0.010:0.034,2,0.020:0.012,2,0.938:0.825,2
2014,37,75000,0.128:0.308,3,0.038:0.093,3,0.035:0.037,3,0.800:0.561,3
2014,38,25700,NA:0.047,NA,0.000:0.009,2,0.007:0.047,2,0.993:0.896,2
2014,39,01000,0.153:0.269,3,0.004:0.006,3,0.013:0.046,3,0.830:0.680,3
2014,39,15000,0.157:0.418,2,0.010:0.030,2,0.027:0.049,2,0.805:0.504,2
2014,39,16000,0.331:0.517,3,0.087:0.089,3,0.028:0.037,3,0.554:0.357,3
2014,39,18000,0.103:0.223,2,0.015:0.037,2,0.045:0.069,2,0.837:0.671,2
2014,39,21000,0.328:0.382,3,0.008:0.017,3,0.015:0.024,3,0.649:0.577,3
2014,39,61000,0.002:0.023,3,0.013:0.034,3,0.021:0.043,3,0.964:0.900,3
2014,39,77000,0.142:0.266,3,0.037:0.057,3,0.029:0.032,3,0.793:0.644,3
2014,40,09050,0.020:0.068,2,0.057:0.089,2,0.114:0.128,2,0.810:0.715,2
2014,40,23200,0.021:0.082,2,0.019:0.035,2,0.047:0.097,2,0.912:0.786,2
2014,40,41850,0.124:0.198,1,0.050:0.104,1,0.094:0.123,1,0.732:0.575,1
2014,40,52500,0.029:0.043,2,0.037:0.053,2,0.116:0.112,2,0.819:0.792,2
2014,40,55000,0.055:0.129,3,0.048:0.125,3,0.079:0.090,3,0.817:0.656,3
2014,40,75000,0.031:0.112,3,0.039:0.076,3,0.086:0.120,3,0.844:0.691,3
2014,41,05350,0.005:0.023,2,0.022:0.092,2,0.152:0.111,2,0.821:0.774,2
2014,41,05800,0.005:0.001,2,0.012:0.042,2,0.020:0.015,2,0.964:0.942,2
2014,41,23850,0.005:0.011,2,0.033:0.065,2,0.051:0.074,2,0.911:0.850,2
2014,41,31250,0.022:0.035,2,0.034:0.096,2,0.086:0.082,2,0.858:0.787,2
2014,41,34100,0.007:0.013,1,0.062:0.170,1,0.076:0.134,1,0.855:0.684,1
2014,41,47000,NA:0.002,NA,0.033:0.072,2,0.061:0.065,2,0.906:0.861,2
2014,41,59000,0.023:0.050,2,0.041:0.077,2,0.072:0.106,2,0.865:0.767,2
2014,41,64900,0.002:0.013,2,0.057:0.132,2,0.059:0.062,2,0.882:0.793,2
2014,42,02000,0.055:0.099,3,0.187:0.383,3,0.040:0.026,3,0.719:0.492,3
2014,42,06088,0.022:0.050,2,0.076:0.155,2,0.043:0.036,2,0.859:0.759,2
2014,42,24000,0.059:0.162,3,0.026:0.050,3,0.015:0.021,3,0.900:0.767,3
2014,42,60000,0.234:0.407,1,0.067:0.115,1,0.086:0.080,1,0.613:0.397,1
2014,42,61000,0.115:0.235,2,0.008:0.025,2,0.044:0.075,2,0.833:0.664,2
2014,42,63624,0.028:0.098,2,0.140:0.336,2,0.009:0.014,2,0.824:0.552,2
2014,42,69000,0.007:0.041,3,0.021:0.055,3,0.010:0.033,3,0.962:0.871,3
2014,44,19180,0.032:0.044,2,0.029:0.071,2,0.069:0.077,2,0.869:0.808,2
2014,44,54640,0.022:0.065,2,0.060:0.158,2,0.020:0.052,2,0.898:0.725,2
2014,44,59000,0.063:0.128,3,0.156:0.371,3,0.118:0.088,3,0.663:0.413,3
2014,44,74300,0.005:0.008,2,0.015:0.021,2,0.022:0.041,2,0.958:0.930,2
2014,45,13330,0.102:0.242,2,0.008:0.018,2,0.011:0.021,2,0.879:0.719,2
2014,45,16000,0.174:0.438,3,0.020:0.038,3,0.022:0.039,3,0.785:0.485,3
2014,45,48535,0.051:0.159,2,0.066:0.017,2,0.012:0.027,2,0.870:0.797,2
2014,45,50875,0.203:0.358,2,0.040:0.080,2,0.045:0.045,2,0.712:0.517,2
2014,46,59020,0.007:0.039,1,0.013:0.028,1,0.009:0.048,1,0.971:0.885,1
2014,47,14000,0.133:0.285,3,0.015:0.047,3,0.046:0.029,3,0.806:0.639,3
2014,47,15160,0.134:0.200,2,0.047:0.073,2,0.039:0.045,2,0.780:0.682,2
2014,47,27740,0.027:0.039,3,0.010:0.034,3,0.044:0.042,3,0.919:0.886,3
2014,47,40000,0.078:0.170,3,0.016:0.039,3,0.029:0.056,3,0.877:0.735,3
2014,47,48000,0.301:0.594,2,0.021:0.043,2,0.042:0.033,2,0.636:0.330,2
2014,47,51560,0.110:0.144,2,0.015:0.035,2,0.021:0.043,2,0.855:0.778,2
2014,47,52006,0.116:0.266,1,0.026:0.070,1,0.028:0.039,1,0.830:0.625,1
2014,48,01000,0.024:0.076,3,0.099:0.182,3,0.040:0.032,3,0.836:0.710,3
2014,48,01924,0.048:0.079,2,0.089:0.089,2,0.172:0.152,2,0.691:0.679,2
2014,48,03000,0.014:0.052,3,0.117:0.219,3,0.093:0.050,3,0.776:0.679,3
2014,48,04000,0.147:0.249,3,0.152:0.220,3,0.083:0.079,3,0.618:0.453,3
2014,48,05000,0.026:0.070,2,0.115:0.255,2,0.098:0.089,2,0.760:0.586,2
2014,48,06128,0.131:0.168,2,0.254:0.355,2,0.036:0.028,2,0.579:0.449,2
2014,48,07000,0.284:0.461,3,0.075:0.086,3,0.053:0.033,3,0.588:0.420,3
2014,48,10768,NA,NA,0.803:0.902,1,0.039:0.013,1,0.158:0.085,1
2014,48,10912,0.040:0.111,2,0.067:0.204,2,0.029:0.063,2,0.865:0.621,2
2014,48,13024,0.066:0.156,2,0.100:0.194,2,0.234:0.163,2,0.600:0.487,2
2014,48,13552,0.019:0.035,3,0.113:0.139,3,0.089:0.082,3,0.779:0.744,3
2014,48,15976,0.040:0.111,2,0.067:0.204,2,0.029:0.063,2,0.865:0.621,2
2014,48,16432,0.022:0.038,3,0.092:0.199,3,0.023:0.030,3,0.863:0.733,3
2014,48,17000,0.013:0.038,2,0.426:0.588,2,0.019:0.022,2,0.542:0.352,2
2014,48,19000,0.067:0.245,2,0.118:0.288,2,0.058:0.062,2,0.757:0.404,2
2014,48,19972,0.031:0.080,2,0.082:0.159,2,0.042:0.055,2,0.845:0.706,2
2014,48,22660,NA,NA,0.789:0.896,2,0.052:0.024,2,0.159:0.080,2
2014,48,24000,0.020:0.035,2,0.711:0.758,2,0.024:0.023,2,0.246:0.184,2
2014,48,26232,0.020:0.034,2,0.058:0.084,2,0.075:0.086,2,0.847:0.796,2
2014,48,27000,0.075:0.164,2,0.138:0.240,2,0.056:0.053,2,0.732:0.543,2
2014,48,27684,0.047:0.075,2,0.068:0.103,2,0.148:0.128,2,0.737:0.694,2
2014,48,29000,0.096:0.147,3,0.189:0.265,3,0.121:0.111,3,0.594:0.477,3
2014,48,30464,0.173:0.244,2,0.316:0.361,2,0.070:0.055,2,0.441:0.340,2
2014,48,35000,0.077:0.231,2,0.154:0.349,2,0.117:0.088,2,0.652:0.332,2
2014,48,37000,0.039:0.154,3,0.169:0.334,3,0.169:0.142,3,0.623:0.370,3
2014,48,39148,0.298:0.313,1,0.207:0.201,1,0.045:0.069,1,0.450:0.416,1
2014,48,41464,0.001:0.002,1,0.928:0.941,1,0.006:0.008,1,0.065:0.049,1
2014,48,41980,0.045:0.061,2,0.081:0.166,2,0.081:0.054,2,0.793:0.719,2
2014,48,42508,0.095:0.147,1,0.157:0.212,1,0.142:0.101,1,0.606:0.541,1
2014,48,43888,0.078:0.219,2,0.067:0.109,2,0.028:0.022,2,0.827:0.649,2
2014,48,45000,0.024:0.063,3,0.152:0.296,3,0.027:0.033,3,0.797:0.608,3
2014,48,45384,0.000:0.000,1,0.712:0.820,1,0.050:0.021,1,0.238:0.159,1
2014,48,45744,0.061:0.101,1,0.060:0.116,1,0.146:0.068,1,0.733:0.715,1
2014,48,47892,0.125:0.236,2,0.226:0.300,2,0.101:0.064,2,0.547:0.400,2
2014,48,48072,0.018:0.057,1,0.189:0.334,1,0.016:0.024,1,0.777:0.586,1
2014,48,48768,0.011:0.003,2,0.787:0.805,2,0.052:0.012,2,0.149:0.179,2
2014,48,50820,0.041:0.026,2,0.129:0.209,2,0.021:0.015,2,0.809:0.750,2
2014,48,53388,0.011:0.045,2,0.410:0.497,2,0.032:0.023,2,0.547:0.434,2
2014,48,56000,0.018:0.024,3,0.322:0.506,3,0.067:0.036,3,0.593:0.434,3
2014,48,56348,0.185:0.182,2,0.164:0.210,2,0.152:0.124,2,0.498:0.484,2
2014,48,57200,NA,NA,0.932:0.925,2,0.014:0.011,2,0.054:0.064,2
2014,48,58016,0.029:0.106,1,0.075:0.101,1,0.217:0.190,1,0.679:0.604,1
2014,48,61796,0.035:0.098,2,0.071:0.155,2,0.161:0.154,2,0.733:0.593,2
2014,48,63500,0.076:0.111,2,0.121:0.230,2,0.079:0.070,2,0.725:0.589,2
2014,48,64472,0.030:0.038,1,0.217:0.316,1,0.017:0.024,1,0.736:0.623,1
2014,48,65000,0.038:0.072,2,0.392:0.551,2,0.048:0.044,2,0.522:0.334,2
2014,48,70808,0.038:0.109,2,0.058:0.135,2,0.467:0.318,2,0.437:0.438,2
2014,48,72176,0.057:0.114,2,0.097:0.192,2,0.012:0.025,2,0.834:0.669,2
2014,48,74144,0.083:0.231,1,0.108:0.131,1,0.021:0.031,1,0.788:0.607,1
2014,48,76000,0.060:0.243,1,0.149:0.215,1,0.032:0.021,1,0.759:0.522,1
2014,48,79000,0.033:0.084,3,0.069:0.101,3,0.054:0.053,3,0.844:0.762,3
2014,49,43660,0.038:0.023,3,0.047:0.071,3,0.049:0.031,3,0.866:0.875,3
2014,49,44320,0.001:0.002,3,0.060:0.083,3,0.031:0.030,3,0.908:0.885,3
2014,49,55980,0.001:0.007,2,0.075:0.178,2,0.034:0.035,2,0.890:0.780,2
2014,49,57300,NA:0.015,NA,0.049:0.086,2,0.040:0.053,2,0.911:0.846,2
2014,49,62470,NA:0.003,NA,0.058:0.135,1,0.018:0.051,1,0.924:0.812,1
2014,49,65330,0.004:0.008,2,0.022:0.080,2,0.021:0.031,2,0.953:0.881,2
2014,49,67000,0.003:0.013,3,0.048:0.116,3,0.032:0.072,3,0.917:0.799,3
2014,49,67440,0.007:0.010,2,0.031:0.064,2,0.039:0.044,2,0.922:0.882,2
2014,49,70850,0.004:0.007,3,0.054:0.108,3,0.035:0.042,3,0.907:0.844,3
2014,49,82950,0.006:0.011,2,0.083:0.133,2,0.029:0.031,2,0.883:0.825,2
2014,49,83470,0.009:0.013,2,0.170:0.247,2,0.075:0.085,2,0.746:0.656,2
2014,51,01000,0.061:0.193,3,0.038:0.115,3,0.073:0.105,3,0.829:0.587,3
2014,51,16000,0.150:0.295,3,0.043:0.045,3,0.064:0.055,3,0.743:0.606,3
2014,51,35000,0.397:0.485,3,0.010:0.040,3,0.035:0.034,3,0.558:0.440,3
2014,51,47672,0.099:0.226,2,0.004:0.022,2,0.029:0.027,2,0.869:0.725,2
2014,51,56000,0.227:0.406,2,0.033:0.058,2,0.072:0.058,2,0.668:0.477,2
2014,51,57000,0.235:0.438,2,0.021:0.053,2,0.054:0.047,2,0.690:0.462,2
2014,51,64000,0.302:0.494,3,0.024:0.025,3,0.016:0.037,3,0.659:0.445,3
2014,51,67000,0.212:0.432,3,0.008:0.043,3,0.008:0.040,3,0.772:0.485,3
2014,51,68000,0.069:0.201,3,0.010:0.019,3,0.030:0.036,3,0.890:0.743,3
2014,51,76432,0.226:0.389,2,0.027:0.013,2,0.028:0.024,2,0.719:0.574,2
2014,51,82000,0.105:0.184,2,0.042:0.065,2,0.077:0.086,2,0.776:0.665,2
2014,53,03180,0.019:0.048,2,0.049:0.090,2,0.132:0.136,2,0.800:0.725,2
2014,53,05210,0.015:0.024,1,0.010:0.071,1,0.246:0.293,1,0.729:0.612,1
2014,53,05280,0.002:0.003,2,0.024:0.065,2,0.060:0.087,2,0.914:0.844,2
2014,53,22640,0.028:0.028,2,0.058:0.079,2,0.139:0.124,2,0.775:0.768,2
2014,53,23515,0.024:0.091,2,0.047:0.126,2,0.159:0.156,2,0.770:0.627,2
2014,53,35275,0.008:0.026,2,0.070:0.140,2,0.077:0.048,2,0.846:0.786,2
2014,53,35415,0.071:0.113,1,0.048:0.086,1,0.217:0.201,1,0.664:0.599,1
2014,53,35940,0.015:0.021,2,0.049:0.055,2,0.138:0.220,2,0.797:0.704,2
2014,53,53545,0.010:0.014,2,0.128:0.266,2,0.050:0.049,2,0.812:0.670,2
2014,53,57745,0.073:0.128,NA,0.054:0.121,NA,0.276:0.227,NA,0.597:0.523,NA
2014,53,63000,0.017:0.057,2,0.020:0.044,2,0.119:0.173,2,0.843:0.726,2
2014,53,67000,0.003:0.005,3,0.021:0.036,3,0.037:0.078,3,0.940:0.881,3
2014,53,67167,0.005:0.008,2,0.012:0.039,2,0.035:0.033,2,0.947:0.921,2
2014,53,70000,0.057:0.099,3,0.031:0.075,3,0.090:0.128,3,0.822:0.698,3
2014,53,74060,0.010:0.023,1,0.041:0.081,1,0.090:0.090,1,0.859:0.806,1
2014,53,80010,0.004:0.010,2,0.132:0.269,2,0.050:0.058,2,0.814:0.664,2
2014,55,02375,0.001:0.007,3,0.011:0.027,3,0.028:0.039,3,0.959:0.928,3
2014,55,31000,0.000:0.058,2,0.031:0.073,2,0.024:0.075,2,0.945:0.794,2
2014,55,39225,0.008:0.051,2,0.078:0.093,2,0.022:0.017,2,0.892:0.838,2
2014,55,48000,0.011:0.032,3,0.020:0.038,3,0.048:0.087,3,0.921:0.843,3
2014,55,53000,0.181:0.378,2,0.093:0.121,2,0.035:0.049,2,0.691:0.452,2
2014,55,66000,0.014:0.088,3,0.048:0.077,3,0.018:0.023,3,0.920:0.811,3
2015,01,03076,0.163:0.255,2,0.006:0.036,2,0.058:0.065,2,0.772:0.644,2
2015,01,07000,0.397:0.644,3,0.013:0.020,3,0.009:0.015,3,0.581:0.321,3
2015,01,35896,0.066:0.175,3,0.019:0.027,3,0.027:0.035,3,0.887:0.763,3
2015,01,37000,0.075:0.222,3,0.038:0.048,3,0.079:0.051,3,0.808:0.680,3
2015,01,50000,0.259:0.463,3,0.007:0.022,3,0.027:0.035,3,0.706:0.479,3
2015,01,51000,0.271:0.543,3,0.008:0.019,3,0.072:0.034,3,0.649:0.405,3
2015,01,77256,0.250:0.413,2,0.003:0.015,2,0.020:0.020,2,0.728:0.552,2
2015,02,03000,0.024:0.063,2,0.045:0.062,2,0.118:0.172,2,0.813:0.703,2
2015,04,04720,0.049:0.101,2,0.349:0.388,2,0.044:0.038,2,0.558:0.473,2
2015,04,07940,0.017:0.049,2,0.113:0.188,2,0.046:0.064,2,0.824:0.699,2
2015,04,12000,0.021:0.043,3,0.083:0.163,3,0.120:0.120,3,0.776:0.674,3
2015,04,23620,NA:0.002,NA,0.089:0.119,3,0.065:0.226,3,0.846:0.653,3
2015,04,27400,0.016:0.025,1,0.126:0.134,1,0.080:0.077,1,0.778:0.764,1
2015,04,27820,0.038:0.059,1,0.148:0.266,1,0.058:0.058,1,0.757:0.617,1
2015,04,28380,0.029:0.071,2,0.147:0.191,2,0.066:0.070,2,0.758:0.669,2
2015,04,46000,0.011:0.038,2,0.105:0.206,2,0.053:0.054,2,0.831:0.702,2
2015,04,54050,0.013:0.026,2,0.122:0.184,2,0.046:0.043,2,0.819:0.747,2
2015,04,55000,0.024:0.074,2,0.139:0.317,2,0.042:0.061,2,0.795:0.549,2
2015,04,65000,0.005:0.013,3,0.029:0.067,3,0.061:0.060,3,0.905:0.859,3
2015,04,71510,0.032:0.042,1,0.071:0.093,1,0.051:0.029,1,0.846:0.835,1
2015,04,73000,0.038:0.060,3,0.117:0.176,3,0.099:0.130,3,0.746:0.634,3
2015,04,77000,0.022:0.048,2,0.180:0.323,2,0.047:0.053,2,0.751:0.576,2
2015,04,85540,0.008:0.030,2,0.421:0.498,2,0.034:0.031,2,0.536:0.441,2
2015,05,23290,0.014:0.032,2,0.065:0.120,2,0.048:0.067,2,0.873:0.781,2
2015,05,24550,0.012:0.047,2,0.056:0.083,2,0.073:0.080,2,0.858:0.791,2
2015,05,35710,0.013:0.086,2,0.009:0.020,2,0.051:0.026,2,0.927:0.868,2
2015,05,41000,0.187:0.391,1,0.017:0.051,1,0.028:0.044,1,0.768:0.513,1
2015,05,66080,0.013:0.030,3,0.065:0.120,3,0.048:0.067,3,0.874:0.783,3
2015,06,00562,0.024:0.112,2,0.095:0.166,2,0.371:0.317,2,0.510:0.405,2
2015,06,00884,0.008:0.018,2,0.213:0.301,2,0.470:0.449,2,0.309:0.232,2
2015,06,02000,0.003:0.022,3,0.257:0.422,3,0.207:0.187,3,0.533:0.369,3
2015,06,02252,0.110:0.201,1,0.193:0.238,1,0.130:0.149,1,0.566:0.412,1
2015,06,02364,0.032:0.082,2,0.287:0.349,2,0.061:0.046,2,0.620:0.523,2
2015,06,03526,0.024:0.059,2,0.312:0.441,2,0.097:0.077,2,0.567:0.422,2
2015,06,04982,0.075:0.136,2,0.530:0.590,2,0.143:0.110,2,0.251:0.165,2
2015,06,06000,0.041:0.074,1,0.048:0.075,1,0.141:0.223,1,0.769:0.627,1
2015,06,08786,0.025:0.032,3,0.109:0.211,3,0.288:0.276,3,0.578:0.481,3
2015,06,08954,0.004:0.018,1,0.112:0.164,1,0.159:0.168,1,0.725:0.650,1
2015,06,11194,0.002:0.004,1,0.091:0.103,1,0.129:0.101,1,0.777:0.792,1
2015,06,11530,0.265:0.218,1,0.233:0.282,1,0.362:0.347,1,0.141:0.153,1
2015,06,13014,0.000:0.014,1,0.086:0.125,1,0.054:0.060,1,0.860:0.801,1
2015,06,13210,0.034:0.034,2,0.246:0.387,2,0.323:0.253,2,0.397:0.327,2
2015,06,13214,0.033:0.028,2,0.239:0.371,2,0.330:0.265,2,0.399:0.336,2
2015,06,13392,0.054:0.053,1,0.449:0.553,1,0.225:0.179,1,0.272:0.216,1
2015,06,13588,0.008:0.054,1,0.105:0.127,1,0.042:0.046,1,0.846:0.773,1
2015,06,14218,0.030:0.021,1,0.130:0.189,1,0.158:0.128,1,0.682:0.662,1
2015,06,15044,0.443:0.378,2,0.442:0.555,2,0.090:0.040,2,0.026:0.027,2
2015,06,16000,0.017:0.057,3,0.121:0.203,3,0.156:0.155,3,0.706:0.585,3
2015,06,16350,0.039:0.064,2,0.282:0.347,2,0.136:0.104,2,0.542:0.485,2
2015,06,16532,0.013:0.018,2,0.061:0.170,2,0.193:0.158,2,0.734:0.655,2
2015,06,17918,0.013:0.040,2,0.178:0.181,2,0.440:0.465,2,0.370:0.315,2
2015,06,19766,0.020:0.044,1,0.608:0.667,1,0.119:0.091,1,0.254:0.198,1
2015,06,21712,0.006:0.039,2,0.096:0.187,2,0.047:0.076,2,0.851:0.698,2
2015,06,22020,0.090:0.106,1,0.103:0.133,1,0.340:0.312,1,0.467:0.449,1
2015,06,22230,0.000:0.001,1,0.458:0.633,1,0.440:0.302,1,0.101:0.063,1
2015,06,22804,0.009:0.020,1,0.153:0.324,1,0.109:0.097,1,0.728:0.559,1
2015,06,23182,0.088:0.144,1,0.186:0.247,1,0.169:0.190,1,0.557:0.419,1
2015,06,24638,NA:0.002,NA,0.055:0.052,2,0.163:0.146,2,0.781:0.800,2
2015,06,24680,0.102:0.091,1,0.591:0.678,1,0.097:0.066,1,0.210:0.165,1
2015,06,26000,0.018:0.036,2,0.066:0.099,2,0.634:0.574,2,0.282:0.291,2
2015,06,27000,0.034:0.074,3,0.275:0.405,3,0.136:0.125,3,0.556:0.396,3
2015,06,28000,0.007:0.028,3,0.155:0.282,3,0.311:0.249,3,0.527:0.441,3
2015,06,29000,0.004:0.003,3,0.234:0.335,3,0.447:0.425,3,0.315:0.237,3
2015,06,30000,0.006:0.028,2,0.078:0.146,2,0.178:0.167,2,0.738:0.660,2
2015,06,32548,0.121:0.254,NA,0.443:0.495,NA,0.144:0.120,NA,0.291:0.131,NA
2015,06,33000,0.046:0.148,1,0.213:0.311,1,0.446:0.310,1,0.295:0.231,1
2015,06,33182,0.042:0.066,2,0.170:0.281,2,0.185:0.067,2,0.603:0.586,2
2015,06,33434,0.032:0.083,2,0.288:0.350,2,0.061:0.046,2,0.619:0.521,2
2015,06,36000,0.003:0.012,3,0.087:0.150,3,0.175:0.132,3,0.735:0.706,3
2015,06,36448,0.007:0.014,2,0.473:0.686,2,0.030:0.027,2,0.491:0.273,2
2015,06,36546,0.468:0.457,1,0.438:0.441,1,0.020:0.041,1,0.075:0.061,1
2015,06,36770,0.001:0.019,2,0.043:0.075,2,0.420:0.394,2,0.536:0.511,2
2015,06,37692,0.040:0.058,2,0.389:0.475,2,0.249:0.166,2,0.322:0.301,2
2015,06,39496,0.003:0.012,3,0.082:0.167,3,0.311:0.286,3,0.604:0.534,3
2015,06,39892,0.059:0.077,2,0.216:0.240,2,0.369:0.350,2,0.356:0.333,2
2015,06,40130,0.102:0.211,1,0.216:0.249,1,0.056:0.058,1,0.626:0.482,1
2015,06,41992,0.009:0.013,2,0.048:0.098,2,0.269:0.267,2,0.674:0.622,2
2015,06,43000,0.092:0.135,2,0.179:0.323,2,0.134:0.153,2,0.596:0.389,2
2015,06,44000,0.061:0.114,1,0.167:0.354,1,0.150:0.152,1,0.621:0.380,1
2015,06,45484,0.050:0.053,3,0.178:0.274,3,0.270:0.183,3,0.502:0.490,3
2015,06,46842,0.056:0.057,2,0.249:0.313,2,0.106:0.097,2,0.589:0.533,2
2015,06,46898,0.014:0.057,2,0.269:0.434,2,0.172:0.092,2,0.545:0.418,2
2015,06,47766,0.013:0.027,2,0.054:0.099,2,0.751:0.680,2,0.183:0.195,2
2015,06,48256,0.018:0.018,1,0.105:0.123,1,0.134:0.125,1,0.742:0.734,1
2015,06,48354,0.011:0.030,1,0.238:0.339,1,0.105:0.089,1,0.646:0.542,1
2015,06,49270,0.129:0.202,1,0.468:0.492,1,0.069:0.062,1,0.334:0.244,1
2015,06,49670,0.003:0.017,2,0.036:0.085,2,0.306:0.295,2,0.655:0.603,2
2015,06,50076,0.048:0.059,2,0.167:0.214,2,0.136:0.118,2,0.649:0.610,2
