year,state,place,subgroup,share_meps20,share_meps20_quality
2016,5,41000,Hispanic,71.71476,1
2019,5,23290,Hispanic,11.439394,1
2016,5,66080,"White, Non-Hispanic",45.092556,1
2017,5,23290,All,11.888247,1
2017,5,24550,Other Races and Ethnicities,59.224266,1
2016,5,23290,"Black, Non-Hispanic",32.172997,1
2017,5,66080,Hispanic,62.003002,1
2020,5,23290,All,5.2261872,1
2017,5,35710,"White, Non-Hispanic",39.184597,1
2020,5,66080,All,67.497391,1
2016,5,24550,"Black, Non-Hispanic",80.13166,1
2016,5,35710,All,67.633926,1
2018,5,41000,Other Races and Ethnicities,30.816959,1
2018,5,23290,"White, Non-Hispanic",9.1045589,1
2019,5,24550,"White, Non-Hispanic",47.371151,1
2018,5,41000,Hispanic,74.278595,1
2018,5,24550,All,73.949898,1
2016,5,66080,All,65.010201,1
2018,5,41000,"Black, Non-Hispanic",67.802071,1
2018,5,35710,Other Races and Ethnicities,61.46273,1
2017,5,24550,Hispanic,86.531441,1
2019,5,24550,All,64.970863,1
2020,5,41000,"Black, Non-Hispanic",62.524963,1
2019,5,41000,"White, Non-Hispanic",13.403583,1
2018,5,66080,"Black, Non-Hispanic",66.666664,1
2019,5,35710,"White, Non-Hispanic",39.861023,1
2018,5,23290,Other Races and Ethnicities,13.333333,1
2018,5,24550,"White, Non-Hispanic",58.212559,1
2017,5,23290,Hispanic,16.157557,1
2016,5,23290,Hispanic,31.360001,1
2018,5,24550,Hispanic,89.650742,1
2020,5,35710,"Black, Non-Hispanic",84.346077,1
2016,5,23290,All,19.710032,1
2017,5,35710,All,57.430351,1
2016,5,66080,Other Races and Ethnicities,76.095619,1
2020,5,66080,Hispanic,77.131134,1
2017,5,24550,"White, Non-Hispanic",48.035229,1
2017,5,24550,All,66.504021,1
2020,5,23290,Other Races and Ethnicities,7.168983,1
2017,5,35710,"Black, Non-Hispanic",82.451195,1
2018,5,66080,Hispanic,78.290993,1
2016,5,66080,Hispanic,75.90033,1
2017,5,66080,"Black, Non-Hispanic",53.284672,1
2018,5,24550,Other Races and Ethnicities,68.421051,1
2020,5,35710,Other Races and Ethnicities,66.095474,1
2017,5,24550,"Black, Non-Hispanic",81.125443,1
2016,5,23290,"White, Non-Hispanic",15.156769,1
2017,5,23290,"Black, Non-Hispanic",18.996798,1
2017,5,66080,All,52.129387,1
2016,5,35710,"White, Non-Hispanic",47.775291,1
2018,5,41000,All,53.610634,1
2017,5,41000,"Black, Non-Hispanic",73.221016,1
2018,5,66080,All,66.926956,1
2017,5,23290,"White, Non-Hispanic",9.3568907,1
2020,5,24550,Other Races and Ethnicities,50.426201,1
2020,5,24550,All,59.907089,1
2017,5,35710,Other Races and Ethnicities,72.485207,1
2018,5,23290,"Black, Non-Hispanic",19.354839,1
2020,5,23290,"Black, Non-Hispanic",10.693069,1
2019,5,66080,All,55.237968,1
2016,5,41000,All,60.385788,1
2019,5,66080,"Black, Non-Hispanic",54.409004,1
2017,5,23290,Other Races and Ethnicities,17.170818,1
2019,5,66080,Hispanic,66.669701,1
2018,5,41000,"White, Non-Hispanic",20.372295,1
2019,5,41000,All,45.618484,1
2018,5,35710,"White, Non-Hispanic",36.519886,1
2018,5,66080,"White, Non-Hispanic",45.120811,1
2020,5,66080,"White, Non-Hispanic",49.282295,1
2019,5,66080,Other Races and Ethnicities,66.846802,1
2019,5,35710,Hispanic,79.262672,1
2018,5,35710,"Black, Non-Hispanic",78.879227,1
2019,5,35710,Other Races and Ethnicities,67.824966,1
2019,5,23290,"White, Non-Hispanic",6.6077499,1
2019,5,41000,"Black, Non-Hispanic",58.616982,1
2017,5,66080,Other Races and Ethnicities,59.734512,1
2018,5,35710,Hispanic,66.713387,1
2019,5,23290,"Black, Non-Hispanic",14.752567,1
2020,5,24550,"Black, Non-Hispanic",70.417191,1
2018,5,23290,Hispanic,16.271723,1
2017,5,41000,"White, Non-Hispanic",33.562862,1
2016,5,41000,"White, Non-Hispanic",32.242435,1
2018,5,24550,"Black, Non-Hispanic",83.292076,1
2016,5,41000,"Black, Non-Hispanic",74.10006,1
2016,5,23290,Other Races and Ethnicities,24.426079,1
2016,5,35710,Other Races and Ethnicities,77.361565,1
2018,5,23290,All,11.37963,1
2020,5,23290,"White, Non-Hispanic",3.4980011,1
2020,5,23290,Hispanic,8.2561731,1
2019,5,41000,Other Races and Ethnicities,23.668951,1
2020,5,41000,Hispanic,66.459091,1
2020,5,24550,Hispanic,82.726898,1
2020,5,41000,Other Races and Ethnicities,28.044466,1
2019,5,24550,"Black, Non-Hispanic",75.701492,1
2016,5,35710,Hispanic,86.346298,1
2020,5,41000,"White, Non-Hispanic",16.57424,1
2016,5,24550,All,65.810844,1
2017,5,41000,Hispanic,72.526268,1
2020,5,35710,"White, Non-Hispanic",38.493889,1
2018,5,35710,All,54.471169,1
2019,5,24550,Hispanic,85.467125,1
2019,5,23290,All,8.7553024,1
2020,5,35710,Hispanic,78.38205,1
2020,5,66080,Other Races and Ethnicities,74.771873,1
2019,5,66080,"White, Non-Hispanic",32.404514,1
2016,5,24550,Other Races and Ethnicities,60.438412,1
2019,5,35710,All,60.085442,1
2016,5,24550,Hispanic,86.083099,1
2019,5,35710,"Black, Non-Hispanic",85.051956,1
2016,5,41000,Other Races and Ethnicities,37.932961,1
2018,5,66080,Other Races and Ethnicities,78.381439,1
2020,5,35710,All,59.285667,1
2016,5,24550,"White, Non-Hispanic",46.732407,1
2016,6,82954,Other Races and Ethnicities,55.509499,1
2018,6,53896,All,60.739624,1
2020,6,4982,"Black, Non-Hispanic",9.8106709,1
2018,6,69000,Other Races and Ethnicities,37.874252,1
2016,6,47766,All,0,1
2017,6,52526,"White, Non-Hispanic",84.455956,1
2018,6,77000,Other Races and Ethnicities,0,1
2016,6,884,Hispanic,81.601097,1
2017,6,51182,All,0,1
2017,6,3526,"Black, Non-Hispanic",74.307114,1
2019,6,46898,Hispanic,73.571228,1
2016,6,13214,All,.66277647,1
2020,6,68084,"White, Non-Hispanic",.11918951,1
2017,6,65042,"Black, Non-Hispanic",16.431925,1
2020,6,17918,All,0,1
2020,6,40130,"Black, Non-Hispanic",59.529991,1
2019,6,562,Other Races and Ethnicities,0,1
2017,6,73080,Other Races and Ethnicities,100,1
2020,6,52526,"White, Non-Hispanic",7.3954983,1
2017,6,75000,"Black, Non-Hispanic",78.498917,1
2018,6,82996,Other Races and Ethnicities,45.603577,1
2020,6,59451,"White, Non-Hispanic",0,1
2019,6,19766,"Black, Non-Hispanic",28.28619,1
2018,6,46842,"Black, Non-Hispanic",23.803192,1
2018,6,39496,All,18.391514,1
2019,6,59444,Hispanic,53.841103,1
2017,6,16350,All,21.223133,1
2016,6,36000,"Black, Non-Hispanic",4.7008548,1
2019,6,53000,"Black, Non-Hispanic",64.153374,1
2019,6,59444,"Black, Non-Hispanic",53.454544,1
2018,6,33000,"White, Non-Hispanic",37.32719,1
2018,6,72016,"Black, Non-Hispanic",.39467192,1
2020,6,33434,"Black, Non-Hispanic",39.18919,1
2017,6,11194,"White, Non-Hispanic",0,1
2016,6,65000,"White, Non-Hispanic",93.064812,1
2016,6,36448,Hispanic,77.605087,1
2017,6,55156,All,81.405052,1
2019,6,36770,Hispanic,0,1
2019,6,57456,Other Races and Ethnicities,50.359711,1
2020,6,14218,All,4.7350917,1
2016,6,64000,"Black, Non-Hispanic",71.865074,1
2017,6,51182,Other Races and Ethnicities,0,1
2018,6,68000,"Black, Non-Hispanic",21.316034,1
2018,6,69196,Other Races and Ethnicities,37.481697,1
2019,6,15044,All,100,1
2017,6,50076,Hispanic,0,1
2017,6,68000,"White, Non-Hispanic",3.4034595,1
2018,6,33000,"Black, Non-Hispanic",49.5,1
2019,6,16000,Hispanic,22.865013,1
2016,6,28000,"Black, Non-Hispanic",16.26506,1
2019,6,8786,"White, Non-Hispanic",30.408653,1
2020,6,85292,All,2.7892964,1
2017,6,54652,"White, Non-Hispanic",79.140381,1
2019,6,68378,"White, Non-Hispanic",0,1
2019,6,50258,"Black, Non-Hispanic",10.38961,1
2016,6,50258,"White, Non-Hispanic",5.412209,1
2019,6,33182,All,82.910118,1
2017,6,45484,"White, Non-Hispanic",18.078348,1
2017,6,64000,"Black, Non-Hispanic",74.096664,1
2018,6,884,"White, Non-Hispanic",72.014923,1
2016,6,29000,All,75.403366,1
2016,6,69084,"White, Non-Hispanic",1.1287478,1
2016,6,32548,"Black, Non-Hispanic",76.177185,1
2020,6,13014,Hispanic,4.3096566,1
2017,6,49270,"Black, Non-Hispanic",90.704788,1
2017,6,72016,"White, Non-Hispanic",.99317664,1
2020,6,82954,All,18.278109,1
2019,6,44000,All,82.491875,1
2020,6,64000,Hispanic,48.96035,1
2019,6,37692,"White, Non-Hispanic",43.130005,1
2020,6,2000,"White, Non-Hispanic",7.2129683,1
2020,6,60466,Hispanic,57.065861,1
2019,6,57792,"White, Non-Hispanic",0,1
2018,6,562,"White, Non-Hispanic",0,1
2017,6,68252,"White, Non-Hispanic",1.5714285,1
2017,6,43000,"Black, Non-Hispanic",69.376953,1
2018,6,30000,All,49.895893,1
2017,6,22804,Other Races and Ethnicities,26.393188,1
2020,6,6000,"White, Non-Hispanic",0,1
2020,6,81344,Other Races and Ethnicities,4.7332187,1
2018,6,6000,All,0,1
2019,6,13214,"White, Non-Hispanic",.039261878,1
2019,6,48354,"White, Non-Hispanic",32.141651,1
2020,6,77000,Other Races and Ethnicities,0,1
2020,6,28000,"Black, Non-Hispanic",6.1433449,1
2016,6,58072,Other Races and Ethnicities,54.71394,1
2017,6,58072,All,86.211395,1
2017,6,33000,"Black, Non-Hispanic",47.03669,1
2020,6,57456,Other Races and Ethnicities,4.0187893,1
2019,6,56700,Other Races and Ethnicities,87.801781,1
2016,6,13214,"White, Non-Hispanic",.25682184,1
2019,6,46898,All,70.747986,1
2020,6,62938,"White, Non-Hispanic",0,1
2017,6,82996,"White, Non-Hispanic",46.825176,1
2017,6,53980,"Black, Non-Hispanic",42.331287,1
2018,6,81554,"Black, Non-Hispanic",16.625917,1
2020,6,53980,Hispanic,0,1
2016,6,48354,Other Races and Ethnicities,47.415825,1
2017,6,22230,All,96.426201,1
2016,6,33182,Hispanic,95.786858,1
2020,6,78120,Hispanic,0,1
2018,6,40130,"White, Non-Hispanic",61.383026,1
2020,6,24638,Hispanic,0,1
2018,6,16532,"White, Non-Hispanic",23.304522,1
2018,6,68196,All,12.420659,1
2018,6,28000,All,20.840565,1
2020,6,49270,"White, Non-Hispanic",29.46545,1
2016,6,69000,All,85.780235,1
2018,6,52526,All,81.014297,1
2016,6,3526,"White, Non-Hispanic",37.389557,1
2018,6,81666,"White, Non-Hispanic",43.170963,1
2016,6,53896,Hispanic,76.047508,1
2016,6,70000,Hispanic,0,1
2016,6,24638,"White, Non-Hispanic",0,1
2017,6,77000,Other Races and Ethnicities,2.2070415,1
2018,6,62938,Hispanic,7.4040217,1
2019,6,8786,Other Races and Ethnicities,36.549431,1
2020,6,19766,"Black, Non-Hispanic",0,1
2016,6,64224,All,58.496025,1
2020,6,48256,"White, Non-Hispanic",0,1
2018,6,64000,All,60.488842,1
2017,6,78582,"Black, Non-Hispanic",3.3175356,1
2016,6,60102,Hispanic,34.140404,1
2019,6,50076,All,0,1
2016,6,28000,"White, Non-Hispanic",5.920238,1
2017,6,58072,Hispanic,89.757317,1
2018,6,81344,Other Races and Ethnicities,21.092438,1
2020,6,59451,Other Races and Ethnicities,0,1
2020,6,21712,Other Races and Ethnicities,21.262535,1
2016,6,40130,Hispanic,77.91758,1
2017,6,29000,"Black, Non-Hispanic",69.298248,1
2020,6,29000,All,13.674532,1
2017,6,85292,Hispanic,52.383327,1
2017,6,56000,Other Races and Ethnicities,7.0267568,1
2020,6,2000,Other Races and Ethnicities,13.417276,1
2018,6,49670,"Black, Non-Hispanic",.90909094,1
2019,6,68084,"Black, Non-Hispanic",27.360596,1
2017,6,59920,Hispanic,49.243771,1
2018,6,8786,Other Races and Ethnicities,25.409048,1
2018,6,56700,Hispanic,94.603287,1
2020,6,56700,All,53.27467,1
2019,6,36448,All,64.733742,1
2016,6,53000,All,67.399155,1
2016,6,64224,Other Races and Ethnicities,48.935139,1
2019,6,13210,Hispanic,34.976345,1
2020,6,45484,All,8.8948784,1
2020,6,32548,Hispanic,35.659248,1
2018,6,46842,Hispanic,27.595013,1
2019,6,65000,Hispanic,97.561607,1
2017,6,48256,"White, Non-Hispanic",0,1
2018,6,4982,Other Races and Ethnicities,93.32061,1
2016,6,53000,"Black, Non-Hispanic",64.341148,1
2018,6,32548,Hispanic,75.174011,1
2020,6,81344,"Black, Non-Hispanic",7.4646072,1
2017,6,77000,All,3.2120616,1
2018,6,13014,Hispanic,30.576031,1
2016,6,59444,Other Races and Ethnicities,42.147434,1
2017,6,32548,Other Races and Ethnicities,45.923462,1
2020,6,4982,"White, Non-Hispanic",5.9360728,1
2019,6,49670,Other Races and Ethnicities,.87336242,1
2019,6,59920,"White, Non-Hispanic",34.462151,1
2017,6,53896,"White, Non-Hispanic",32.476994,1
2018,6,56700,"White, Non-Hispanic",94.911736,1
2017,6,77000,"White, Non-Hispanic",2.7981527,1
2019,6,59444,"White, Non-Hispanic",33.472511,1
2019,6,67000,"Black, Non-Hispanic",18.96941,1
2017,6,75000,Other Races and Ethnicities,70.285385,1
2019,6,53000,All,64.868538,1
2016,6,72016,Hispanic,10.403461,1
2016,6,57792,Hispanic,0,1
2018,6,47766,Hispanic,0,1
2019,6,562,"Black, Non-Hispanic",0,1
2020,6,562,"Black, Non-Hispanic",0,1
2020,6,62000,"Black, Non-Hispanic",11.039162,1
2020,6,57792,"White, Non-Hispanic",0,1
2018,6,65042,Other Races and Ethnicities,6.6243834,1
2017,6,81666,"Black, Non-Hispanic",52.821037,1
2018,6,36448,Hispanic,74.307526,1
2017,6,66000,Other Races and Ethnicities,21.424723,1
2017,6,22020,Other Races and Ethnicities,3.0391264,1
2016,6,2252,Hispanic,62.044308,1
2018,6,82996,Hispanic,66.906944,1
2017,6,13392,"White, Non-Hispanic",15.805976,1
2017,6,59444,Hispanic,88.214783,1
2017,6,46898,Hispanic,86.388634,1
2018,6,82590,All,94.431503,1
2017,6,68252,Hispanic,6.0201874,1
2020,6,68252,Other Races and Ethnicities,0,1
2017,6,13214,All,.6498093,1
2017,6,60102,All,18.63578,1
2018,6,69070,"White, Non-Hispanic",3.1164069,1
2016,6,62938,Hispanic,3.9486871,1
2020,6,13392,"White, Non-Hispanic",4.7324042,1
2016,6,8954,All,0,1
2018,6,32548,All,68.630455,1
2018,6,59920,Other Races and Ethnicities,60.088039,1
2019,6,14218,All,10.529625,1
2018,6,84200,"White, Non-Hispanic",27.549948,1
2020,6,46898,Other Races and Ethnicities,38.341625,1
2016,6,65000,Hispanic,97.527687,1
2019,6,81554,Other Races and Ethnicities,0,1
2018,6,29000,Hispanic,90.693306,1
2018,6,22804,"Black, Non-Hispanic",50.687622,1
2016,6,562,Hispanic,0,1
2017,6,24680,Other Races and Ethnicities,55.053509,1
2020,6,8786,"Black, Non-Hispanic",7.6363635,1
2020,6,44000,Hispanic,86.405022,1
2016,6,53896,"White, Non-Hispanic",57.215511,1
2016,6,37692,All,71.298599,1
2018,6,16000,Hispanic,45.178444,1
2017,6,62938,"White, Non-Hispanic",3.5471864,1
2020,6,73080,Hispanic,96.5709,1
2016,6,41992,"White, Non-Hispanic",2.9360466,1
2018,6,53000,"White, Non-Hispanic",17.699776,1
2016,6,13214,"Black, Non-Hispanic",4.8923678,1
2016,6,24680,Other Races and Ethnicities,39.060341,1
2018,6,60466,Other Races and Ethnicities,100,1
2020,6,58072,"Black, Non-Hispanic",76.986954,1
2020,6,62000,"White, Non-Hispanic",4.4191785,1
2018,6,66000,All,36.71299,1
2017,6,22230,"Black, Non-Hispanic",96.551727,2
2019,6,73080,Hispanic,100,1
2017,6,54652,"Black, Non-Hispanic",73.46154,1
2017,6,62938,"Black, Non-Hispanic",12.168487,1
2017,6,54652,All,79.814156,1
2016,6,53980,Other Races and Ethnicities,17.352703,1
2018,6,33000,Other Races and Ethnicities,51.091366,1
2019,6,24680,"White, Non-Hispanic",42.153847,1
2016,6,65000,"Black, Non-Hispanic",98.087036,1
2020,6,23182,Other Races and Ethnicities,7.884748,1
2018,6,11530,Other Races and Ethnicities,71.597221,1
2016,6,56000,"Black, Non-Hispanic",16.509241,1
2017,6,16532,"White, Non-Hispanic",24.968788,1
2017,6,22804,All,49.873417,1
2020,6,37692,All,10.292165,1
2016,6,46898,Other Races and Ethnicities,86.531868,1
2018,6,69196,"Black, Non-Hispanic",48.850574,1
2016,6,16000,"White, Non-Hispanic",10.81943,1
2020,6,3526,"Black, Non-Hispanic",51.236427,1
2017,6,69196,All,52.90234,1
2020,6,49270,Hispanic,40.460213,1
2016,6,68252,Hispanic,6.1848125,1
2020,6,85292,"Black, Non-Hispanic",1.7006803,1
2016,6,70000,All,0,1
2020,6,4982,Other Races and Ethnicities,6.0416665,1
2019,6,15044,"Black, Non-Hispanic",100,1
2017,6,19766,"White, Non-Hispanic",30.523256,1
2019,6,43000,Hispanic,63.615707,1
2019,6,2252,Other Races and Ethnicities,40.09129,1
2016,6,22804,Other Races and Ethnicities,31.306307,1
2020,6,36546,Hispanic,80.908234,1
2017,6,17918,Hispanic,32.034901,1
2020,6,53896,"Black, Non-Hispanic",22.053871,1
2017,6,62000,Other Races and Ethnicities,29.45043,1
2016,6,37692,"Black, Non-Hispanic",59.174313,1
2019,6,62938,"White, Non-Hispanic",.46353298,1
2019,6,49270,"White, Non-Hispanic",73.601608,1
2016,6,45484,"Black, Non-Hispanic",13.609468,1
2017,6,53000,Hispanic,87.314133,1
2017,6,65000,"White, Non-Hispanic",96.334587,1
2016,6,50076,Other Races and Ethnicities,0,1
2018,6,22230,Hispanic,95.688049,1
2016,6,40130,Other Races and Ethnicities,67.42701,1
2016,6,49670,"Black, Non-Hispanic",.83333331,1
2019,6,48354,Other Races and Ethnicities,44.348289,1
2017,6,72016,All,4.2192335,1
2017,6,16350,Other Races and Ethnicities,9.6421051,1
2017,6,2364,Other Races and Ethnicities,88.979813,1
2016,6,81344,All,31.003178,1
2018,6,16532,Other Races and Ethnicities,28.853754,1
2016,6,69196,All,53.290192,1
2017,6,81554,"Black, Non-Hispanic",15.107914,1
2020,6,16532,"Black, Non-Hispanic",4.7904191,1
2018,6,33434,"Black, Non-Hispanic",95.172417,1
2019,6,57456,"White, Non-Hispanic",64.898598,1
2018,6,69070,"Black, Non-Hispanic",7.2580647,1
2017,6,13588,Other Races and Ethnicities,61.247948,1
2018,6,62000,"Black, Non-Hispanic",54.871655,1
2018,6,65000,Other Races and Ethnicities,95.998741,1
2018,6,53322,"Black, Non-Hispanic",39.008793,1
2019,6,82954,Hispanic,62.306828,1
2016,6,36770,"Black, Non-Hispanic",0,1
2019,6,68252,"White, Non-Hispanic",0,1
2017,6,56000,All,22.740168,1
2018,6,73080,Hispanic,100,1
2020,6,59451,"Black, Non-Hispanic",0,1
2016,6,16350,Hispanic,28.993702,1
2019,6,4982,Other Races and Ethnicities,92.007797,1
2017,6,28000,Other Races and Ethnicities,4.2989035,1
2017,6,26000,"White, Non-Hispanic",2.4242425,1
2018,6,60102,Hispanic,34.604717,1
2019,6,41992,"White, Non-Hispanic",0,1
2019,6,69000,"Black, Non-Hispanic",51.904762,1
2017,6,6000,Other Races and Ethnicities,0,1
2020,6,13214,Other Races and Ethnicities,0,1
2018,6,32548,Other Races and Ethnicities,40.334854,1
2018,6,43000,"Black, Non-Hispanic",70.939751,1
2017,6,65042,All,15.366592,1
2017,6,2252,"Black, Non-Hispanic",53.08947,1
2018,6,24680,"Black, Non-Hispanic",64.154411,1
2020,6,39892,"White, Non-Hispanic",.25300443,1
2016,6,2252,Other Races and Ethnicities,39.772308,1
2016,6,22804,"Black, Non-Hispanic",52.951698,1
2020,6,85292,"White, Non-Hispanic",.87448561,1
2016,6,16532,Hispanic,64.919518,1
2019,6,72016,"White, Non-Hispanic",.67264575,1
2016,6,85292,All,44.158287,1
2019,6,81666,Hispanic,47.833015,1
2018,6,36546,"Black, Non-Hispanic",90.270485,1
2020,6,48354,"Black, Non-Hispanic",18.230206,1
2018,6,21712,All,35.198147,1
2017,6,32548,Hispanic,74.855927,1
2016,6,16350,Other Races and Ethnicities,9.0634441,1
2019,6,11194,"Black, Non-Hispanic",0,1
2019,6,60466,"Black, Non-Hispanic",84.040993,1
2020,6,13214,"Black, Non-Hispanic",0,1
2018,6,84200,All,42.639931,1
2018,6,44000,Other Races and Ethnicities,54.612392,1
2018,6,72016,"White, Non-Hispanic",1.0423247,1
2018,6,28000,Hispanic,35.800018,1
2017,6,64224,"Black, Non-Hispanic",43.92157,1
2017,6,39496,"Black, Non-Hispanic",4.9689441,1
2019,6,45484,"White, Non-Hispanic",17.481524,1
2017,6,24680,"White, Non-Hispanic",57.019947,1
2017,6,69000,"Black, Non-Hispanic",59.745762,1
2019,6,48256,All,0,1
2018,6,69070,Hispanic,27.607924,1
2019,6,54652,Hispanic,65.095375,1
2020,6,48354,All,20.79146,1
2019,6,69084,"White, Non-Hispanic",0,1
2016,6,81666,Hispanic,69.534721,1
2018,6,60620,"Black, Non-Hispanic",76.298058,1
2020,6,69084,"Black, Non-Hispanic",0,1
2017,6,36546,Hispanic,95.561653,1
2020,6,65000,Other Races and Ethnicities,77.701057,1
2018,6,11530,Hispanic,84.595261,1
2017,6,78582,Other Races and Ethnicities,.85357845,1
2016,6,59451,Hispanic,25.045454,1
2016,6,82954,Hispanic,68.688538,1
2019,6,8954,Hispanic,.17790078,1
2018,6,16532,"Black, Non-Hispanic",42.553192,1
2018,6,69070,Other Races and Ethnicities,7.4658256,1
2017,6,70000,"Black, Non-Hispanic",0,1
2019,6,16532,"Black, Non-Hispanic",39.759037,1
2019,6,56700,"White, Non-Hispanic",86.455978,1
2016,6,65042,All,6.5060377,1
2016,6,55156,All,79.71891,1
2019,6,41992,Other Races and Ethnicities,0,1
2019,6,16532,All,40.990887,1
2019,6,13392,Other Races and Ethnicities,7.1601815,1
2017,6,43000,"White, Non-Hispanic",13.611144,1
2019,6,70098,"Black, Non-Hispanic",14.285714,1
2016,6,22230,Hispanic,96.13018,1
2020,6,8786,Hispanic,8.7234411,1
2017,6,80000,Other Races and Ethnicities,1.871734,1
2017,6,16532,Other Races and Ethnicities,27.815063,1
2017,6,2252,Other Races and Ethnicities,43.55851,1
2018,6,58072,Hispanic,89.344475,1
2019,6,65000,All,96.991058,1
2020,6,43000,"Black, Non-Hispanic",33.015667,1
2016,6,48256,"White, Non-Hispanic",0,1
2019,6,85292,"Black, Non-Hispanic",50,1
2020,6,84200,"Black, Non-Hispanic",1.3297873,1
2016,6,44000,Hispanic,91.111488,1
2020,6,32548,All,33.713791,1
2019,6,60102,All,21.122465,1
2016,6,24638,"Black, Non-Hispanic",0,1
2017,6,17918,All,20.922758,1
2019,6,6000,"White, Non-Hispanic",0,1
2016,6,13210,"White, Non-Hispanic",34.014675,1
2018,6,65000,"Black, Non-Hispanic",98.319473,1
2020,6,11194,"White, Non-Hispanic",0,1
2018,6,2252,"White, Non-Hispanic",56.695568,1
2016,6,81666,"Black, Non-Hispanic",63.011337,1
2018,6,57456,"Black, Non-Hispanic",59.585491,1
2016,6,82590,Other Races and Ethnicities,88.261513,1
2020,6,26000,Hispanic,0,1
2019,6,16350,Other Races and Ethnicities,4.2883396,1
2019,6,29000,"Black, Non-Hispanic",68.75,1
2019,6,8954,"White, Non-Hispanic",.1244297,1
2020,6,43000,Hispanic,36.880058,1
2016,6,62000,Other Races and Ethnicities,27.906111,1
2017,6,77000,"Black, Non-Hispanic",1.5,1
2019,6,6000,All,0,1
2019,6,4982,"White, Non-Hispanic",69.262299,1
2020,6,57456,All,5.7725101,1
2017,6,39892,"Black, Non-Hispanic",25.137304,1
2017,6,13214,Hispanic,1.0621063,1
2016,6,33000,"Black, Non-Hispanic",48.094612,1
2019,6,59451,Hispanic,16.733423,1
2018,6,67000,"Black, Non-Hispanic",26.756323,1
2020,6,33434,Other Races and Ethnicities,29.616724,1
2018,6,11530,"Black, Non-Hispanic",86.225288,1
2017,6,82954,All,64.707527,1
2020,6,11530,"White, Non-Hispanic",7.1052632,1
2018,6,80238,Hispanic,28.927929,1
2019,6,68252,Hispanic,0,1
2018,6,47766,"Black, Non-Hispanic",0,1
2016,6,23182,Other Races and Ethnicities,14.648509,1
